id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;nublado;130,0;11;2860,0;26
2;parcialmente_nublado;130,0;8;2860,0;26
3;nublado;130,0;10;2860,0;26
4;nublado;130,0;9;2860,0;26
5;ceu_aberto;130,0;5;2860,0;26
6;ceu_aberto;130,0;8;2860,0;26
7;ceu_aberto;130,0;10;2860,0;26
8;parcialmente_nublado;130,0;8;2860,0;26
9;nublado;130,0;7;2860,0;26
10;ceu_aberto;130,0;10;2860,0;26
11;parcialmente_nublado;130,0;9;2860,0;26
12;parcialmente_nublado;130,0;6;2860,0;26
13;parcialmente_nublado;130,0;8;2860,0;26
14;parcialmente_nublado;130,0;6;2860,0;26
15;ceu_aberto;130,0;8;2860,0;26
16;ceu_aberto;130,0;12;2860,0;26
17;nublado;130,0;10;2860,0;26
18;ceu_aberto;130,0;8;2860,0;26
19;parcialmente_nublado;130,0;8;2860,0;26
20;parcialmente_nublado;130,0;7;2860,0;26
21;parcialmente_nublado;130,0;7;2860,0;26
22;nublado;130,0;11;2860,0;26
23;ceu_aberto;130,0;9;2860,0;26
24;parcialmente_nublado;130,0;9;2860,0;26
25;parcialmente_nublado;130,0;7;2860,0;26
26;nublado;130,0;8;2860,0;26
27;parcialmente_nublado;130,0;10;2860,0;26
28;parcialmente_nublado;130,0;7;2860,0;26
29;parcialmente_nublado;130,0;10;2860,0;26
30;nublado;130,0;11;2860,0;26
31;nublado;130,0;8;2860,0;26
32;ceu_aberto;130,0;6;2860,0;26
33;nublado;130,0;8;2860,0;26
34;ceu_aberto;130,0;6;2860,0;26
35;parcialmente_nublado;130,0;10;2860,0;26
36;ceu_aberto;130,0;10;2860,0;26
37;ceu_aberto;130,0;8;2860,0;26
38;parcialmente_nublado;130,0;8;2860,0;26
39;ceu_aberto;130,0;12;2860,0;26
40;ceu_aberto;130,0;7;2860,0;26
41;nublado;130,0;7;2860,0;26
42;parcialmente_nublado;130,0;6;2860,0;26
43;ceu_aberto;130,0;11;2860,0;26
44;ceu_aberto;130,0;7;2860,0;26
45;nublado;130,0;5;2860,0;26
46;nublado;130,0;12;2860,0;26
47;nublado;130,0;11;2860,0;26
48;nublado;130,0;6;2860,0;26
49;nublado;130,0;11;2860,0;26
50;parcialmente_nublado;130,0;10;2860,0;26
