id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;parcialmente_nublado;1;8;150,0
1;parcialmente_nublado;2;3;200,0
1;parcialmente_nublado;3;27;750,0
1;parcialmente_nublado;4;31;550,0
1;parcialmente_nublado;5;32;350,0
1;parcialmente_nublado;6;31;100,0
1;parcialmente_nublado;7;17;199,7
2;parcialmente_nublado;1;22;50,0
2;parcialmente_nublado;2;33;250,0
2;parcialmente_nublado;3;26;700,0
2;parcialmente_nublado;4;23;50,0
2;parcialmente_nublado;5;27;400,0
2;parcialmente_nublado;6;32;600,0
2;parcialmente_nublado;7;26;249,7
3;nublado;1;20;50,0
3;nublado;2;12;200,0
3;nublado;3;15;250,0
3;nublado;4;12;200,0
3;nublado;5;7;600,0
3;nublado;6;15;550,0
3;nublado;7;34;449,7
4;nublado;1;26;650,0
4;nublado;2;13;450,0
4;nublado;3;3;200,0
4;nublado;4;18;200,0
4;nublado;5;9;50,0
4;nublado;6;28;50,0
4;nublado;7;5;350,0
4;nublado;8;32;349,7
5;parcialmente_nublado;1;32;500,0
5;parcialmente_nublado;2;10;400,0
5;parcialmente_nublado;3;9;400,0
5;parcialmente_nublado;4;22;350,0
5;parcialmente_nublado;5;20;350,0
5;parcialmente_nublado;6;24;100,0
5;parcialmente_nublado;7;19;150,0
5;parcialmente_nublado;8;26;49,7
6;nublado;1;33;50,0
6;nublado;2;19;500,0
6;nublado;3;11;550,0
6;nublado;4;6;50,0
6;nublado;5;30;450,0
6;nublado;6;3;500,0
6;nublado;7;16;199,7
7;ceu_aberto;1;29;150,0
7;ceu_aberto;2;23;100,0
7;ceu_aberto;3;31;500,0
7;ceu_aberto;4;14;450,0
7;ceu_aberto;5;27;600,0
7;ceu_aberto;6;33;499,7
8;ceu_aberto;1;7;100,0
8;ceu_aberto;2;22;500,0
8;ceu_aberto;3;2;150,0
8;ceu_aberto;4;27;400,0
8;ceu_aberto;5;25;750,0
8;ceu_aberto;6;3;200,0
8;ceu_aberto;7;11;199,7
9;parcialmente_nublado;1;15;550,0
9;parcialmente_nublado;2;25;650,0
9;parcialmente_nublado;3;15;250,0
9;parcialmente_nublado;4;18;350,0
9;parcialmente_nublado;5;5;450,0
9;parcialmente_nublado;6;26;49,7
10;parcialmente_nublado;1;12;600,0
10;parcialmente_nublado;2;17;650,0
10;parcialmente_nublado;3;5;150,0
10;parcialmente_nublado;4;31;450,0
10;parcialmente_nublado;5;16;200,0
10;parcialmente_nublado;6;19;249,7
11;parcialmente_nublado;1;26;200,0
11;parcialmente_nublado;2;3;850,0
11;parcialmente_nublado;3;32;950,0
11;parcialmente_nublado;4;32;250,0
11;parcialmente_nublado;5;1;49,7
12;ceu_aberto;1;31;550,0
12;ceu_aberto;2;32;50,0
12;ceu_aberto;3;19;350,0
12;ceu_aberto;4;24;650,0
12;ceu_aberto;5;20;150,0
12;ceu_aberto;6;14;549,7
13;ceu_aberto;1;4;450,0
