id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;ceu_aberto;5;1500,0;5;842,74;15;10;1;1;0;110
2;nublado;5;1600,0;5;935,36;8;2;2;1;0;110
3;parcialmente_nublado;5;1945,9;5;680,64;8;7;1;1;0;110
4;ceu_aberto;5;1945,9;5;668,94;8;8;1;1;0;110
5;ceu_aberto;5;1650,0;5;880,44;8;8;2;1;0;110
6;parcialmente_nublado;4;1945,9;5;541,4399999999999;7;6;1;1;0;110
7;nublado;5;1500,0;5;590,11;8;7;1;1;0;110
8;ceu_aberto;5;1945,9;5;695,4300000000001;21;20;1;1;0;110
9;parcialmente_nublado;5;1945,9;5;585,25;8;8;1;1;0;110
10;parcialmente_nublado;5;1945,9;5;621,68;8;7;1;1;0;110
11;nublado;3;1945,9;5;681,93;8;4;1;1;0;110
12;ceu_aberto;5;1945,9;5;845,28;8;7;2;1;0;110
13;parcialmente_nublado;5;1945,9;5;851,1700000000001;23;14;1;1;0;110
14;ceu_aberto;4;1945,9;5;730,32;16;19;1;1;0;110
15;parcialmente_nublado;5;1600,0;5;784,6400000000001;21;8;2;1;0;110
16;nublado;4;1945,9;5;837,9599999999999;8;1;1;1;0;110
17;parcialmente_nublado;5;1500,0;5;829,24;8;8;1;1;0;110
18;ceu_aberto;5;1700,0;5;745,59;8;8;1;1;0;110
19;parcialmente_nublado;5;1700,0;5;652,1899999999999;8;7;1;1;0;110
20;ceu_aberto;5;1050,0;5;931,23;5;1;7;1;0;110
21;ceu_aberto;5;1600,0;5;751,93;16;8;1;1;0;110
22;ceu_aberto;5;1650,0;5;528,58;8;8;1;1;0;110
23;parcialmente_nublado;5;1945,9;5;726,4200000000001;8;8;1;1;0;110
24;ceu_aberto;4;1945,9;5;827,8499999999999;23;25;1;1;0;110
25;ceu_aberto;4;1945,9;5;649,99;8;7;1;1;0;110
26;nublado;5;1945,9;5;804,8;8;1;2;1;0;110
27;ceu_aberto;5;1850,0;5;769,38;7;7;1;1;0;110
28;parcialmente_nublado;3;1945,9;5;834,3;8;2;1;1;0;110
29;ceu_aberto;5;1450,0;5;803,4799999999999;8;8;1;1;0;110
30;parcialmente_nublado;5;1800,0;5;712,8199999999999;22;20;1;1;0;110
31;nublado;5;1800,0;5;833,6999999999999;9;7;1;1;0;110
32;nublado;5;1600,0;5;680,0500000000001;7;1;1;1;0;110
33;nublado;5;1945,9;5;887,15;8;5;1;1;0;110
34;ceu_aberto;3;1945,9;5;711,0;8;9;1;1;0;110
35;nublado;5;1945,9;5;730,29;8;7;1;1;0;110
36;parcialmente_nublado;5;1450,0;5;794,0400000000001;8;7;2;1;0;110
37;ceu_aberto;5;1400,0;5;759,78;7;7;1;1;0;110
38;parcialmente_nublado;4;1945,9;5;642,23;27;25;1;1;0;110
39;nublado;4;1945,9;5;547,48;8;7;1;1;0;110
40;nublado;5;1800,0;5;843,69;8;7;1;1;0;110
41;parcialmente_nublado;5;1150,0;5;746,91;7;2;1;1;0;110
42;ceu_aberto;5;1450,0;5;717,62;5;2;1;1;0;110
43;parcialmente_nublado;5;1945,9;5;913,1099999999999;22;21;2;1;0;110
44;nublado;5;1945,9;5;652,6300000000001;7;2;1;1;0;110
45;nublado;5;1945,9;5;601,19;9;7;1;1;0;110
46;ceu_aberto;5;1350,0;5;625,02;2;2;1;1;0;110
47;ceu_aberto;5;1750,0;5;795,75;26;25;2;1;0;110
48;ceu_aberto;4;1945,9;5;526,04;27;26;1;1;0;110
49;ceu_aberto;5;1945,9;5;719,7800000000001;22;18;1;1;0;110
50;nublado;5;1750,0;5;689,37;8;2;1;1;0;110
