id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;parcialmente_nublado;1;33;400,0
1;parcialmente_nublado;2;1;500,0
1;parcialmente_nublado;3;26;300,0
1;parcialmente_nublado;4;2;100,0
1;parcialmente_nublado;5;33;750,0
1;parcialmente_nublado;6;1;300,0
1;parcialmente_nublado;7;13;300,0
1;parcialmente_nublado;8;19;350,0
1;parcialmente_nublado;9;15;200,0
1;parcialmente_nublado;10;3;100,0
1;parcialmente_nublado;11;29;61,1
2;nublado;1;20;500,0
2;nublado;2;10;650,0
2;nublado;3;6;300,0
2;nublado;4;19;950,0
2;nublado;5;26;400,0
2;nublado;6;11;350,0
2;nublado;7;29;211,1
3;nublado;1;24;250,0
3;nublado;2;15;600,0
3;nublado;3;3;450,0
3;nublado;4;12;300,0
3;nublado;5;13;1000,0
3;nublado;6;26;700,0
3;nublado;7;12;61,1
4;parcialmente_nublado;1;2;100,0
4;parcialmente_nublado;2;19;500,0
4;parcialmente_nublado;3;30;350,0
4;parcialmente_nublado;4;29;150,0
4;parcialmente_nublado;5;30;500,0
4;parcialmente_nublado;6;14;850,0
4;parcialmente_nublado;7;13;400,0
4;parcialmente_nublado;8;23;300,0
4;parcialmente_nublado;9;31;150,0
4;parcialmente_nublado;10;32;61,1
5;ceu_aberto;1;32;650,0
5;ceu_aberto;2;1;150,0
5;ceu_aberto;3;26;800,0
5;ceu_aberto;4;33;50,0
5;ceu_aberto;5;20;100,0
5;ceu_aberto;6;31;200,0
5;ceu_aberto;7;12;400,0
5;ceu_aberto;8;33;600,0
5;ceu_aberto;9;8;411,1
6;nublado;1;9;350,0
6;nublado;2;6;50,0
6;nublado;3;25;400,0
6;nublado;4;30;100,0
6;nublado;5;24;200,0
6;nublado;6;3;200,0
6;nublado;7;33;50,0
6;nublado;8;19;100,0
6;nublado;9;22;100,0
6;nublado;10;9;200,0
6;nublado;11;7;250,0
6;nublado;12;34;250,0
6;nublado;13;28;850,0
6;nublado;14;2;261,1
7;ceu_aberto;1;3;650,0
7;ceu_aberto;2;17;500,0
7;ceu_aberto;3;29;500,0
7;ceu_aberto;4;18;650,0
7;ceu_aberto;5;14;250,0
7;ceu_aberto;6;3;600,0
7;ceu_aberto;7;30;200,0
7;ceu_aberto;8;14;11,1
8;parcialmente_nublado;1;16;650,0
8;parcialmente_nublado;2;5;700,0
8;parcialmente_nublado;3;1;200,0
8;parcialmente_nublado;4;21;650,0
8;parcialmente_nublado;5;4;350,0
8;parcialmente_nublado;6;32;300,0
8;parcialmente_nublado;7;23;511,1
9;ceu_aberto;1;32;900,0
9;ceu_aberto;2;5;250,0
9;ceu_aberto;3;9;400,0
9;ceu_aberto;4;8;400,0
9;ceu_aberto;5;12;650,0
9;ceu_aberto;6;19;761,1
10;ceu_aberto;1;4;550,0
10;ceu_aberto;2;31;550,0
10;ceu_aberto;3;5;600,0
10;ceu_aberto;4;3;250,0
10;ceu_aberto;5;15;200,0
10;ceu_aberto;6;12;500,0
10;ceu_aberto;7;32;200,0
10;ceu_aberto;8;25;450,0
10;ceu_aberto;9;24;61,1
11;ceu_aberto;1;21;700,0
11;ceu_aberto;2;14;350,0
11;ceu_aberto;3;11;400,0
11;ceu_aberto;4;18;100,0
11;ceu_aberto;5;23;150,0
11;ceu_aberto;6;24;150,0
11;ceu_aberto;7;34;500,0
11;ceu_aberto;8;19;50,0
11;ceu_aberto;9;24;350,0
11;ceu_aberto;10;6;350,0
11;ceu_aberto;11;29;261,1
12;parcialmente_nublado;1;11;450,0
12;parcialmente_nublado;2;12;200,0
12;parcialmente_nublado;3;17;550,0
12;parcialmente_nublado;4;14;350,0
12;parcialmente_nublado;5;14;950,0
12;parcialmente_nublado;6;9;600,0
12;parcialmente_nublado;7;22;100,0
12;parcialmente_nublado;8;11;161,1
13;ceu_aberto;1;25;250,0
13;ceu_aberto;2;4;100,0
13;ceu_aberto;3;28;350,0
13;ceu_aberto;4;20;600,0
13;ceu_aberto;5;31;200,0
13;ceu_aberto;6;13;550,0
13;ceu_aberto;7;8;650,0
13;ceu_aberto;8;6;250,0
13;ceu_aberto;9;20;150,0
13;ceu_aberto;10;19;261,1
14;ceu_aberto;1;21;800,0
14;ceu_aberto;2;32;1000,0
14;ceu_aberto;3;34;650,0
14;ceu_aberto;4;29;250,0
14;ceu_aberto;5;21;250,0
14;ceu_aberto;6;3;200,0
14;ceu_aberto;7;26;211,1
15;nublado;1;24;150,0
15;nublado;2;18;50,0
15;nublado;3;25;150,0
15;nublado;4;4;250,0
15;nublado;5;9;150,0
15;nublado;6;6;600,0
15;nublado;7;6;300,0
15;nublado;8;32;400,0
15;nublado;9;30;200,0
15;nublado;10;26;100,0
15;nublado;11;6;300,0
15;nublado;12;18;100,0
15;nublado;13;28;250,0
15;nublado;14;16;100,0
15;nublado;15;33;150,0
15;nublado;16;34;111,1
16;parcialmente_nublado;1;15;450,0
16;parcialmente_nublado;2;26;700,0
16;parcialmente_nublado;3;1;350,0
16;parcialmente_nublado;4;10;850,0
16;parcialmente_nublado;5;31;350,0
16;parcialmente_nublado;6;10;661,1
17;parcialmente_nublado;1;5;250,0
17;parcialmente_nublado;2;21;250,0
