id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;850;165,41;270,53;1,636
1;parcialmente_nublado;802;157,07;290,82;1,852
1;parcialmente_nublado;816;162,08;129,66;0,8
1;parcialmente_nublado;852;137,69;352,67;2,561
1;parcialmente_nublado;820;177,05;175,86;0,993
1;parcialmente_nublado;818;212,58;237,64;1,118
1;parcialmente_nublado;848;237,89;179,0;0,752
1;parcialmente_nublado;890;59,34;136,28;2,297
1;parcialmente_nublado;860;159,17;297,47;1,869
1;parcialmente_nublado;810;194,44;441,32;2,27
1;parcialmente_nublado;836;108,42;166,09;1,532
1;parcialmente_nublado;846;63,75;282,66;4,434
1;parcialmente_nublado;812;126,47;273,36;2,161
1;parcialmente_nublado;834;212,72;385,53;1,812
1;parcialmente_nublado;862;111,17;382,99;3,445
1;parcialmente_nublado;830;120,84;128,76;1,066
1;parcialmente_nublado;888;140,48;172,48;1,228
1;parcialmente_nublado;856;75,59;394,36;5,217
1;parcialmente_nublado;858;168,18;450,19;2,677
1;parcialmente_nublado;854;227,69;170,9;0,751
1;parcialmente_nublado;838;143,18;360,79;2,52
1;parcialmente_nublado;822;56,84;261,11;4,594
1;parcialmente_nublado;824;195,78;320,51;1,637
1;parcialmente_nublado;844;58,04;244,21;4,208
1;parcialmente_nublado;842;106,89;167,58;1,568
1;parcialmente_nublado;800;226,65;255,86;1,129
1;parcialmente_nublado;832;66,75;225,31;3,375
1;parcialmente_nublado;828;95,36;178,6;1,873
1;parcialmente_nublado;808;241,29;360,34;1,493
1;parcialmente_nublado;826;63,52;327,3;5,153
1;parcialmente_nublado;814;145,71;317,77;2,181
1;parcialmente_nublado;806;245,85;354,74;1,443
2;parcialmente_nublado;854;174,08;254,34;1,461
2;parcialmente_nublado;810;113,99;254,94;2,237
2;parcialmente_nublado;890;85,74;465,87;5,434
2;parcialmente_nublado;836;244,64;269,79;1,103
2;parcialmente_nublado;856;135,56;454,24;3,351
2;parcialmente_nublado;838;184,86;269,29;1,457
2;parcialmente_nublado;816;80,69;194,79;2,414
2;parcialmente_nublado;858;138,96;292,84;2,107
2;parcialmente_nublado;826;176,99;183,67;1,038
2;parcialmente_nublado;860;232,9;326,33;1,401
2;parcialmente_nublado;818;177,66;240,95;1,356
2;parcialmente_nublado;824;123,15;243,4;1,976
2;parcialmente_nublado;802;76,23;108,34;1,421
2;parcialmente_nublado;822;87,89;481,88;5,483
2;parcialmente_nublado;862;64,86;251,48;3,877
2;parcialmente_nublado;806;135,58;295,55;2,18
2;parcialmente_nublado;828;189,51;492,71;2,6
2;parcialmente_nublado;812;235,63;402,07;1,706
2;parcialmente_nublado;844;55,82;309,71;5,548
2;parcialmente_nublado;850;89,45;340,33;3,805
2;parcialmente_nublado;800;141,79;239,13;1,687
2;parcialmente_nublado;848;152,9;339,46;2,22
2;parcialmente_nublado;832;93,98;204,91;2,18
2;parcialmente_nublado;834;144,41;338,16;2,342
2;parcialmente_nublado;888;193,19;496,28;2,569
2;parcialmente_nublado;814;238,04;456,97;1,92
2;parcialmente_nublado;808;121,87;304,98;2,503
2;parcialmente_nublado;842;206,26;166,77;0,809
2;parcialmente_nublado;852;233,32;117,07;0,502
2;parcialmente_nublado;820;127,08;401,51;3,16
2;parcialmente_nublado;846;50,06;493,82;9,865
2;parcialmente_nublado;830;146,79;471,6;3,213
3;parcialmente_nublado;852;118,22;162,01;1,37
3;parcialmente_nublado;860;83,27;222,69;2,674
3;parcialmente_nublado;846;147,02;410,59;2,793
3;parcialmente_nublado;820;119,36;493,17;4,132
3;parcialmente_nublado;812;212,05;426,29;2,01
3;parcialmente_nublado;834;111,24;436,89;3,927
3;parcialmente_nublado;814;99,01;304,55;3,076
3;parcialmente_nublado;848;201,92;427,39;2,117
3;parcialmente_nublado;830;156,73;182,69;1,166
3;parcialmente_nublado;822;208,13;444,07;2,134
3;parcialmente_nublado;810;171,06;354,11;2,07
3;parcialmente_nublado;838;229,28;142,51;0,622
3;parcialmente_nublado;842;128,9;249,45;1,935
3;parcialmente_nublado;858;235,04;493,92;2,101
3;parcialmente_nublado;832;106,24;216,19;2,035
3;parcialmente_nublado;802;91,37;220,13;2,409
3;parcialmente_nublado;836;162,8;340,73;2,093
3;parcialmente_nublado;824;84,83;123,17;1,452
3;parcialmente_nublado;854;55,0;429,65;7,812
3;parcialmente_nublado;818;220,54;411,37;1,865
3;parcialmente_nublado;850;165,24;382,67;2,316
3;parcialmente_nublado;800;148,08;188,9;1,276
3;parcialmente_nublado;844;238,73;355,0;1,487
3;parcialmente_nublado;856;93,23;253,23;2,716
3;parcialmente_nublado;828;125,39;325,45;2,596
3;parcialmente_nublado;806;183,42;309,85;1,689
3;parcialmente_nublado;890;153,56;411,61;2,68
3;parcialmente_nublado;816;121,85;185,79;1,525
3;parcialmente_nublado;888;202,51;335,59;1,657
3;parcialmente_nublado;826;102,28;239,17;2,338
3;parcialmente_nublado;862;168,04;417,24;2,483
3;parcialmente_nublado;808;93,61;329,11;3,516
4;ceu_aberto;814;195,47;103,51;0,53
4;ceu_aberto;830;216,09;393,16;1,819
4;ceu_aberto;856;190,48;337,98;1,774
4;ceu_aberto;822;204,62;199,29;0,974
4;ceu_aberto;858;76,98;103,57;1,345
4;ceu_aberto;834;216,02;231,39;1,071
4;ceu_aberto;810;216,19;203,36;0,941
4;ceu_aberto;848;187,05;491,25;2,626
4;ceu_aberto;802;123,94;450,89;3,638
4;ceu_aberto;860;114,81;359,39;3,13
4;ceu_aberto;838;224,91;418,19;1,859
4;ceu_aberto;890;201,12;166,8;0,829
4;ceu_aberto;852;147,05;477,5;3,247
4;ceu_aberto;816;95,16;356,59;3,747
4;ceu_aberto;850;131,84;212,98;1,615
4;ceu_aberto;844;154,65;365,93;2,366
4;ceu_aberto;812;124,18;439,57;3,54
4;ceu_aberto;806;109,93;362,94;3,302
4;ceu_aberto;836;153,89;422,55;2,746
4;ceu_aberto;808;93,88;369,63;3,937
4;ceu_aberto;888;164,67;189,5;1,151
4;ceu_aberto;828;232,9;334,2;1,435
4;ceu_aberto;824;59,42;170,47;2,869
4;ceu_aberto;854;168,72;308,86;1,831
4;ceu_aberto;820;165,76;228,8;1,38
4;ceu_aberto;862;76,53;442,49;5,782
4;ceu_aberto;842;240,83;309,77;1,286
4;ceu_aberto;846;200,27;318,44;1,59
4;ceu_aberto;826;152,02;435,94;2,868
4;ceu_aberto;818;240,34;178,54;0,743
4;ceu_aberto;800;63,3;391,41;6,183
4;ceu_aberto;832;122,83;265,48;2,161
5;parcialmente_nublado;810;138,13;356,91;2,584
5;parcialmente_nublado;812;74,64;119,17;1,597
5;parcialmente_nublado;802;134,07;361,37;2,695
5;parcialmente_nublado;822;202,32;102,78;0,508
5;parcialmente_nublado;842;115,89;488,12;4,212
5;parcialmente_nublado;854;107,49;281,18;2,616
5;parcialmente_nublado;818;113,92;326,91;2,87
5;parcialmente_nublado;848;218,85;257,87;1,178
5;parcialmente_nublado;856;84,2;480,73;5,709
5;parcialmente_nublado;862;143,28;245,86;1,716
5;parcialmente_nublado;830;246,5;332,77;1,35
5;parcialmente_nublado;888;138,76;492,65;3,55
5;parcialmente_nublado;800;130,19;330,15;2,536
5;parcialmente_nublado;816;110,41;116,92;1,059
5;parcialmente_nublado;852;168,07;468,93;2,79
5;parcialmente_nublado;890;184,84;232,0;1,255
5;parcialmente_nublado;806;75,43;121,47;1,61
5;parcialmente_nublado;832;202,4;265,31;1,311
5;parcialmente_nublado;850;228,68;277,22;1,212
5;parcialmente_nublado;820;112,05;219,71;1,961
5;parcialmente_nublado;838;182,14;301,63;1,656
5;parcialmente_nublado;814;206,14;279,99;1,358
5;parcialmente_nublado;860;213,33;474,01;2,222
5;parcialmente_nublado;834;142,89;400,09;2,8
5;parcialmente_nublado;836;69,61;141,14;2,028
5;parcialmente_nublado;826;58,9;399,65;6,785
5;parcialmente_nublado;846;61,09;262,7;4,3
5;parcialmente_nublado;828;164,77;396,63;2,407
5;parcialmente_nublado;808;175,68;179,86;1,024
5;parcialmente_nublado;824;161,89;318,1;1,965
5;parcialmente_nublado;844;141,47;369,4;2,611
5;parcialmente_nublado;858;61,19;496,51;8,114
6;nublado;838;249,91;179,53;0,718
6;nublado;830;180,12;234,34;1,301
6;nublado;824;166,43;225,05;1,352
6;nublado;856;92,48;460,46;4,979
6;nublado;820;208,86;186,23;0,892
6;nublado;888;164,55;307,84;1,871
6;nublado;860;106,84;446,08;4,175
6;nublado;858;113,81;474,68;4,171
6;nublado;848;159,05;187,07;1,176
6;nublado;828;146,18;452,89;3,098
6;nublado;862;71,93;326,43;4,538
6;nublado;802;180,53;409,25;2,267
6;nublado;816;135,41;269,0;1,987
6;nublado;808;51,7;470,5;9,101
6;nublado;832;174,54;126,87;0,727
6;nublado;890;206,62;305,07;1,476
6;nublado;846;102,46;469,55;4,583
6;nublado;810;208,39;325,63;1,563
6;nublado;844;132,69;300,46;2,264
6;nublado;834;102,58;364,05;3,549
6;nublado;800;122,91;431,89;3,514
6;nublado;812;158,11;241,64;1,528
6;nublado;826;223,49;279,67;1,251
6;nublado;842;81,22;497,68;6,128
6;nublado;852;124,91;117,09;0,937
6;nublado;850;73,37;167,23;2,279
6;nublado;822;80,26;477,89;5,954
6;nublado;854;181,35;321,89;1,775
6;nublado;806;66,5;312,57;4,7
6;nublado;814;130,59;348,07;2,665
6;nublado;836;131,15;415,31;3,167
6;nublado;818;68,33;320,34;4,688
7;parcialmente_nublado;808;197,56;150,61;0,762
7;parcialmente_nublado;820;189,52;301,96;1,593
7;parcialmente_nublado;812;109,2;330,8;3,029
7;parcialmente_nublado;822;204,8;324,08;1,582
7;parcialmente_nublado;806;95,3;211,46;2,219
7;parcialmente_nublado;858;160,22;328,44;2,05
7;parcialmente_nublado;848;247,87;216,88;0,875
7;parcialmente_nublado;890;79,81;100,21;1,256
7;parcialmente_nublado;814;203,34;289,2;1,422
7;parcialmente_nublado;834;111,92;401,88;3,591
7;parcialmente_nublado;800;194,46;225,52;1,16
7;parcialmente_nublado;830;62,16;238,01;3,829
7;parcialmente_nublado;856;83,35;212,19;2,546
7;parcialmente_nublado;838;100,98;161,98;1,604
7;parcialmente_nublado;836;174,88;448,13;2,562
7;parcialmente_nublado;832;75,24;137,09;1,822
7;parcialmente_nublado;828;99,85;158,26;1,585
7;parcialmente_nublado;842;210,98;295,33;1,4
7;parcialmente_nublado;852;120,81;271,68;2,249
7;parcialmente_nublado;802;106,74;342,57;3,209
7;parcialmente_nublado;862;221,08;421,13;1,905
7;parcialmente_nublado;846;213,11;272,43;1,278
7;parcialmente_nublado;854;55,44;320,39;5,779
7;parcialmente_nublado;816;228,16;314,26;1,377
7;parcialmente_nublado;826;246,05;265,88;1,081
7;parcialmente_nublado;818;207,04;203,29;0,982
7;parcialmente_nublado;824;70,48;181,95;2,582
7;parcialmente_nublado;844;69,16;329,05;4,758
7;parcialmente_nublado;888;131,54;285,52;2,171
7;parcialmente_nublado;810;101,54;421,26;4,149
7;parcialmente_nublado;850;201,91;410,78;2,034
7;parcialmente_nublado;860;179,71;268,7;1,495
8;parcialmente_nublado;832;195,04;459,3;2,355
8;parcialmente_nublado;890;61,7;469,06;7,602
8;parcialmente_nublado;802;185,55;363,72;1,96
8;parcialmente_nublado;830;59,17;408,42;6,902
8;parcialmente_nublado;828;167,04;313,93;1,879
8;parcialmente_nublado;834;227,89;361,62;1,587
8;parcialmente_nublado;852;209,37;262,35;1,253
8;parcialmente_nublado;854;189,66;197,51;1,041
8;parcialmente_nublado;860;244,85;103,38;0,422
8;parcialmente_nublado;888;87,45;334,95;3,83
8;parcialmente_nublado;806;119,92;122,49;1,021
8;parcialmente_nublado;824;112,35;404,65;3,602
8;parcialmente_nublado;826;230,45;471,64;2,047
8;parcialmente_nublado;838;68,83;118,38;1,72
8;parcialmente_nublado;818;132,74;285,53;2,151
8;parcialmente_nublado;836;122,75;453,11;3,691
8;parcialmente_nublado;842;64,37;448,02;6,96
8;parcialmente_nublado;820;81,57;147,18;1,804
8;parcialmente_nublado;812;97,11;438,0;4,51
8;parcialmente_nublado;822;143,63;499,24;3,476
8;parcialmente_nublado;858;221,52;453,27;2,046
8;parcialmente_nublado;814;212,1;290,56;1,37
8;parcialmente_nublado;808;74,26;443,48;5,972
8;parcialmente_nublado;850;236,33;404,29;1,711
8;parcialmente_nublado;856;142,72;423,16;2,965
8;parcialmente_nublado;800;113,0;412,06;3,647
8;parcialmente_nublado;810;186,63;363,84;1,95
8;parcialmente_nublado;844;241,92;480,8;1,987
8;parcialmente_nublado;862;137,16;125,76;0,917
8;parcialmente_nublado;816;239,35;113,3;0,473
8;parcialmente_nublado;846;121,52;139,02;1,144
8;parcialmente_nublado;848;144,65;495,49;3,425
9;nublado;842;223,25;237,63;1,064
9;nublado;852;189,81;217,64;1,147
9;nublado;860;151,63;326,01;2,15
9;nublado;890;190,13;353,45;1,859
9;nublado;844;142,14;266,74;1,877
9;nublado;818;152,79;247,8;1,622
9;nublado;856;83,61;492,89;5,895
9;nublado;838;55,16;335,32;6,079
9;nublado;802;243,77;249,37;1,023
9;nublado;846;202,06;114,06;0,564
9;nublado;820;60,64;445,45;7,346
9;nublado;858;193,16;399,0;2,066
9;nublado;822;145,36;473,49;3,257
9;nublado;808;204,18;337,85;1,655
9;nublado;810;98,28;338,48;3,444
9;nublado;888;170,68;403,89;2,366
