id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;1;28;162,03;121,59;0,75
1;parcialmente_nublado;2;15;150,21;378,89;2,522
1;parcialmente_nublado;3;13;78,03;215,51;2,762
1;parcialmente_nublado;4;30;171,45;228,72;1,334
1;parcialmente_nublado;5;7;59,38;420,16;7,076
1;parcialmente_nublado;6;15;72,46;491,85;6,788
1;parcialmente_nublado;7;34;224,45;161,04;0,717
1;parcialmente_nublado;8;34;222,31;358,28;1,612
1;parcialmente_nublado;9;27;89,7;493,3;5,499
1;parcialmente_nublado;10;33;59,13;271,22;4,587
1;parcialmente_nublado;11;20;176,9;198,29;1,121
1;parcialmente_nublado;12;28;206,87;111,16;0,537
1;parcialmente_nublado;13;33;86,36;333,84;3,866
1;parcialmente_nublado;14;5;212,43;407,75;1,919
1;parcialmente_nublado;15;2;203,4;279,97;1,376
1;parcialmente_nublado;16;32;66,49;223,32;3,359
1;parcialmente_nublado;17;21;171,35;124,52;0,727
1;parcialmente_nublado;18;28;232,79;410,77;1,765
1;parcialmente_nublado;19;22;158,74;269,45;1,697
1;parcialmente_nublado;20;21;134,86;204,57;1,517
1;parcialmente_nublado;21;29;66,48;339,17;5,102
1;parcialmente_nublado;22;34;161,92;278,28;1,719
1;parcialmente_nublado;23;8;227,91;347,24;1,524
1;parcialmente_nublado;24;29;223,81;168,02;0,751
1;parcialmente_nublado;25;21;117,9;284,96;2,417
1;parcialmente_nublado;26;21;89,89;325,6;3,622
1;parcialmente_nublado;27;11;153,38;253,16;1,651
1;parcialmente_nublado;28;19;231,54;314,28;1,357
1;parcialmente_nublado;29;22;101,12;141,96;1,404
1;parcialmente_nublado;30;5;94,79;202,69;2,138
1;parcialmente_nublado;31;33;88,09;350,79;3,982
1;parcialmente_nublado;32;16;117,16;199,81;1,705
1;parcialmente_nublado;33;26;221,91;401,4;1,809
1;parcialmente_nublado;34;25;235,0;138,27;0,588
1;parcialmente_nublado;35;31;127,97;193,14;1,509
1;parcialmente_nublado;36;31;117,61;412,97;3,511
1;parcialmente_nublado;37;29;178,26;304,97;1,711
1;parcialmente_nublado;38;34;186,43;251,61;1,35
2;nublado;1;21;79,39;278,45;3,507
2;nublado;2;4;175,96;123,72;0,703
2;nublado;3;20;165,36;146,97;0,889
2;nublado;4;15;200,42;408,7;2,039
2;nublado;5;4;200,54;283,74;1,415
2;nublado;6;9;111,64;496,91;4,451
2;nublado;7;3;102,19;250,98;2,456
2;nublado;8;28;156,64;425,21;2,715
2;nublado;9;23;65,78;209,38;3,183
2;nublado;10;28;101,89;333,35;3,272
2;nublado;11;5;176,97;292,12;1,651
2;nublado;12;8;175,36;154,82;0,883
2;nublado;13;2;85,76;233,86;2,727
2;nublado;14;29;152,7;337,3;2,209
2;nublado;15;29;187,44;221,16;1,18
2;nublado;16;7;197,28;138,21;0,701
2;nublado;17;5;227,07;275,18;1,212
2;nublado;18;7;146,35;188,22;1,286
2;nublado;19;29;229,99;197,76;0,86
2;nublado;20;17;223,28;323,83;1,45
2;nublado;21;27;186,16;370,1;1,988
2;nublado;22;21;225,23;423,52;1,88
2;nublado;23;30;172,1;402,53;2,339
2;nublado;24;16;216,69;436,52;2,014
2;nublado;25;3;207,6;159,36;0,768
2;nublado;26;1;217,01;332,6;1,533
2;nublado;27;17;198,79;448,67;2,257
2;nublado;28;6;168,95;134,19;0,794
2;nublado;29;12;200,8;381,31;1,899
2;nublado;30;9;188,78;482,4;2,555
2;nublado;31;33;181,38;374,39;2,064
2;nublado;32;2;194,4;159,92;0,823
2;nublado;33;15;219,72;421,37;1,918
2;nublado;34;15;55,21;175,06;3,171
2;nublado;35;27;137,34;471,44;3,433
2;nublado;36;29;238,33;220,21;0,924
2;nublado;37;32;239,94;419,41;1,748
2;nublado;38;4;139,39;243,29;1,745
3;nublado;1;24;202,06;437,4;2,165
3;nublado;2;19;113,64;448,98;3,951
3;nublado;3;21;84,93;259,59;3,057
3;nublado;4;20;216,9;266,97;1,231
3;nublado;5;1;149,84;151,65;1,012
3;nublado;6;12;151,79;100,94;0,665
3;nublado;7;17;209,47;275,51;1,315
3;nublado;8;5;151,14;138,54;0,917
3;nublado;9;6;189,99;170,8;0,899
3;nublado;10;11;83,41;327,23;3,923
3;nublado;11;24;161,0;298,67;1,855
3;nublado;12;27;80,22;151,96;1,894
3;nublado;13;20;146,46;274,83;1,876
3;nublado;14;7;130,03;496,03;3,815
3;nublado;15;3;214,28;222,81;1,04
3;nublado;16;4;138,79;229,06;1,65
3;nublado;17;6;194,76;325,68;1,672
3;nublado;18;29;87,94;126,23;1,435
3;nublado;19;33;186,52;215,81;1,157
3;nublado;20;7;175,37;231,7;1,321
3;nublado;21;11;114,98;434,85;3,782
3;nublado;22;22;243,66;452,43;1,857
3;nublado;23;13;232,41;411,56;1,771
3;nublado;24;31;194,29;124,02;0,638
3;nublado;25;17;102,47;186,7;1,822
3;nublado;26;13;168,57;175,66;1,042
3;nublado;27;27;116,1;317,88;2,738
3;nublado;28;32;186,93;299,28;1,601
3;nublado;29;28;143,73;491,23;3,418
3;nublado;30;26;182,66;488,03;2,672
3;nublado;31;19;249,48;436,95;1,751
3;nublado;32;8;142,68;384,22;2,693
3;nublado;33;34;152,07;275,16;1,809
3;nublado;34;22;113,16;400,8;3,542
3;nublado;35;12;244,73;160,73;0,657
3;nublado;36;28;54,88;104,93;1,912
3;nublado;37;3;176,25;428,62;2,432
3;nublado;38;20;182,9;246,57;1,348
4;parcialmente_nublado;1;4;165,14;380,03;2,301
4;parcialmente_nublado;2;30;207,72;298,38;1,436
4;parcialmente_nublado;3;32;203,47;355,48;1,747
4;parcialmente_nublado;4;1;217,79;181,75;0,835
4;parcialmente_nublado;5;27;215,81;197,8;0,917
4;parcialmente_nublado;6;3;62,82;288,41;4,591
4;parcialmente_nublado;7;28;188,92;482,08;2,552
4;parcialmente_nublado;8;26;240,16;167,03;0,695
4;parcialmente_nublado;9;16;160,93;276,84;1,72
4;parcialmente_nublado;10;2;129,12;149,41;1,157
4;parcialmente_nublado;11;28;134,38;460,28;3,425
4;parcialmente_nublado;12;11;195,81;190,98;0,975
