id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;parcialmente_nublado;0,0009;0,001;0,0012;0,0009;0,0008;0,004;0,0506;0,2283;0,4692;0,5286;0,8194;0,9303;0,7294;0,7481;0,498;0,3485;0,1983;0,0566;0,0056;0,0006;0,0007;0,0005;0,0003;0,0004
2;parcialmente_nublado;0,0012;0,0008;0,001;0,0011;0,0009;0,004;0,056;0,1737;0,3573;0,5352;0,7799;0,9227;0,8552;0,879;0,6531;0,3551;0,1924;0,0496;0,0055;0,0008;0,0006;0,0004;0,0004;0,0004
3;parcialmente_nublado;0,001;0,0008;0,0012;0,0013;0,0008;0,0047;0,0576;0,1879;0,391;0,5621;0,7561;1,0;0,9007;0,7612;0,5439;0,3819;0,1876;0,0533;0,006;0,0007;0,0006;0,0003;0,0004;0,0004
4;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0365;0,1898;0,5073;0,7637;0,859;1,0;1,0;0,7156;0,7453;0,4574;0,2055;0,0484;0,0023;0,0003;0,0;0,0;0,0;0,0001
5;parcialmente_nublado;0,0008;0,0008;0,001;0,0011;0,0008;0,0038;0,0528;0,1886;0,3821;0,6016;0,8062;0,9106;0,9584;0,6885;0,6688;0,3724;0,1856;0,0592;0,0052;0,001;0,0007;0,0005;0,0004;0,0004
6;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0104;0,0925;0,2373;0,3967;0,4578;0,6319;0,7219;0,6016;0,48;0,5087;0,3355;0,2066;0,0561;0,0042;0,0;0,0002;0,0019;0,0017;0,0017
7;parcialmente_nublado;0,001;0,0008;0,0011;0,001;0,0008;0,0051;0,0496;0,187;0,3164;0,6755;0,7865;0,7315;0,7714;0,8319;0,6624;0,3445;0,1875;0,059;0,005;0,0007;0,0006;0,0004;0,0004;0,0004
8;parcialmente_nublado;0,001;0,0011;0,001;0,0012;0,0009;0,0045;0,0436;0,1853;0,4642;0,5921;0,7383;0,7286;0,8859;0,8943;0,7332;0,3396;0,1658;0,0504;0,0031;0,0007;0,0006;0,0004;0,0004;0,0004
9;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0116;0,0878;0,2129;0,4435;0,4716;0,454;0,8451;0,7899;0,6423;0,4666;0,2912;0,1748;0,0551;0,0037;0,0;0,0002;0,0017;0,0016;0,0018
10;parcialmente_nublado;0,0008;0,0009;0,0011;0,0011;0,0006;0,0049;0,0448;0,1641;0,4097;0,6439;0,6623;0,6997;0,8331;0,7904;0,5612;0,4393;0,1986;0,0597;0,0051;0,0007;0,0005;0,0003;0,0004;0,0004
11;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0449;0,2069;0,4637;0,6617;0,7914;0,8673;0,8299;0,9243;0,8216;0,4241;0,2066;0,0439;0,002;0,0003;0,0;0,0;0,0;0,0001
