id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;parcialmente_nublado;190,0;11;4180,0;32
2;parcialmente_nublado;190,0;14;4180,0;32
3;parcialmente_nublado;190,0;13;4180,0;32
4;ceu_aberto;190,0;11;4180,0;32
5;parcialmente_nublado;190,0;11;4180,0;32
6;nublado;190,0;13;4180,0;32
7;parcialmente_nublado;190,0;8;4180,0;32
8;parcialmente_nublado;190,0;17;4180,0;32
9;nublado;190,0;10;4180,0;32
10;parcialmente_nublado;190,0;11;4180,0;32
11;ceu_aberto;190,0;14;4180,0;32
12;parcialmente_nublado;190,0;15;4180,0;32
13;nublado;190,0;10;4180,0;32
14;ceu_aberto;190,0;10;4180,0;32
15;nublado;190,0;12;4180,0;32
16;nublado;190,0;10;4180,0;32
17;nublado;190,0;9;4180,0;32
18;ceu_aberto;190,0;13;4180,0;32
19;parcialmente_nublado;190,0;12;4180,0;32
20;parcialmente_nublado;190,0;13;4180,0;32
21;parcialmente_nublado;190,0;11;4180,0;32
22;parcialmente_nublado;190,0;12;4180,0;32
23;parcialmente_nublado;190,0;10;4180,0;32
24;nublado;190,0;10;4180,0;32
25;ceu_aberto;190,0;16;4180,0;32
26;parcialmente_nublado;190,0;13;4180,0;32
27;parcialmente_nublado;190,0;10;4180,0;32
28;parcialmente_nublado;190,0;13;4180,0;32
29;parcialmente_nublado;190,0;14;4180,0;32
30;nublado;190,0;10;4180,0;32
31;nublado;190,0;11;4180,0;32
32;ceu_aberto;190,0;12;4180,0;32
33;parcialmente_nublado;190,0;12;4180,0;32
34;parcialmente_nublado;190,0;14;4180,0;32
35;parcialmente_nublado;190,0;9;4180,0;32
36;ceu_aberto;190,0;10;4180,0;32
37;ceu_aberto;190,0;16;4180,0;32
38;parcialmente_nublado;190,0;11;4180,0;32
39;parcialmente_nublado;190,0;16;4180,0;32
40;nublado;190,0;17;4180,0;32
41;ceu_aberto;190,0;12;4180,0;32
42;parcialmente_nublado;190,0;8;4180,0;32
43;parcialmente_nublado;190,0;13;4180,0;32
44;parcialmente_nublado;190,0;11;4180,0;32
45;ceu_aberto;190,0;9;4180,0;32
46;nublado;190,0;12;4180,0;32
47;ceu_aberto;190,0;11;4180,0;32
48;parcialmente_nublado;190,0;11;4180,0;32
49;nublado;190,0;11;4180,0;32
50;nublado;190,0;8;4180,0;32
