id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;ceu_aberto;200,0;5;1400,0;5
2;nublado;200,0;5;2700,0;5
3;parcialmente_nublado;200,0;5;650,0;5
4;parcialmente_nublado;200,0;5;1350,0;5
5;ceu_aberto;200,0;5;1550,0;5
6;parcialmente_nublado;200,0;5;2150,0;5
7;nublado;200,0;5;2200,0;5
8;ceu_aberto;200,0;5;1600,0;5
9;parcialmente_nublado;200,0;5;3100,0;5
10;ceu_aberto;200,0;5;1400,0;5
11;nublado;200,0;5;2500,0;5
12;parcialmente_nublado;200,0;5;2600,0;5
13;nublado;200,0;5;2300,0;5
14;parcialmente_nublado;200,0;5;1850,0;5
15;ceu_aberto;200,0;5;2950,0;5
16;ceu_aberto;200,0;5;2600,0;5
17;nublado;200,0;5;1600,0;5
18;nublado;200,0;5;1700,0;5
19;parcialmente_nublado;200,0;5;1750,0;5
20;nublado;200,0;5;1750,0;5
21;nublado;200,0;5;2150,0;5
22;parcialmente_nublado;200,0;5;3100,0;5
23;ceu_aberto;200,0;5;2100,0;5
24;ceu_aberto;200,0;5;1550,0;5
25;nublado;200,0;5;1100,0;5
26;nublado;200,0;5;2100,0;5
27;parcialmente_nublado;200,0;5;2250,0;5
28;nublado;200,0;5;1400,0;5
29;ceu_aberto;200,0;5;2450,0;5
30;parcialmente_nublado;200,0;5;1150,0;5
31;ceu_aberto;200,0;5;2900,0;5
32;nublado;200,0;5;2300,0;5
33;parcialmente_nublado;200,0;5;800,0;5
34;ceu_aberto;200,0;5;1500,0;5
35;parcialmente_nublado;200,0;5;1900,0;5
36;ceu_aberto;200,0;5;2950,0;5
37;ceu_aberto;200,0;5;1750,0;5
38;parcialmente_nublado;200,0;5;1700,0;5
39;parcialmente_nublado;200,0;5;1650,0;5
40;nublado;200,0;5;1550,0;5
41;nublado;200,0;5;1350,0;5
42;ceu_aberto;200,0;5;2600,0;5
43;ceu_aberto;200,0;5;2550,0;5
44;nublado;200,0;5;1700,0;5
45;parcialmente_nublado;200,0;5;2450,0;5
46;ceu_aberto;200,0;5;2000,0;5
47;ceu_aberto;200,0;5;2200,0;5
48;parcialmente_nublado;200,0;5;1550,0;5
49;nublado;200,0;5;2550,0;5
50;ceu_aberto;200,0;5;1250,0;5
51;ceu_aberto;200,0;5;850,0;5
52;ceu_aberto;200,0;5;2000,0;5
53;ceu_aberto;200,0;5;650,0;5
54;parcialmente_nublado;200,0;5;1550,0;5
55;parcialmente_nublado;200,0;5;2800,0;5
56;parcialmente_nublado;200,0;5;1400,0;5
57;nublado;200,0;5;1650,0;5
58;ceu_aberto;200,0;5;2700,0;5
59;nublado;200,0;5;2300,0;5
60;ceu_aberto;200,0;5;2300,0;5
61;parcialmente_nublado;200,0;5;1400,0;5
62;ceu_aberto;200,0;5;1500,0;5
63;ceu_aberto;200,0;5;2150,0;5
64;nublado;200,0;5;1150,0;5
65;ceu_aberto;200,0;5;950,0;5
66;nublado;200,0;5;1100,0;5
67;parcialmente_nublado;200,0;5;1650,0;5
68;ceu_aberto;200,0;5;1800,0;5
69;ceu_aberto;200,0;5;2300,0;5
70;parcialmente_nublado;200,0;5;1300,0;5
71;nublado;200,0;5;2650,0;5
72;nublado;200,0;5;1200,0;5
73;nublado;200,0;5;1300,0;5
74;ceu_aberto;200,0;5;1250,0;5
75;ceu_aberto;200,0;5;1900,0;5
76;nublado;200,0;5;2800,0;5
77;ceu_aberto;200,0;5;1500,0;5
78;nublado;200,0;5;2000,0;5
79;nublado;200,0;5;850,0;5
80;nublado;200,0;5;2800,0;5
81;parcialmente_nublado;200,0;5;1650,0;5
82;parcialmente_nublado;200,0;5;750,0;5
83;parcialmente_nublado;200,0;5;2150,0;5
84;parcialmente_nublado;200,0;5;1900,0;5
