id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra848;848;150,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;100,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra890;890;300,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;200,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra860;860;650,0;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra844;844;110,35;474.78;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;161,45;459.55;BESS_fixo
1;ceu_aberto;Storage;BESS_barra860;860;101,67;267.0;BESS_fixo
1;ceu_aberto;Storage;BESS_barra840;840;204,68;112.38;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;120,84;283.27;BESS_fixo
2;nublado;PVSystem;PV_barra848;848;350,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra890;890;900,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra840;840;750,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra860;860;250,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra844;844;450,0;;PV_irr_real2
2;nublado;Storage;BESS_barra848;848;155,51;363.71;BESS_fixo
2;nublado;Storage;BESS_barra860;860;172,92;460.23;BESS_fixo
2;nublado;Storage;BESS_barra840;840;130,0;251.97;BESS_fixo
2;nublado;Storage;BESS_barra890;890;68,58;279.05;BESS_fixo
2;nublado;Storage;BESS_barra844;844;244,52;185.09;BESS_fixo
3;parcialmente_nublado;PVSystem;PV_barra844;844;250,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra860;860;50,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra890;890;150,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra848;848;50,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra840;840;150,0;;PV_irr_real3
3;parcialmente_nublado;Storage;BESS_barra848;848;143,9;344.12;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra860;860;190,07;157.11;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra890;890;238,35;149.89;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra840;840;69,4;424.98;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra844;844;141,06;248.67;BESS_fixo
4;parcialmente_nublado;PVSystem;PV_barra840;840;300,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra860;860;200,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra844;844;200,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra848;848;100,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra890;890;550,0;;PV_irr_real4
4;parcialmente_nublado;Storage;BESS_barra840;840;202,56;174.12;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra890;890;95,66;127.35;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra848;848;141,51;295.46;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra844;844;52,93;246.08;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra860;860;174,61;365.81;BESS_fixo
5;ceu_aberto;PVSystem;PV_barra848;848;150,0;;PV_irr_real5
5;ceu_aberto;PVSystem;PV_barra890;890;50,0;;PV_irr_real5
5;ceu_aberto;PVSystem;PV_barra844;844;500,0;;PV_irr_real5
5;ceu_aberto;PVSystem;PV_barra840;840;600,0;;PV_irr_real5
5;ceu_aberto;PVSystem;PV_barra860;860;250,0;;PV_irr_real5
5;ceu_aberto;Storage;BESS_barra848;848;124,96;356.86;BESS_fixo
5;ceu_aberto;Storage;BESS_barra844;844;82,97;104.34;BESS_fixo
5;ceu_aberto;Storage;BESS_barra860;860;194,23;134.25;BESS_fixo
5;ceu_aberto;Storage;BESS_barra840;840;243,94;219.05;BESS_fixo
5;ceu_aberto;Storage;BESS_barra890;890;234,77;122.01;BESS_fixo
6;parcialmente_nublado;PVSystem;PV_barra848;848;600,0;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra860;860;350,0;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra840;840;800,0;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra890;890;300,0;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra844;844;100,0;;PV_irr_real6
6;parcialmente_nublado;Storage;BESS_barra844;844;223,89;318.98;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra840;840;145,61;472.12;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra860;860;75,98;241.07;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra848;848;219,23;289.58;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra890;890;53,93;193.19;BESS_fixo
7;nublado;PVSystem;PV_barra860;860;600,0;;PV_irr_real7
7;nublado;PVSystem;PV_barra840;840;900,0;;PV_irr_real7
7;nublado;PVSystem;PV_barra890;890;150,0;;PV_irr_real7
7;nublado;PVSystem;PV_barra844;844;500,0;;PV_irr_real7
7;nublado;PVSystem;PV_barra848;848;50,0;;PV_irr_real7
7;nublado;Storage;BESS_barra890;890;165,35;495.12;BESS_fixo
7;nublado;Storage;BESS_barra840;840;163,82;141.78;BESS_fixo
7;nublado;Storage;BESS_barra848;848;232,67;338.87;BESS_fixo
7;nublado;Storage;BESS_barra844;844;122,59;449.07;BESS_fixo
7;nublado;Storage;BESS_barra860;860;220,84;487.41;BESS_fixo
8;ceu_aberto;PVSystem;PV_barra860;860;350,0;;PV_irr_real8
8;ceu_aberto;PVSystem;PV_barra840;840;250,0;;PV_irr_real8
8;ceu_aberto;PVSystem;PV_barra890;890;350,0;;PV_irr_real8
8;ceu_aberto;PVSystem;PV_barra844;844;250,0;;PV_irr_real8
8;ceu_aberto;PVSystem;PV_barra848;848;400,0;;PV_irr_real8
8;ceu_aberto;Storage;BESS_barra840;840;88,81;460.09;BESS_fixo
8;ceu_aberto;Storage;BESS_barra890;890;55,59;402.95;BESS_fixo
8;ceu_aberto;Storage;BESS_barra848;848;84,04;406.92;BESS_fixo
8;ceu_aberto;Storage;BESS_barra860;860;164,05;201.88;BESS_fixo
8;ceu_aberto;Storage;BESS_barra844;844;64,38;122.53;BESS_fixo
9;parcialmente_nublado;PVSystem;PV_barra840;840;550,0;;PV_irr_real9
9;parcialmente_nublado;PVSystem;PV_barra890;890;700,0;;PV_irr_real9
9;parcialmente_nublado;PVSystem;PV_barra860;860;850,0;;PV_irr_real9
9;parcialmente_nublado;PVSystem;PV_barra844;844;550,0;;PV_irr_real9
9;parcialmente_nublado;PVSystem;PV_barra848;848;450,0;;PV_irr_real9
9;parcialmente_nublado;Storage;BESS_barra840;840;65,9;420.7;BESS_fixo
9;parcialmente_nublado;Storage;BESS_barra848;848;65,64;268.39;BESS_fixo
9;parcialmente_nublado;Storage;BESS_barra890;890;89,23;308.25;BESS_fixo
9;parcialmente_nublado;Storage;BESS_barra844;844;232,86;328.09;BESS_fixo
9;parcialmente_nublado;Storage;BESS_barra860;860;109,18;206.11;BESS_fixo
10;ceu_aberto;PVSystem;PV_barra890;890;600,0;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra844;844;100,0;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra848;848;500,0;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra840;840;150,0;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra860;860;50,0;;PV_irr_real10
10;ceu_aberto;Storage;BESS_barra848;848;137,46;330.55;BESS_fixo
10;ceu_aberto;Storage;BESS_barra840;840;186,47;291.73;BESS_fixo
10;ceu_aberto;Storage;BESS_barra844;844;129,92;120.02;BESS_fixo
10;ceu_aberto;Storage;BESS_barra860;860;76,83;309.62;BESS_fixo
10;ceu_aberto;Storage;BESS_barra890;890;200,69;108.34;BESS_fixo
11;nublado;PVSystem;PV_barra848;848;750,0;;PV_irr_real11
11;nublado;PVSystem;PV_barra860;860;600,0;;PV_irr_real11
11;nublado;PVSystem;PV_barra840;840;450,0;;PV_irr_real11
11;nublado;PVSystem;PV_barra844;844;100,0;;PV_irr_real11
11;nublado;PVSystem;PV_barra890;890;600,0;;PV_irr_real11
11;nublado;Storage;BESS_barra890;890;108,86;160.35;BESS_fixo
11;nublado;Storage;BESS_barra860;860;135,43;264.37;BESS_fixo
