id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;nublado;PVSystem;PV_barra800;800;100,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra852;852;600,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra808;808;200,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra820;820;250,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra862;862;900,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra860;860;200,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra802;802;100,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra822;822;400,0;;PV_irr_real1
1;nublado;PVSystem;PV_barra858;858;770,0;;PV_irr_real1
1;nublado;Storage;BESS_barra832;832;211,97;431.69;BESS_fixo
1;nublado;Storage;BESS_barra888;888;219,58;431.54;BESS_fixo
1;nublado;Storage;BESS_barra846;846;82,29;140.41;BESS_fixo
1;nublado;Storage;BESS_barra852;852;204,82;249.45;BESS_fixo
1;nublado;Storage;BESS_barra810;810;182,4;303.37;BESS_fixo
1;nublado;Storage;BESS_barra860;860;93,53;372.09;BESS_fixo
1;nublado;Storage;BESS_barra858;858;206,23;420.36;BESS_fixo
1;nublado;Storage;BESS_barra828;828;186,22;223.84;BESS_fixo
1;nublado;Storage;BESS_barra814;814;205,19;419.81;BESS_fixo
1;nublado;Storage;BESS_barra856;856;92,62;289.09;BESS_fixo
1;nublado;Storage;BESS_barra842;842;201,37;108.97;BESS_fixo
1;nublado;Storage;BESS_barra824;824;224,31;476.86;BESS_fixo
1;nublado;Storage;BESS_barra890;890;185,17;285.22;BESS_fixo
1;nublado;Storage;BESS_barra816;816;202,03;415.02;BESS_fixo
1;nublado;Storage;BESS_barra820;820;75,51;341.93;BESS_fixo
1;nublado;Storage;BESS_barra862;862;153,29;451.6;BESS_fixo
1;nublado;Storage;BESS_barra826;826;158,95;240.74;BESS_fixo
1;nublado;Storage;BESS_barra818;818;115,88;165.18;BESS_fixo
1;nublado;Storage;BESS_barra848;848;94,96;316.19;BESS_fixo
1;nublado;Storage;BESS_barra836;836;108,07;247.6;BESS_fixo
1;nublado;Storage;BESS_barra834;834;166,77;287.03;BESS_fixo
1;nublado;Storage;BESS_barra806;806;206,74;189.24;BESS_fixo
1;nublado;Storage;BESS_barra854;854;151,33;181.03;BESS_fixo
1;nublado;Storage;BESS_barra800;800;144,65;202.89;BESS_fixo
1;nublado;Storage;BESS_barra812;812;214,11;159.77;BESS_fixo
1;nublado;Storage;BESS_barra808;808;223,77;306.67;BESS_fixo
1;nublado;Storage;BESS_barra850;850;210,23;488.49;BESS_fixo
1;nublado;Storage;BESS_barra830;830;71,44;328.52;BESS_fixo
1;nublado;Storage;BESS_barra822;822;82,58;236.69;BESS_fixo
1;nublado;Storage;BESS_barra802;802;193,11;108.32;BESS_fixo
1;nublado;Storage;BESS_barra844;844;101,55;390.34;BESS_fixo
1;nublado;Storage;BESS_barra838;838;107,1;332.36;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra842;842;300,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra838;838;500,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra850;850;100,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra806;806;400,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra834;834;150,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra830;830;700,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra836;836;250,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra856;856;100,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra820;820;800,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra888;888;220,0;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra852;852;166,34;127.5;BESS_fixo
2;ceu_aberto;Storage;BESS_barra802;802;146,99;304.08;BESS_fixo
2;ceu_aberto;Storage;BESS_barra814;814;127,29;140.5;BESS_fixo
2;ceu_aberto;Storage;BESS_barra832;832;64,81;107.15;BESS_fixo
2;ceu_aberto;Storage;BESS_barra834;834;90,05;139.46;BESS_fixo
2;ceu_aberto;Storage;BESS_barra862;862;219,77;179.0;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;229,87;417.57;BESS_fixo
2;ceu_aberto;Storage;BESS_barra810;810;72,06;248.11;BESS_fixo
2;ceu_aberto;Storage;BESS_barra816;816;234,92;492.95;BESS_fixo
2;ceu_aberto;Storage;BESS_barra844;844;245,49;345.75;BESS_fixo
2;ceu_aberto;Storage;BESS_barra888;888;118,31;328.72;BESS_fixo
2;ceu_aberto;Storage;BESS_barra822;822;219,67;480.96;BESS_fixo
2;ceu_aberto;Storage;BESS_barra854;854;133,78;190.21;BESS_fixo
2;ceu_aberto;Storage;BESS_barra842;842;191,94;423.65;BESS_fixo
2;ceu_aberto;Storage;BESS_barra846;846;176,06;222.94;BESS_fixo
2;ceu_aberto;Storage;BESS_barra838;838;76,5;336.34;BESS_fixo
2;ceu_aberto;Storage;BESS_barra820;820;93,94;197.43;BESS_fixo
2;ceu_aberto;Storage;BESS_barra806;806;123,34;199.56;BESS_fixo
2;ceu_aberto;Storage;BESS_barra836;836;207,24;364.72;BESS_fixo
2;ceu_aberto;Storage;BESS_barra856;856;136,42;465.57;BESS_fixo
2;ceu_aberto;Storage;BESS_barra826;826;174,01;347.04;BESS_fixo
2;ceu_aberto;Storage;BESS_barra850;850;166,13;387.48;BESS_fixo
2;ceu_aberto;Storage;BESS_barra800;800;106,76;119.8;BESS_fixo
2;ceu_aberto;Storage;BESS_barra830;830;160,7;497.74;BESS_fixo
2;ceu_aberto;Storage;BESS_barra818;818;158,46;492.66;BESS_fixo
