id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;nublado;832;211,97;431,69;2,037
1;nublado;888;219,58;431,54;1,965
1;nublado;846;82,29;140,41;1,706
1;nublado;852;204,82;249,45;1,218
1;nublado;810;182,4;303,37;1,663
1;nublado;860;93,53;372,09;3,978
1;nublado;858;206,23;420,36;2,038
1;nublado;828;186,22;223,84;1,202
1;nublado;814;205,19;419,81;2,046
1;nublado;856;92,62;289,09;3,121
1;nublado;842;201,37;108,97;0,541
1;nublado;824;224,31;476,86;2,126
1;nublado;890;185,17;285,22;1,54
1;nublado;816;202,03;415,02;2,054
1;nublado;820;75,51;341,93;4,528
1;nublado;862;153,29;451,6;2,946
1;nublado;826;158,95;240,74;1,515
1;nublado;818;115,88;165,18;1,425
1;nublado;848;94,96;316,19;3,33
1;nublado;836;108,07;247,6;2,291
1;nublado;834;166,77;287,03;1,721
1;nublado;806;206,74;189,24;0,915
1;nublado;854;151,33;181,03;1,196
1;nublado;800;144,65;202,89;1,403
1;nublado;812;214,11;159,77;0,746
1;nublado;808;223,77;306,67;1,37
1;nublado;850;210,23;488,49;2,324
1;nublado;830;71,44;328,52;4,599
1;nublado;822;82,58;236,69;2,866
1;nublado;802;193,11;108,32;0,561
1;nublado;844;101,55;390,34;3,844
1;nublado;838;107,1;332,36;3,103
2;ceu_aberto;852;166,34;127,5;0,767
2;ceu_aberto;802;146,99;304,08;2,069
2;ceu_aberto;814;127,29;140,5;1,104
2;ceu_aberto;832;64,81;107,15;1,653
2;ceu_aberto;834;90,05;139,46;1,549
2;ceu_aberto;862;219,77;179,0;0,814
2;ceu_aberto;848;229,87;417,57;1,817
2;ceu_aberto;810;72,06;248,11;3,443
2;ceu_aberto;816;234,92;492,95;2,098
2;ceu_aberto;844;245,49;345,75;1,408
2;ceu_aberto;888;118,31;328,72;2,778
2;ceu_aberto;822;219,67;480,96;2,189
2;ceu_aberto;854;133,78;190,21;1,422
2;ceu_aberto;842;191,94;423,65;2,207
2;ceu_aberto;846;176,06;222,94;1,266
2;ceu_aberto;838;76,5;336,34;4,397
2;ceu_aberto;820;93,94;197,43;2,102
2;ceu_aberto;806;123,34;199,56;1,618
2;ceu_aberto;836;207,24;364,72;1,76
2;ceu_aberto;856;136,42;465,57;3,413
2;ceu_aberto;826;174,01;347,04;1,994
2;ceu_aberto;850;166,13;387,48;2,332
2;ceu_aberto;800;106,76;119,8;1,122
2;ceu_aberto;830;160,7;497,74;3,097
2;ceu_aberto;818;158,46;492,66;3,109
2;ceu_aberto;858;189,66;295,86;1,56
2;ceu_aberto;890;176,41;393,91;2,233
2;ceu_aberto;808;213,83;179,46;0,839
2;ceu_aberto;824;239,42;106,79;0,446
2;ceu_aberto;860;180,42;485,01;2,688
2;ceu_aberto;812;124,69;171,08;1,372
2;ceu_aberto;828;81,11;158,72;1,957
3;nublado;842;83,18;161,69;1,944
3;nublado;862;76,91;498,46;6,481
