id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;nublado;160,0;9;3520,0;32
2;ceu_aberto;160,0;10;3520,0;32
3;nublado;160,0;12;3520,0;32
4;parcialmente_nublado;160,0;10;3520,0;32
5;parcialmente_nublado;160,0;10;3520,0;32
6;parcialmente_nublado;160,0;10;3520,0;32
7;nublado;160,0;13;3520,0;32
8;nublado;160,0;10;3520,0;32
9;ceu_aberto;160,0;8;3520,0;32
10;parcialmente_nublado;160,0;9;3520,0;32
11;nublado;160,0;13;3520,0;32
12;parcialmente_nublado;160,0;9;3520,0;32
13;parcialmente_nublado;160,0;15;3520,0;32
14;ceu_aberto;160,0;8;3520,0;32
15;parcialmente_nublado;160,0;8;3520,0;32
16;parcialmente_nublado;160,0;10;3520,0;32
17;nublado;160,0;11;3520,0;32
18;ceu_aberto;160,0;10;3520,0;32
19;nublado;160,0;10;3520,0;32
20;nublado;160,0;9;3520,0;32
21;ceu_aberto;160,0;10;3520,0;32
22;nublado;160,0;9;3520,0;32
23;ceu_aberto;160,0;7;3520,0;32
24;parcialmente_nublado;160,0;12;3520,0;32
25;nublado;160,0;9;3520,0;32
26;ceu_aberto;160,0;9;3520,0;32
27;ceu_aberto;160,0;8;3520,0;32
28;ceu_aberto;160,0;8;3520,0;32
29;parcialmente_nublado;160,0;11;3520,0;32
30;parcialmente_nublado;160,0;12;3520,0;32
31;ceu_aberto;160,0;8;3520,0;32
32;parcialmente_nublado;160,0;8;3520,0;32
33;ceu_aberto;160,0;8;3520,0;32
34;parcialmente_nublado;160,0;8;3520,0;32
35;ceu_aberto;160,0;9;3520,0;32
36;ceu_aberto;160,0;12;3520,0;32
37;ceu_aberto;160,0;10;3520,0;32
38;nublado;160,0;12;3520,0;32
39;ceu_aberto;160,0;11;3520,0;32
40;parcialmente_nublado;160,0;10;3520,0;32
41;parcialmente_nublado;160,0;11;3520,0;32
42;parcialmente_nublado;160,0;16;3520,0;32
43;nublado;160,0;8;3520,0;32
44;nublado;160,0;9;3520,0;32
45;ceu_aberto;160,0;13;3520,0;32
46;nublado;160,0;8;3520,0;32
47;nublado;160,0;9;3520,0;32
48;parcialmente_nublado;160,0;11;3520,0;32
49;nublado;160,0;11;3520,0;32
50;ceu_aberto;160,0;7;3520,0;32
