id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;ceu_aberto;8;3080,0;28;4025,3200000000006;35;35;1;140
2;nublado;6;3080,0;28;5136,21;25;35;1;140
3;parcialmente_nublado;13;3080,0;28;4134,1;35;35;1;140
4;parcialmente_nublado;6;3080,0;28;4425,66;34;35;1;140
5;nublado;9;3080,0;28;4171,450000000001;33;35;1;140
6;parcialmente_nublado;11;3080,0;28;4163,27;35;35;1;140
7;parcialmente_nublado;5;3080,0;28;4537,07;35;35;1;140
8;ceu_aberto;10;3080,0;28;3790,51;35;35;1;140
9;ceu_aberto;6;3080,0;28;4259,6900000000005;35;35;1;140
10;ceu_aberto;7;3080,0;28;4049,4100000000003;35;35;1;140
11;parcialmente_nublado;10;3080,0;28;4331,070000000001;34;35;1;140
12;ceu_aberto;6;3080,0;28;4617,709999999999;34;35;1;140
13;ceu_aberto;9;3080,0;28;3959,31;35;35;1;140
14;ceu_aberto;9;3080,0;28;3655,59;35;36;1;140
15;nublado;9;3080,0;28;3606,25;9;35;1;140
16;ceu_aberto;6;3080,0;28;4381,0199999999995;35;35;1;140
17;parcialmente_nublado;10;3080,0;28;4350,5;35;35;1;140
18;ceu_aberto;9;3080,0;28;4582,219999999999;35;35;1;140
19;parcialmente_nublado;10;3080,0;28;4017,0400000000004;35;35;1;140
20;parcialmente_nublado;12;3080,0;28;4589,9400000000005;34;35;1;140
21;parcialmente_nublado;6;3080,0;28;4233,26;36;35;1;140
22;nublado;8;3080,0;28;4054,7900000000004;34;35;1;140
23;nublado;7;3080,0;28;4598,03;22;35;1;140
24;parcialmente_nublado;6;3080,0;28;4192,41;30;35;1;140
25;nublado;8;3080,0;28;4101,83;33;35;1;140
26;parcialmente_nublado;8;3080,0;28;4257,96;34;35;1;140
27;ceu_aberto;11;3080,0;28;4060,7799999999997;35;35;1;140
28;ceu_aberto;11;3080,0;28;4336,05;34;35;1;140
29;nublado;8;3080,0;28;3712,3999999999996;34;35;1;140
30;nublado;7;3080,0;28;4526,48;33;35;1;140
31;parcialmente_nublado;13;3080,0;28;4405,209999999999;35;35;1;140
32;nublado;6;3080,0;28;4493,91;27;35;1;140
33;ceu_aberto;5;3080,0;28;3824,7200000000003;35;35;1;140
34;ceu_aberto;12;3080,0;28;4455,109999999999;34;35;1;140
35;ceu_aberto;12;3080,0;28;4238,629999999999;35;35;1;140
36;ceu_aberto;9;3080,0;28;3691,9300000000003;34;35;1;140
37;nublado;7;3080,0;28;3731,0699999999997;34;35;1;140
38;ceu_aberto;6;3080,0;28;4586,869999999999;35;35;1;140
39;nublado;12;3080,0;28;4522,83;34;35;1;140
40;parcialmente_nublado;7;3080,0;28;4671,490000000001;34;35;1;140
41;ceu_aberto;7;3080,0;28;4210,28;35;35;1;140
42;ceu_aberto;8;3080,0;28;4040,310000000001;35;35;1;140
43;nublado;8;3080,0;28;4218,35;33;35;1;140
44;parcialmente_nublado;9;3080,0;28;3873,9599999999996;34;35;1;140
45;ceu_aberto;7;3080,0;28;3828,0000000000005;35;36;1;140
46;parcialmente_nublado;7;3080,0;28;3883,0600000000004;33;35;1;140
47;nublado;11;3080,0;28;4389,849999999999;33;35;1;140
48;parcialmente_nublado;11;3080,0;28;4202,33;34;35;1;140
49;nublado;10;3080,0;28;4345,72;11;35;1;140
50;ceu_aberto;8;3080,0;28;4183,5599999999995;35;35;1;140
