id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;nublado;1;6;230,48;360,91;1,566
1;nublado;2;21;191,4;113,14;0,591
1;nublado;3;8;66,79;308,31;4,616
1;nublado;4;4;151,53;118,83;0,784
2;nublado;1;2;167,02;376,64;2,255
2;nublado;2;18;127,07;417,78;3,288
2;nublado;3;11;128,03;145,6;1,137
2;nublado;4;2;82,35;226,81;2,754
3;ceu_aberto;1;15;157,62;326,98;2,074
3;ceu_aberto;2;29;147,0;486,0;3,306
3;ceu_aberto;3;2;149,68;136,36;0,911
3;ceu_aberto;4;6;118,36;190,68;1,611
4;nublado;1;5;218,69;410,85;1,879
4;nublado;2;17;57,54;394,99;6,865
4;nublado;3;33;154,85;169,3;1,093
4;nublado;4;17;99,82;412,61;4,134
5;parcialmente_nublado;1;10;209,14;494,28;2,363
5;parcialmente_nublado;2;25;167,85;168,27;1,003
5;parcialmente_nublado;3;2;175,99;146,14;0,83
5;parcialmente_nublado;4;8;241,75;262,3;1,085
6;ceu_aberto;1;5;156,82;384,44;2,451
6;ceu_aberto;2;8;117,02;136,89;1,17
6;ceu_aberto;3;9;114,42;375,24;3,279
6;ceu_aberto;4;6;66,74;138,98;2,082
7;ceu_aberto;1;11;214,36;169,66;0,791
7;ceu_aberto;2;32;98,41;423,21;4,3
7;ceu_aberto;3;13;248,03;315,37;1,271
7;ceu_aberto;4;32;128,23;468,25;3,652
8;nublado;1;20;206,97;262,8;1,27
8;nublado;2;23;55,11;459,13;8,331
8;nublado;3;31;69,83;330,33;4,73
8;nublado;4;17;117,41;120,54;1,027
9;ceu_aberto;1;25;86,03;189,14;2,199
9;ceu_aberto;2;12;195,78;333,65;1,704
9;ceu_aberto;3;20;95,58;349,38;3,655
9;ceu_aberto;4;30;99,08;171,37;1,73
10;ceu_aberto;1;6;159,62;430,08;2,694
10;ceu_aberto;2;24;144,6;100,55;0,695
10;ceu_aberto;3;22;201,68;200,5;0,994
10;ceu_aberto;4;23;72,56;111,81;1,541
11;parcialmente_nublado;1;16;177,26;253,23;1,429
11;parcialmente_nublado;2;29;237,55;475,96;2,004
