id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;ceu_aberto;20,0;1;440,0;4
2;nublado;20,0;2;440,0;4
3;parcialmente_nublado;20,0;2;440,0;4
4;nublado;20,0;1;440,0;4
5;ceu_aberto;20,0;1;440,0;4
6;ceu_aberto;20,0;3;440,0;4
7;parcialmente_nublado;20,0;2;440,0;4
8;parcialmente_nublado;20,0;1;440,0;4
9;parcialmente_nublado;20,0;3;440,0;4
10;ceu_aberto;20,0;2;440,0;4
11;nublado;20,0;1;440,0;4
12;ceu_aberto;20,0;2;440,0;4
13;parcialmente_nublado;20,0;1;440,0;4
14;nublado;20,0;3;440,0;4
15;ceu_aberto;20,0;2;440,0;4
16;parcialmente_nublado;20,0;2;440,0;4
17;ceu_aberto;20,0;1;440,0;4
18;ceu_aberto;20,0;3;440,0;4
19;parcialmente_nublado;20,0;1;440,0;4
20;nublado;20,0;3;440,0;4
21;ceu_aberto;20,0;1;440,0;4
22;nublado;20,0;3;440,0;4
23;ceu_aberto;20,0;2;440,0;4
24;nublado;20,0;2;440,0;4
25;nublado;20,0;2;440,0;4
26;ceu_aberto;20,0;1;440,0;4
27;ceu_aberto;20,0;3;440,0;4
28;ceu_aberto;20,0;1;440,0;4
29;parcialmente_nublado;20,0;1;440,0;4
30;ceu_aberto;20,0;2;440,0;4
31;nublado;20,0;2;440,0;4
32;nublado;20,0;1;440,0;4
33;ceu_aberto;20,0;3;440,0;4
34;ceu_aberto;20,0;1;440,0;4
35;parcialmente_nublado;20,0;2;440,0;4
36;parcialmente_nublado;20,0;1;440,0;4
37;parcialmente_nublado;20,0;2;440,0;4
38;ceu_aberto;20,0;1;440,0;4
39;nublado;20,0;3;440,0;4
40;parcialmente_nublado;20,0;2;440,0;4
41;parcialmente_nublado;20,0;2;440,0;4
42;ceu_aberto;20,0;1;440,0;4
43;nublado;20,0;2;440,0;4
44;nublado;20,0;2;440,0;4
45;parcialmente_nublado;20,0;1;440,0;4
46;nublado;20,0;2;440,0;4
47;parcialmente_nublado;20,0;1;440,0;4
48;ceu_aberto;20,0;2;440,0;4
49;ceu_aberto;20,0;1;440,0;4
50;parcialmente_nublado;20,0;1;440,0;4
