id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;nublado;1;26;350,0
2;nublado;1;17;353,8
3;ceu_aberto;1;32;100,0
3;ceu_aberto;2;30;253,8
4;nublado;1;20;50,0
4;nublado;2;18;100,0
4;nublado;3;23;203,8
5;parcialmente_nublado;1;6;50,0
5;parcialmente_nublado;2;22;303,8
6;ceu_aberto;1;15;350,0
7;ceu_aberto;1;26;353,8
8;nublado;1;20;353,8
9;ceu_aberto;1;30;353,8
10;ceu_aberto;1;16;353,8
11;parcialmente_nublado;1;1;353,8
12;parcialmente_nublado;1;7;353,8
13;ceu_aberto;1;31;300,0
13;ceu_aberto;2;17;53,8
14;nublado;1;20;200,0
14;nublado;2;25;150,0
15;ceu_aberto;1;9;50,0
15;ceu_aberto;2;19;100,0
15;ceu_aberto;3;5;50,0
15;ceu_aberto;4;12;50,0
15;ceu_aberto;5;25;103,8
16;ceu_aberto;1;14;353,8
17;parcialmente_nublado;1;11;100,0
17;parcialmente_nublado;2;8;200,0
17;parcialmente_nublado;3;29;53,8
18;nublado;1;29;353,8
19;ceu_aberto;1;9;353,8
20;ceu_aberto;1;29;200,0
20;ceu_aberto;2;9;153,8
21;parcialmente_nublado;1;2;353,8
22;parcialmente_nublado;1;11;353,8
23;ceu_aberto;1;7;100,0
23;ceu_aberto;2;21;150,0
23;ceu_aberto;3;11;103,8
24;ceu_aberto;1;27;353,8
25;parcialmente_nublado;1;27;300,0
25;parcialmente_nublado;2;13;53,8
26;parcialmente_nublado;1;13;353,8
27;parcialmente_nublado;1;15;353,8
28;ceu_aberto;1;13;250,0
28;ceu_aberto;2;17;103,8
29;nublado;1;24;200,0
29;nublado;2;18;153,8
30;parcialmente_nublado;1;29;250,0
30;parcialmente_nublado;2;6;103,8
31;nublado;1;17;353,8
32;parcialmente_nublado;1;29;200,0
32;parcialmente_nublado;2;16;153,8
33;ceu_aberto;1;32;350,0
34;nublado;1;23;350,0
35;nublado;1;23;353,8
36;nublado;1;9;300,0
36;nublado;2;28;53,8
37;ceu_aberto;1;17;50,0
37;ceu_aberto;2;34;303,8
38;nublado;1;33;150,0
38;nublado;2;18;203,8
39;parcialmente_nublado;1;16;300,0
39;parcialmente_nublado;2;14;50,0
40;nublado;1;3;353,8
41;ceu_aberto;1;32;150,0
41;ceu_aberto;2;14;150,0
41;ceu_aberto;3;32;53,8
42;nublado;1;7;353,8
43;parcialmente_nublado;1;24;353,8
44;ceu_aberto;1;21;150,0
44;ceu_aberto;2;27;150,0
44;ceu_aberto;3;3;53,8
45;parcialmente_nublado;1;7;353,8
46;ceu_aberto;1;4;353,8
47;nublado;1;29;350,0
48;parcialmente_nublado;1;16;100,0
48;parcialmente_nublado;2;23;200,0
48;parcialmente_nublado;3;32;53,8
49;ceu_aberto;1;26;250,0
49;ceu_aberto;2;27;103,8
50;ceu_aberto;1;13;353,8
