id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra860;860;153,78;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;192,43;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;179,94;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra848;848;187,06;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra890;890;171,3;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra860;860;68,4;226.0;BESS_fixo
1;ceu_aberto;Storage;BESS_barra840;840;64,97;203.04;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;53,87;161.9;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;59,73;218.21;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;62,59;138.88;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra860;860;160,44;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra840;840;162,64;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra844;844;179,26;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra848;848;180,58;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra890;890;201,58;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra860;860;55,15;119.7;BESS_fixo
2;ceu_aberto;Storage;BESS_barra840;840;70,79;147.47;BESS_fixo
2;ceu_aberto;Storage;BESS_barra844;844;65,0;161.13;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;53,06;122.85;BESS_fixo
2;ceu_aberto;Storage;BESS_barra890;890;65,57;203.75;BESS_fixo
3;parcialmente_nublado;PVSystem;PV_barra860;860;168,09;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra840;840;194,72;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra844;844;179,66;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra848;848;167,08;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra890;890;174,95;;PV_irr_real3
3;parcialmente_nublado;Storage;BESS_barra860;860;55,79;145.2;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra840;840;59,02;123.62;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra844;844;58,03;191.05;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra848;848;69,18;156.19;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra890;890;67,55;193.55;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra860;860;172,76;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra840;840;200,88;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra844;844;178,03;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra848;848;152,02;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra890;890;180,81;;PV_irr_real4
4;ceu_aberto;Storage;BESS_barra860;860;64,28;164.73;BESS_fixo
4;ceu_aberto;Storage;BESS_barra840;840;61,76;178.94;BESS_fixo
4;ceu_aberto;Storage;BESS_barra844;844;52,61;209.86;BESS_fixo
4;ceu_aberto;Storage;BESS_barra848;848;64,18;155.88;BESS_fixo
4;ceu_aberto;Storage;BESS_barra890;890;66,74;213.19;BESS_fixo
5;nublado;PVSystem;PV_barra860;860;185,14;;PV_irr_real5
5;nublado;PVSystem;PV_barra840;840;160,77;;PV_irr_real5
5;nublado;PVSystem;PV_barra844;844;196,94;;PV_irr_real5
5;nublado;PVSystem;PV_barra848;848;175,89;;PV_irr_real5
5;nublado;PVSystem;PV_barra890;890;165,76;;PV_irr_real5
5;nublado;Storage;BESS_barra860;860;65,03;143.74;BESS_fixo
5;nublado;Storage;BESS_barra840;840;70,87;204.14;BESS_fixo
5;nublado;Storage;BESS_barra844;844;54,15;148.95;BESS_fixo
5;nublado;Storage;BESS_barra848;848;56,61;156.14;BESS_fixo
5;nublado;Storage;BESS_barra890;890;62,91;181.07;BESS_fixo
6;ceu_aberto;PVSystem;PV_barra860;860;159,36;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra840;840;166,58;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra844;844;180,33;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra848;848;199,77;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra890;890;178,46;;PV_irr_real6
6;ceu_aberto;Storage;BESS_barra860;860;59,07;191.43;BESS_fixo
