id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;860;68,4;226,0;3,304
1;ceu_aberto;840;64,97;203,04;3,125
1;ceu_aberto;844;53,87;161,9;3,005
1;ceu_aberto;848;59,73;218,21;3,653
1;ceu_aberto;890;62,59;138,88;2,219
2;ceu_aberto;860;55,15;119,7;2,17
2;ceu_aberto;840;70,79;147,47;2,083
2;ceu_aberto;844;65,0;161,13;2,479
2;ceu_aberto;848;53,06;122,85;2,315
2;ceu_aberto;890;65,57;203,75;3,107
3;parcialmente_nublado;860;55,79;145,2;2,603
3;parcialmente_nublado;840;59,02;123,62;2,095
3;parcialmente_nublado;844;58,03;191,05;3,292
3;parcialmente_nublado;848;69,18;156,19;2,258
3;parcialmente_nublado;890;67,55;193,55;2,865
4;ceu_aberto;860;64,28;164,73;2,563
4;ceu_aberto;840;61,76;178,94;2,897
4;ceu_aberto;844;52,61;209,86;3,989
4;ceu_aberto;848;64,18;155,88;2,429
4;ceu_aberto;890;66,74;213,19;3,194
5;nublado;860;65,03;143,74;2,21
5;nublado;840;70,87;204,14;2,88
5;nublado;844;54,15;148,95;2,751
5;nublado;848;56,61;156,14;2,758
5;nublado;890;62,91;181,07;2,878
6;ceu_aberto;860;59,07;191,43;3,241
6;ceu_aberto;840;63,42;207,67;3,275
6;ceu_aberto;844;62,72;163,34;2,604
6;ceu_aberto;848;61,2;149,85;2,449
6;ceu_aberto;890;63,16;133,8;2,118
7;nublado;860;66,36;146,94;2,214
7;nublado;840;55,34;209,09;3,778
7;nublado;844;56,45;209,77;3,716
7;nublado;848;64,72;227,29;3,512
7;nublado;890;66,7;242,51;3,636
8;ceu_aberto;860;61,99;246,05;3,969
8;ceu_aberto;840;59,83;226,54;3,786
8;ceu_aberto;844;68,82;172,93;2,513
8;ceu_aberto;848;63,6;188,14;2,958
8;ceu_aberto;890;55,33;166,29;3,005
9;parcialmente_nublado;860;53,49;167,12;3,124
9;parcialmente_nublado;840;67,41;163,97;2,432
9;parcialmente_nublado;844;61,36;148,97;2,428
9;parcialmente_nublado;848;69,11;261,03;3,777
9;parcialmente_nublado;890;58,21;187,95;3,229
10;nublado;860;61,03;214,78;3,519
10;nublado;840;57,64;169,3;2,937
10;nublado;844;65,53;248,19;3,787
10;nublado;848;70,97;211,27;2,977
10;nublado;890;54,4;210,33;3,866
11;parcialmente_nublado;860;62,65;142,12;2,268
11;parcialmente_nublado;840;49,09;178,72;3,641
11;parcialmente_nublado;844;64,09;241,03;3,761
11;parcialmente_nublado;848;67,08;206,82;3,083
11;parcialmente_nublado;890;66,67;222,07;3,331
12;nublado;860;61,21;188,56;3,081
12;nublado;840;64,49;229,39;3,557
12;nublado;844;61,06;173,39;2,84
12;nublado;848;61,53;160,97;2,616
12;nublado;890;61,3;201,42;3,286
13;ceu_aberto;860;63,85;164,3;2,573
13;ceu_aberto;840;72,52;206,43;2,847
13;ceu_aberto;844;73,44;190,63;2,596
13;ceu_aberto;848;57,39;204,52;3,564
13;ceu_aberto;890;42,37;108,4;2,558
14;ceu_aberto;860;63,82;227,85;3,57
14;ceu_aberto;840;76,15;173,28;2,276
14;ceu_aberto;844;65,85;143,91;2,185
14;ceu_aberto;848;50,67;102,23;2,018
14;ceu_aberto;890;53,08;142,22;2,679
15;ceu_aberto;860;57,02;208,76;3,661
15;ceu_aberto;840;59,61;162,42;2,725
15;ceu_aberto;844;62,13;167,38;2,694
15;ceu_aberto;848;62,83;164,85;2,624
15;ceu_aberto;890;67,99;268,56;3,95
16;ceu_aberto;860;57,79;202,99;3,513
16;ceu_aberto;840;55,48;114,82;2,07
16;ceu_aberto;844;70,96;262,53;3,7
16;ceu_aberto;848;67,95;144,35;2,124
16;ceu_aberto;890;57,4;156,62;2,729
17;parcialmente_nublado;860;63,65;157,13;2,469
