id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;nublado;2;1238,3;5;838,9300000000001;1;1;2;1;0;70
2;parcialmente_nublado;5;1150,0;5;809,7299999999999;7;1;2;1;0;70
3;ceu_aberto;3;1238,3;5;721,2;8;7;1;1;0;70
4;parcialmente_nublado;3;1238,3;5;601,24;7;7;1;1;0;70
5;ceu_aberto;5;1238,3;5;859,6200000000001;7;7;1;1;0;70
6;nublado;5;1238,3;5;593,4499999999999;7;2;1;1;0;70
7;nublado;3;1238,3;5;750,78;7;1;1;1;0;70
8;parcialmente_nublado;4;1238,3;5;798,6100000000001;1;1;1;1;0;70
9;parcialmente_nublado;3;1238,3;5;760,47;2;1;1;1;0;70
10;ceu_aberto;3;1238,3;5;847,99;8;8;1;1;0;70
11;ceu_aberto;5;1000,0;5;701,47;7;1;1;1;0;70
12;parcialmente_nublado;3;1238,3;5;694,3399999999999;8;6;1;1;0;70
13;parcialmente_nublado;5;1200,0;5;667,7099999999999;1;1;1;1;0;70
14;parcialmente_nublado;4;1238,3;5;711,33;7;2;1;1;0;70
15;parcialmente_nublado;3;1238,3;5;737,65;1;1;1;1;0;70
16;ceu_aberto;4;1238,3;5;878,86;8;7;1;1;0;70
17;parcialmente_nublado;5;1238,3;5;658,2800000000001;7;2;1;1;0;70
18;parcialmente_nublado;4;1238,3;5;720,57;2;1;1;1;0;70
19;parcialmente_nublado;5;550,0;5;967,37;1;1;2;1;0;70
20;nublado;5;1238,3;5;815,69;1;1;1;1;0;70
21;parcialmente_nublado;5;1238,3;5;567,88;8;7;1;1;0;70
22;parcialmente_nublado;5;850,0;5;803,36;1;1;1;1;0;70
23;nublado;4;1238,3;5;1001,5899999999999;7;1;6;1;0;70
24;nublado;5;1200,0;5;915,22;2;1;1;1;0;70
25;parcialmente_nublado;4;1238,3;5;555,23;8;2;1;1;0;70
26;nublado;4;1238,3;5;579,1299999999999;2;1;1;1;0;70
27;parcialmente_nublado;4;1238,3;5;701,38;5;1;1;1;0;70
28;nublado;5;1238,3;5;633,54;2;1;1;1;0;70
29;nublado;4;1238,3;5;575,62;7;1;1;1;0;70
30;nublado;3;1238,3;5;781,75;7;1;1;1;0;70
31;nublado;3;1238,3;5;607,87;7;2;1;1;0;70
32;ceu_aberto;5;850,0;5;1000,11;2;1;2;1;0;70
33;nublado;3;1238,3;5;623,09;1;1;1;1;0;70
34;nublado;5;900,0;5;696,55;1;1;1;1;0;70
35;ceu_aberto;3;1238,3;5;1011,0;7;2;2;1;0;70
36;parcialmente_nublado;4;1238,3;5;633,1200000000001;1;1;1;1;0;70
37;parcialmente_nublado;4;1238,3;5;724,4499999999999;8;7;1;1;0;70
38;ceu_aberto;4;1238,3;5;819,71;15;8;2;1;0;70
39;nublado;4;1238,3;5;781,75;1;1;1;1;0;70
40;ceu_aberto;4;1238,3;5;719,19;8;7;1;1;0;70
41;parcialmente_nublado;3;1238,3;5;942,03;8;7;2;1;0;70
42;ceu_aberto;5;1100,0;5;657,91;7;7;1;1;0;70
43;ceu_aberto;5;1150,0;5;801,2;7;1;1;1;0;70
44;parcialmente_nublado;4;1238,3;5;665,4300000000001;1;1;1;1;0;70
45;parcialmente_nublado;3;1238,3;5;643,45;1;1;1;1;0;70
46;nublado;5;1238,3;5;795,3900000000001;2;1;1;1;0;70
47;nublado;4;1238,3;5;710,51;7;1;1;1;0;70
48;ceu_aberto;3;1238,3;5;756,3100000000001;7;2;1;1;0;70
49;nublado;5;1238,3;5;843,21;7;1;2;1;0;70
50;ceu_aberto;4;1238,3;5;779,76;8;7;2;1;0;70
