id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;ceu_aberto;1;440,0;4;570,0;1;8;1;20
2;nublado;2;440,0;4;753,8399999999999;1;9;1;20
3;parcialmente_nublado;2;440,0;4;631,38;1;6;1;20
4;nublado;1;440,0;4;561,28;1;7;1;20
5;ceu_aberto;1;440,0;4;610,07;1;9;1;20
6;ceu_aberto;3;440,0;4;551,52;1;7;1;20
7;parcialmente_nublado;2;440,0;4;574,8199999999999;1;8;1;20
8;parcialmente_nublado;1;440,0;4;555,5699999999999;1;1;1;20
9;parcialmente_nublado;3;440,0;4;614,8;1;9;1;20
10;ceu_aberto;2;440,0;4;601,97;1;8;1;20
11;nublado;1;440,0;4;503,28;1;2;1;20
12;ceu_aberto;2;440,0;4;664,34;1;2;1;20
13;parcialmente_nublado;1;440,0;4;533,48;1;7;1;20
14;nublado;3;440,0;4;637,98;1;9;1;20
15;ceu_aberto;2;440,0;4;725,63;1;4;1;20
16;parcialmente_nublado;2;440,0;4;728,15;1;9;1;20
17;ceu_aberto;1;440,0;4;534,77;1;7;1;20
18;ceu_aberto;3;440,0;4;393,24;1;1;1;20
19;parcialmente_nublado;1;440,0;4;608,8;1;3;1;20
20;nublado;3;440,0;4;437,18;1;1;1;20
21;ceu_aberto;1;440,0;4;688,68;1;9;1;20
22;nublado;3;440,0;4;513,27;1;5;1;20
23;ceu_aberto;2;440,0;4;472,40999999999997;1;1;1;20
24;nublado;2;440,0;4;585,21;1;7;1;20
25;nublado;2;440,0;4;744,74;1;5;1;20
26;ceu_aberto;1;440,0;4;693,8299999999999;1;9;1;20
27;ceu_aberto;3;440,0;4;590,86;1;9;1;20
28;ceu_aberto;1;440,0;4;899,33;1;9;1;20
29;parcialmente_nublado;1;440,0;4;681,64;1;9;1;20
30;ceu_aberto;2;440,0;4;696,28;1;1;1;20
31;nublado;2;440,0;4;742,95;1;9;1;20
32;nublado;1;440,0;4;619,9300000000001;1;10;1;20
33;ceu_aberto;3;440,0;4;852,99;1;9;1;20
34;ceu_aberto;1;440,0;4;587,4;1;3;1;20
35;parcialmente_nublado;2;440,0;4;526,74;1;1;1;20
36;parcialmente_nublado;1;440,0;4;769,18;1;9;1;20
37;parcialmente_nublado;2;440,0;4;305,62;1;1;1;20
38;ceu_aberto;1;440,0;4;755,5;1;9;1;20
39;nublado;3;440,0;4;735,69;1;9;1;20
40;parcialmente_nublado;2;440,0;4;705,04;1;7;1;20
41;parcialmente_nublado;2;440,0;4;618,11;1;1;1;20
42;ceu_aberto;1;440,0;4;591,54;1;8;1;20
43;nublado;2;440,0;4;420,5;1;1;1;20
44;nublado;2;440,0;4;562,42;1;1;1;20
45;parcialmente_nublado;1;440,0;4;589,6;1;8;1;20
46;nublado;2;440,0;4;634,01;1;9;1;20
47;parcialmente_nublado;1;440,0;4;624,91;1;5;1;20
48;ceu_aberto;2;440,0;4;690,44;1;9;1;20
49;ceu_aberto;1;440,0;4;620,26;1;3;1;20
50;parcialmente_nublado;1;440,0;4;555,97;1;6;1;20
