id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;nublado;5;2200,0;5;775,51;9;8;1;1;0;170
2;ceu_aberto;5;1750,0;5;844,85;14;8;1;1;0;170
3;ceu_aberto;5;1300,0;5;488,02;7;8;1;1;0;170
4;nublado;5;1950,0;5;834,24;8;7;1;1;0;170
5;parcialmente_nublado;5;1450,0;5;816,78;8;7;1;1;0;170
6;ceu_aberto;5;1650,0;5;672,4499999999999;21;8;1;1;0;170
7;nublado;5;1700,0;5;851,6;8;1;2;1;0;170
8;ceu_aberto;5;1550,0;5;793,7600000000001;10;7;1;1;0;170
9;nublado;5;850,0;5;842,66;2;1;1;1;0;170
10;ceu_aberto;5;2550,0;5;439,67;22;26;1;1;0;170
11;parcialmente_nublado;5;1400,0;5;570,88;8;7;1;1;0;170
12;ceu_aberto;5;2600,0;5;842,64;32;22;1;1;0;170
13;ceu_aberto;5;2450,0;5;528,22;31;31;1;1;0;170
14;nublado;5;2350,0;5;866,5000000000001;9;7;1;1;0;170
15;parcialmente_nublado;5;1800,0;5;559,33;8;7;1;1;0;170
16;nublado;5;1450,0;5;721,4;7;1;1;1;0;170
17;nublado;5;3007,3;5;801,5899999999999;28;17;1;1;0;170
18;ceu_aberto;5;2200,0;5;738,8499999999999;26;26;1;1;0;170
19;ceu_aberto;5;1500,0;5;839,25;8;8;2;1;0;170
20;ceu_aberto;5;1050,0;5;696,6999999999999;1;1;1;1;0;170
21;parcialmente_nublado;5;2900,0;5;745,3;22;21;1;1;0;170
22;ceu_aberto;5;2200,0;5;885,37;27;31;2;1;0;170
23;ceu_aberto;5;2600,0;5;565,8000000000001;32;32;1;1;0;170
24;ceu_aberto;5;1350,0;5;715,55;1;1;1;1;0;170
25;nublado;5;2750,0;5;799,9;27;9;1;1;0;170
26;nublado;5;2250,0;5;762,76;9;7;1;1;0;170
27;nublado;5;1950,0;5;729,88;7;1;1;1;0;170
28;ceu_aberto;5;2450,0;5;756,6899999999999;20;15;1;1;0;170
29;nublado;5;2900,0;5;600,9100000000001;23;17;1;1;0;170
30;parcialmente_nublado;5;2800,0;5;529,87;27;23;1;1;0;170
31;nublado;5;1850,0;5;793,1600000000001;8;7;1;1;0;170
32;nublado;5;2800,0;5;832,71;26;8;1;1;0;170
33;nublado;5;1300,0;5;966,31;1;1;2;1;0;170
34;parcialmente_nublado;5;1550,0;5;626,64;7;7;1;1;0;170
35;ceu_aberto;5;1150,0;5;940,15;8;7;2;1;0;170
36;nublado;5;1900,0;5;830,77;7;2;1;1;0;170
37;nublado;5;850,0;5;688,47;1;1;1;1;0;170
38;nublado;5;1800,0;5;826,81;8;7;1;1;0;170
39;parcialmente_nublado;5;2200,0;5;1103,9;8;7;7;1;0;170
40;ceu_aberto;5;1650,0;5;736,06;8;7;1;1;0;170
41;ceu_aberto;5;1800,0;5;638,14;8;7;1;1;0;170
42;parcialmente_nublado;5;1450,0;5;695,38;8;8;1;1;0;170
43;ceu_aberto;5;1850,0;5;498,64;21;23;1;1;0;170
44;parcialmente_nublado;5;1200,0;5;915,44;7;2;2;1;0;170
45;nublado;5;1950,0;5;808,73;8;2;1;1;0;170
46;ceu_aberto;5;1450,0;5;466,84000000000003;7;7;1;1;0;170
47;parcialmente_nublado;5;2100,0;5;835,8299999999999;17;8;2;1;0;170
48;parcialmente_nublado;5;2100,0;5;813,11;8;8;1;1;0;170
49;parcialmente_nublado;5;2350,0;5;727,74;21;22;1;1;0;170
50;nublado;5;2500,0;5;575,4200000000001;22;17;1;1;0;170
