id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;nublado;1;13;136,9;237,13;1,732
1;nublado;2;17;219,2;125,21;0,571
1;nublado;3;24;111,63;400,07;3,584
1;nublado;4;31;84,4;289,02;3,424
1;nublado;5;13;139,82;208,08;1,488
1;nublado;6;1;159,36;318,58;1,999
1;nublado;7;25;188,45;374,64;1,988
1;nublado;8;22;245,57;326,75;1,331
1;nublado;9;15;104,37;453,74;4,347
1;nublado;10;3;165,18;385,33;2,333
1;nublado;11;22;135,95;447,59;3,292
1;nublado;12;13;232,25;477,17;2,055
1;nublado;13;6;182,65;192,17;1,052
1;nublado;14;31;165,73;301,53;1,819
1;nublado;15;24;238,3;328,16;1,377
1;nublado;16;19;58,82;132,25;2,248
2;parcialmente_nublado;1;30;159,38;466,0;2,924
2;parcialmente_nublado;2;33;141,55;313,85;2,217
2;parcialmente_nublado;3;7;145,55;490,65;3,371
2;parcialmente_nublado;4;34;198,84;252,11;1,268
2;parcialmente_nublado;5;24;168,93;140,9;0,834
2;parcialmente_nublado;6;10;75,38;407,59;5,407
2;parcialmente_nublado;7;20;50,88;206,17;4,052
2;parcialmente_nublado;8;8;114,4;402,69;3,52
2;parcialmente_nublado;9;4;194,16;369,38;1,902
2;parcialmente_nublado;10;6;198,09;182,85;0,923
2;parcialmente_nublado;11;29;174,06;143,54;0,825
2;parcialmente_nublado;12;20;179,92;373,25;2,075
2;parcialmente_nublado;13;11;239,15;298,13;1,247
2;parcialmente_nublado;14;23;161,5;494,89;3,064
2;parcialmente_nublado;15;6;121,3;168,4;1,388
2;parcialmente_nublado;16;29;188,0;226,29;1,204
3;nublado;1;18;90,83;489,19;5,386
3;nublado;2;17;200,48;220,46;1,1
3;nublado;3;28;107,44;132,01;1,229
3;nublado;4;23;104,19;105,65;1,014
3;nublado;5;22;198,83;418,02;2,102
3;nublado;6;32;133,45;157,78;1,182
3;nublado;7;1;159,91;237,88;1,488
3;nublado;8;20;118,78;186,37;1,569
3;nublado;9;28;117,11;195,55;1,67
3;nublado;10;9;164,68;425,0;2,581
3;nublado;11;9;85,27;475,35;5,575
3;nublado;12;32;165,83;476,11;2,871
3;nublado;13;18;172,18;421,08;2,446
3;nublado;14;2;151,71;168,34;1,11
3;nublado;15;6;176,92;291,7;1,649
3;nublado;16;21;184,43;168,87;0,916
4;nublado;1;24;184,89;158,17;0,855
4;nublado;2;24;111,44;440,71;3,955
4;nublado;3;9;138,99;120,22;0,865
4;nublado;4;20;146,94;374,39;2,548
4;nublado;5;24;203,8;471,31;2,313
4;nublado;6;29;161,35;339,89;2,107
4;nublado;7;3;113,61;404,97;3,565
4;nublado;8;19;182,98;292,06;1,596
4;nublado;9;9;174,75;191,37;1,095
4;nublado;10;1;154,95;210,86;1,361
4;nublado;11;16;154,31;328,1;2,126
4;nublado;12;3;109,27;150,02;1,373
4;nublado;13;34;221,55;340,99;1,539
4;nublado;14;9;220,78;172,98;0,783
4;nublado;15;20;70,62;309,31;4,38
4;nublado;16;34;249,31;187,67;0,753
5;ceu_aberto;1;7;143,98;162,34;1,128
5;ceu_aberto;2;19;195,22;133,23;0,682
5;ceu_aberto;3;33;104,76;287,63;2,746
5;ceu_aberto;4;30;208,64;263,55;1,263
5;ceu_aberto;5;28;130,01;445,09;3,424
5;ceu_aberto;6;8;121,06;389,35;3,216
5;ceu_aberto;7;31;69,06;377,93;5,472
5;ceu_aberto;8;4;183,04;164,61;0,899
5;ceu_aberto;9;29;201,14;250,3;1,244
5;ceu_aberto;10;10;219,75;254,09;1,156
5;ceu_aberto;11;30;206,9;468,99;2,267
