id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;parcialmente_nublado;PVSystem;PV_barra814;814;50,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra832;832;50,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra822;822;800,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra834;834;600,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra844;844;260,0;;PV_irr_real1
1;parcialmente_nublado;Storage;BESS_barra812;812;88,35;328.94;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra836;836;100,66;281.45;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra848;848;226,54;174.49;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra808;808;157,75;261.34;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra858;858;189,64;457.26;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra818;818;240,26;280.51;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra852;852;134,41;361.41;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra810;810;220,19;229.44;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra820;820;79,6;495.98;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra842;842;200,52;312.16;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra862;862;183,11;458.54;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra802;802;58,43;340.29;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra888;888;220,74;191.35;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra850;850;152,96;448.43;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra806;806;55,36;400.02;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra846;846;104,47;208.23;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra862;862;200,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra834;834;500,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra838;838;250,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra806;806;150,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra854;854;660,0;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra860;860;72,5;129.08;BESS_fixo
2;ceu_aberto;Storage;BESS_barra824;824;133,95;102.09;BESS_fixo
2;ceu_aberto;Storage;BESS_barra832;832;192,62;403.33;BESS_fixo
2;ceu_aberto;Storage;BESS_barra888;888;180,72;228.35;BESS_fixo
2;ceu_aberto;Storage;BESS_barra812;812;138,93;116.13;BESS_fixo
2;ceu_aberto;Storage;BESS_barra830;830;146,77;464.72;BESS_fixo
2;ceu_aberto;Storage;BESS_barra822;822;142,35;491.01;BESS_fixo
2;ceu_aberto;Storage;BESS_barra814;814;243,45;470.13;BESS_fixo
2;ceu_aberto;Storage;BESS_barra818;818;239,2;266.53;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;149,25;477.13;BESS_fixo
2;ceu_aberto;Storage;BESS_barra810;810;210,04;346.24;BESS_fixo
2;ceu_aberto;Storage;BESS_barra826;826;188,46;255.91;BESS_fixo
2;ceu_aberto;Storage;BESS_barra846;846;196,97;448.41;BESS_fixo
2;ceu_aberto;Storage;BESS_barra850;850;58,22;332.0;BESS_fixo
2;ceu_aberto;Storage;BESS_barra820;820;116,13;330.98;BESS_fixo
2;ceu_aberto;Storage;BESS_barra890;890;124,97;307.67;BESS_fixo
3;ceu_aberto;PVSystem;PV_barra860;860;150,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra822;822;250,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra836;836;200,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra848;848;200,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra812;812;200,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra850;850;760,0;;PV_irr_real3
3;ceu_aberto;Storage;BESS_barra888;888;220,26;226.96;BESS_fixo
3;ceu_aberto;Storage;BESS_barra844;844;229,57;214.13;BESS_fixo
3;ceu_aberto;Storage;BESS_barra816;816;77,69;151.17;BESS_fixo
3;ceu_aberto;Storage;BESS_barra810;810;244,55;341.26;BESS_fixo
3;ceu_aberto;Storage;BESS_barra842;842;121,63;354.2;BESS_fixo
3;ceu_aberto;Storage;BESS_barra826;826;244,73;250.66;BESS_fixo
3;ceu_aberto;Storage;BESS_barra834;834;131,13;328.31;BESS_fixo
3;ceu_aberto;Storage;BESS_barra800;800;197,51;267.97;BESS_fixo
3;ceu_aberto;Storage;BESS_barra830;830;244,59;312.98;BESS_fixo
3;ceu_aberto;Storage;BESS_barra858;858;114,73;213.64;BESS_fixo
3;ceu_aberto;Storage;BESS_barra806;806;185,15;393.01;BESS_fixo
3;ceu_aberto;Storage;BESS_barra862;862;202,96;208.77;BESS_fixo
3;ceu_aberto;Storage;BESS_barra814;814;177,41;165.82;BESS_fixo
3;ceu_aberto;Storage;BESS_barra808;808;104,92;490.54;BESS_fixo
3;ceu_aberto;Storage;BESS_barra846;846;139,66;499.62;BESS_fixo
3;ceu_aberto;Storage;BESS_barra818;818;230,39;171.36;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra820;820;300,0;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra814;814;100,0;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra802;802;1000,0;;PV_irr_real4
