id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;parcialmente_nublado;80,0;5;1760,0;16
2;ceu_aberto;80,0;5;1760,0;16
3;ceu_aberto;80,0;6;1760,0;16
4;ceu_aberto;80,0;5;1760,0;16
5;ceu_aberto;80,0;5;1760,0;16
6;parcialmente_nublado;80,0;4;1760,0;16
7;parcialmente_nublado;80,0;7;1760,0;16
8;ceu_aberto;80,0;5;1760,0;16
9;nublado;80,0;5;1760,0;16
10;parcialmente_nublado;80,0;3;1760,0;16
11;ceu_aberto;80,0;3;1760,0;16
12;parcialmente_nublado;80,0;5;1760,0;16
13;parcialmente_nublado;80,0;6;1760,0;16
14;ceu_aberto;80,0;6;1760,0;16
15;parcialmente_nublado;80,0;6;1760,0;16
16;ceu_aberto;80,0;5;1760,0;16
17;parcialmente_nublado;80,0;4;1760,0;16
18;ceu_aberto;80,0;6;1760,0;16
19;nublado;80,0;5;1760,0;16
20;nublado;80,0;4;1760,0;16
21;ceu_aberto;80,0;5;1760,0;16
22;ceu_aberto;80,0;8;1760,0;16
23;nublado;80,0;10;1760,0;16
24;nublado;80,0;4;1760,0;16
25;ceu_aberto;80,0;5;1760,0;16
26;parcialmente_nublado;80,0;6;1760,0;16
27;ceu_aberto;80,0;4;1760,0;16
28;ceu_aberto;80,0;7;1760,0;16
29;nublado;80,0;5;1760,0;16
30;ceu_aberto;80,0;5;1760,0;16
31;ceu_aberto;80,0;6;1760,0;16
32;nublado;80,0;10;1760,0;16
33;parcialmente_nublado;80,0;5;1760,0;16
34;nublado;80,0;5;1760,0;16
35;parcialmente_nublado;80,0;5;1760,0;16
36;ceu_aberto;80,0;7;1760,0;16
37;nublado;80,0;6;1760,0;16
38;nublado;80,0;4;1760,0;16
39;nublado;80,0;4;1760,0;16
40;ceu_aberto;80,0;7;1760,0;16
41;nublado;80,0;5;1760,0;16
42;ceu_aberto;80,0;5;1760,0;16
43;ceu_aberto;80,0;6;1760,0;16
44;ceu_aberto;80,0;8;1760,0;16
45;nublado;80,0;6;1760,0;16
46;parcialmente_nublado;80,0;7;1760,0;16
47;parcialmente_nublado;80,0;10;1760,0;16
48;parcialmente_nublado;80,0;5;1760,0;16
49;nublado;80,0;5;1760,0;16
50;parcialmente_nublado;80,0;7;1760,0;16
