id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;nublado;1;25;50,0
1;nublado;2;13;350,0
1;nublado;3;28;250,0
1;nublado;4;13;700,0
1;nublado;5;13;65,2
2;parcialmente_nublado;1;31;300,0
2;parcialmente_nublado;2;24;50,0
2;parcialmente_nublado;3;20;300,0
2;parcialmente_nublado;4;17;765,2
3;nublado;1;11;100,0
3;nublado;2;32;700,0
3;nublado;3;14;600,0
3;nublado;4;6;15,2
4;nublado;1;27;350,0
4;nublado;2;32;400,0
4;nublado;3;2;50,0
4;nublado;4;7;100,0
4;nublado;5;28;515,2
5;ceu_aberto;1;13;100,0
5;ceu_aberto;2;3;100,0
5;ceu_aberto;3;7;450,0
5;ceu_aberto;4;25;700,0
5;ceu_aberto;5;34;65,2
6;ceu_aberto;1;15;950,0
6;ceu_aberto;2;32;200,0
6;ceu_aberto;3;25;265,2
7;parcialmente_nublado;1;4;400,0
7;parcialmente_nublado;2;19;800,0
7;parcialmente_nublado;3;29;215,2
8;parcialmente_nublado;1;22;350,0
8;parcialmente_nublado;2;8;600,0
8;parcialmente_nublado;3;30;400,0
8;parcialmente_nublado;4;3;65,2
9;parcialmente_nublado;1;7;500,0
9;parcialmente_nublado;2;16;600,0
9;parcialmente_nublado;3;22;200,0
9;parcialmente_nublado;4;4;115,2
10;ceu_aberto;1;32;150,0
10;ceu_aberto;2;25;250,0
10;ceu_aberto;3;2;700,0
10;ceu_aberto;4;6;315,2
11;parcialmente_nublado;1;18;150,0
11;parcialmente_nublado;2;2;600,0
11;parcialmente_nublado;3;20;100,0
11;parcialmente_nublado;4;4;300,0
11;parcialmente_nublado;5;6;250,0
11;parcialmente_nublado;6;34;15,2
12;parcialmente_nublado;1;13;50,0
12;parcialmente_nublado;2;34;600,0
12;parcialmente_nublado;3;16;200,0
12;parcialmente_nublado;4;2;565,2
13;ceu_aberto;1;8;50,0
13;ceu_aberto;2;24;50,0
13;ceu_aberto;3;6;500,0
13;ceu_aberto;4;18;200,0
13;ceu_aberto;5;32;615,2
14;parcialmente_nublado;1;24;700,0
14;parcialmente_nublado;2;20;650,0
14;parcialmente_nublado;3;7;65,2
15;ceu_aberto;1;24;50,0
