id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;razao_bess_pv
1;nublado;20,0;5;353,79999999999995;5;123,84;0,35
2;nublado;20,0;5;353,8;5;123,83;0,35
3;ceu_aberto;20,0;5;353,8;5;123,83;0,35
4;parcialmente_nublado;20,0;5;353,8;5;123,82;0,35
5;ceu_aberto;20,0;5;353,79;5;123,84;0,35
6;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
7;ceu_aberto;20,0;5;353,8;5;123,83;0,35
8;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
9;parcialmente_nublado;20,0;5;353,78999999999996;5;123,83;0,35
10;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
11;ceu_aberto;20,0;5;353,8;5;123,83;0,35
12;ceu_aberto;20,0;5;353,8;5;123,83;0,35
13;parcialmente_nublado;20,0;5;353,8;5;123,84;0,35
14;nublado;20,0;5;353,8;5;123,84;0,35
15;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
16;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
17;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
18;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
19;nublado;20,0;5;353,8;5;123,83;0,35
20;nublado;20,0;5;353,8;5;123,83;0,35
21;nublado;20,0;5;353,8;5;123,82;0,35
22;nublado;20,0;5;353,81;5;123,83;0,35
23;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
24;ceu_aberto;20,0;5;353,81;5;123,83;0,35
25;nublado;20,0;5;353,8;5;123,83;0,35
26;ceu_aberto;20,0;5;353,78999999999996;5;123,84;0,35
27;nublado;20,0;5;353,8;5;123,83;0,35
28;ceu_aberto;20,0;5;353,78999999999996;5;123,83;0,35
29;parcialmente_nublado;20,0;5;353,79;5;123,84;0,35
30;ceu_aberto;20,0;5;353,8;5;123,83;0,35
31;parcialmente_nublado;20,0;5;353,81;5;123,83;0,35
32;parcialmente_nublado;20,0;5;353,81;5;123,83;0,35
33;ceu_aberto;20,0;5;353,8;5;123,83;0,35
34;ceu_aberto;20,0;5;353,8;5;123,83;0,35
35;ceu_aberto;20,0;5;353,8;5;123,83;0,35
36;ceu_aberto;20,0;5;353,8;5;123,83;0,35
37;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
38;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
39;ceu_aberto;20,0;5;353,79;5;123,82;0,35
40;ceu_aberto;20,0;5;353,8;5;123,82;0,35
41;parcialmente_nublado;20,0;5;353,79999999999995;5;123,82;0,35
42;parcialmente_nublado;20,0;5;353,81;5;123,84;0,35
43;ceu_aberto;20,0;5;353,79;5;123,82;0,35
44;parcialmente_nublado;20,0;5;353,8;5;123,82;0,35
45;nublado;20,0;5;353,8;5;123,84;0,35
46;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
47;parcialmente_nublado;20,0;5;353,81;5;123,83;0,35
48;parcialmente_nublado;20,0;5;353,8;5;123,84;0,35
49;parcialmente_nublado;20,0;5;353,81;5;123,82;0,35
50;parcialmente_nublado;20,0;5;353,81;5;123,82;0,35
51;ceu_aberto;20,0;5;353,81;5;123,83;0,35
52;ceu_aberto;20,0;5;353,8;5;123,83;0,35
53;ceu_aberto;20,0;5;353,8;5;123,83;0,35
54;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
55;ceu_aberto;20,0;5;353,79;5;123,84;0,35
56;parcialmente_nublado;20,0;5;353,8;5;123,82;0,35
57;ceu_aberto;20,0;5;353,8;5;123,84;0,35
58;ceu_aberto;20,0;5;353,8;5;123,83;0,35
59;ceu_aberto;20,0;5;353,79999999999995;5;123,84;0,35
60;ceu_aberto;20,0;5;353,8;5;123,82;0,35
61;ceu_aberto;20,0;5;353,8;5;123,82;0,35
62;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
63;ceu_aberto;20,0;5;353,8;5;123,83;0,35
64;nublado;20,0;5;353,8;5;123,83;0,35
65;parcialmente_nublado;20,0;5;353,79;5;123,82;0,35
66;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
67;ceu_aberto;20,0;5;353,79;5;123,84;0,35
68;ceu_aberto;20,0;5;353,78999999999996;5;123,82;0,35
69;ceu_aberto;20,0;5;353,79999999999995;5;123,83;0,35
70;parcialmente_nublado;20,0;5;353,79;5;123,83;0,35
71;ceu_aberto;20,0;5;353,8;5;123,82;0,35
72;parcialmente_nublado;20,0;5;353,8;5;123,84;0,35
73;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
74;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
75;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
76;parcialmente_nublado;20,0;5;353,8;5;123,83;0,35
77;ceu_aberto;20,0;5;353,81;5;123,84;0,35
78;ceu_aberto;20,0;5;353,8;5;123,83;0,35
79;ceu_aberto;20,0;5;353,8;5;123,83;0,35
80;parcialmente_nublado;20,0;5;353,81;5;123,83;0,35
81;ceu_aberto;20,0;5;353,81;5;123,82;0,35
82;ceu_aberto;20,0;5;353,81;5;123,83;0,35
83;ceu_aberto;20,0;5;353,78999999999996;5;123,82;0,35
84;nublado;20,0;5;353,81;5;123,82;0,35
85;ceu_aberto;20,0;5;353,8;5;123,83;0,35
86;parcialmente_nublado;20,0;5;353,8;5;123,84;0,35
87;ceu_aberto;20,0;5;353,8;5;123,83;0,35
88;nublado;20,0;5;353,8;5;123,83;0,35
89;parcialmente_nublado;20,0;5;353,8;5;123,82;0,35
90;parcialmente_nublado;20,0;5;353,8;5;123,82;0,35
91;parcialmente_nublado;20,0;5;353,79;5;123,83;0,35
92;parcialmente_nublado;20,0;5;353,79999999999995;5;123,83;0,35
93;ceu_aberto;20,0;5;353,8;5;123,83;0,35
94;ceu_aberto;20,0;5;353,79;5;123,83;0,35
95;parcialmente_nublado;20,0;5;353,81;5;123,84;0,35
96;ceu_aberto;20,0;5;353,81;5;123,82;0,35
97;nublado;20,0;5;353,78999999999996;5;123,84;0,35
98;ceu_aberto;20,0;5;353,78999999999996;5;123,83;0,35
99;ceu_aberto;20,0;5;353,8;5;123,84;0,35
100;ceu_aberto;20,0;5;353,81;5;123,83;0,35
101;parcialmente_nublado;20,0;5;353,81;5;123,83;0,35
102;ceu_aberto;20,0;5;353,8;5;123,83;0,35
103;parcialmente_nublado;20,0;5;353,81;5;123,84;0,35
104;nublado;20,0;5;353,78999999999996;5;123,83;0,35
105;ceu_aberto;20,0;5;353,78999999999996;5;123,83;0,35
106;parcialmente_nublado;20,0;5;353,81;5;123,83;0,35
107;ceu_aberto;20,0;5;353,8;5;123,83;0,35
