id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;nublado;5;1700,0;5;891,52;8;1;2;1;0;150
2;nublado;5;1000,0;5;809,8000000000001;2;1;1;1;0;150
3;nublado;5;1700,0;5;825,1;9;2;1;1;0;150
4;parcialmente_nublado;5;1900,0;5;1008,1200000000001;9;17;4;1;0;150
5;ceu_aberto;5;2400,0;5;711,91;25;21;1;1;0;150
6;ceu_aberto;5;1650,0;5;692,37;22;18;1;1;0;150
7;nublado;5;950,0;5;917,23;1;1;2;1;0;150
8;ceu_aberto;5;1450,0;5;1089,53;8;7;7;1;0;150
9;nublado;5;1550,0;5;809,9399999999999;7;1;1;1;0;150
10;parcialmente_nublado;5;2200,0;5;699,8599999999999;8;18;1;1;0;150
11;nublado;5;1850,0;5;513,49;7;1;1;1;0;150
12;nublado;5;2150,0;5;780,5500000000001;15;8;1;1;0;150
13;nublado;5;1350,0;5;779,37;7;1;1;1;0;150
14;ceu_aberto;5;1800,0;5;637,1000000000001;27;23;1;1;0;150
15;ceu_aberto;5;2100,0;5;758,0000000000001;26;27;1;1;0;150
16;ceu_aberto;5;2000,0;5;808,99;27;8;1;1;0;150
17;nublado;5;1700,0;5;804,62;8;2;1;1;0;150
18;ceu_aberto;5;2100,0;5;468,75;22;23;1;1;0;150
19;ceu_aberto;5;2000,0;5;535,73;25;22;1;1;0;150
20;ceu_aberto;5;1700,0;5;685,36;8;8;1;1;0;150
21;parcialmente_nublado;5;1150,0;5;607,84;7;7;1;1;0;150
22;nublado;5;1350,0;5;905,52;8;1;2;1;0;150
23;parcialmente_nublado;5;1800,0;5;535,24;8;8;1;1;0;150
24;ceu_aberto;5;1600,0;5;690,39;8;8;1;1;0;150
25;ceu_aberto;5;1900,0;5;907,7;8;7;2;1;0;150
26;ceu_aberto;5;2150,0;5;762,51;27;27;1;1;0;150
27;nublado;5;2250,0;5;986,32;19;7;7;1;0;150
28;ceu_aberto;5;1850,0;5;769,9100000000001;12;25;1;1;0;150
29;nublado;5;1150,0;5;464,07;2;1;1;1;0;150
30;ceu_aberto;5;1650,0;5;725,6999999999999;8;8;1;1;0;150
31;parcialmente_nublado;5;2400,0;5;517,49;20;25;1;1;0;150
32;parcialmente_nublado;5;1250,0;5;761,6;7;5;1;1;0;150
33;nublado;5;1900,0;5;495,91;7;2;1;1;0;150
34;ceu_aberto;5;850,0;5;866,44;7;1;2;1;0;150
35;nublado;5;1050,0;5;852,9000000000001;2;1;1;1;0;150
36;nublado;5;2000,0;5;711,0699999999999;7;7;1;1;0;150
37;nublado;5;2653,5;5;586,94;11;8;1;1;0;150
38;nublado;5;2550,0;5;659,36;9;8;1;1;0;150
39;ceu_aberto;5;1200,0;5;723,76;2;1;1;1;0;150
40;nublado;5;2450,0;5;712,87;8;2;1;1;0;150
41;nublado;5;1700,0;5;638,51;8;7;1;1;0;150
42;parcialmente_nublado;5;1450,0;5;793,24;7;2;1;1;0;150
43;parcialmente_nublado;5;1250,0;5;686,6600000000001;5;1;1;1;0;150
44;ceu_aberto;5;2200,0;5;608,51;26;23;1;1;0;150
45;parcialmente_nublado;5;2450,0;5;973,09;27;23;2;1;0;150
46;parcialmente_nublado;5;1550,0;5;1054,9499999999998;8;7;6;1;0;150
47;parcialmente_nublado;4;2653,5;5;570,22;11;8;1;1;0;150
48;nublado;5;1450,0;5;589,0699999999999;7;1;1;1;0;150
49;parcialmente_nublado;5;2200,0;5;650,79;21;25;1;1;0;150
50;parcialmente_nublado;5;1500,0;5;545,03;8;7;1;1;0;150
