id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;ceu_aberto;7;1980,0;18;2377,58;36;36;1;90
2;parcialmente_nublado;6;1980,0;18;2736,78;18;36;1;90
3;nublado;5;1980,0;18;2702,1999999999994;7;36;1;90
4;ceu_aberto;5;1980,0;18;2758,8399999999997;36;35;1;90
5;parcialmente_nublado;8;1980,0;18;2622,6499999999996;9;36;1;90
6;parcialmente_nublado;8;1980,0;18;2427,47;21;22;1;90
7;parcialmente_nublado;7;1980,0;18;2829,9500000000003;10;35;1;90
8;parcialmente_nublado;7;1980,0;18;2981,45;8;35;1;90
9;parcialmente_nublado;5;1980,0;18;2266,66;35;36;1;90
10;nublado;8;1980,0;18;2481,4700000000003;7;35;1;90
11;parcialmente_nublado;6;1980,0;18;2227,66;11;34;1;90
12;ceu_aberto;9;1980,0;18;2887,4999999999995;22;36;1;90
13;parcialmente_nublado;5;1980,0;18;2811,89;9;36;1;90
14;ceu_aberto;7;1980,0;18;2513,52;30;36;1;90
15;parcialmente_nublado;4;1980,0;18;2631,9800000000005;9;36;1;90
16;parcialmente_nublado;7;1980,0;18;2879,5899999999997;24;36;1;90
17;ceu_aberto;4;1980,0;18;2805,96;35;36;1;90
18;nublado;5;1980,0;18;2612,4500000000003;7;36;1;90
19;parcialmente_nublado;7;1980,0;18;2939,32;8;36;1;90
20;ceu_aberto;5;1980,0;18;2243,2400000000002;9;36;1;90
21;nublado;5;1980,0;18;2308,5600000000004;10;32;1;90
22;nublado;7;1980,0;18;2812,9000000000005;25;36;1;90
23;nublado;6;1980,0;18;2703,25;5;36;1;90
24;ceu_aberto;7;1980,0;18;2885,2500000000005;26;36;1;90
25;nublado;6;1980,0;18;2991,3;8;36;1;90
26;parcialmente_nublado;6;1980,0;18;2877,8999999999996;11;35;1;90
27;ceu_aberto;4;1980,0;18;2572,9;36;35;1;90
28;parcialmente_nublado;6;1980,0;18;2806,0399999999995;13;35;1;90
29;ceu_aberto;6;1980,0;18;2702,2200000000003;11;35;1;90
30;parcialmente_nublado;5;1980,0;18;2662,63;12;35;1;90
31;nublado;8;1980,0;18;2899,2099999999996;1;35;1;90
32;parcialmente_nublado;10;1980,0;18;2695,4500000000003;25;36;1;90
33;parcialmente_nublado;7;1980,0;18;2796,44;9;36;1;90
34;nublado;6;1980,0;18;2900,0399999999995;1;36;1;90
35;parcialmente_nublado;4;1980,0;18;2378,84;22;22;1;90
36;ceu_aberto;7;1980,0;18;2718,6200000000003;36;35;1;90
37;ceu_aberto;5;1980,0;18;2901,5999999999995;34;36;1;90
38;nublado;7;1980,0;18;2722,98;8;35;1;90
39;nublado;7;1980,0;18;2770,0800000000004;2;36;1;90
40;nublado;5;1980,0;18;2865,85;3;35;1;90
41;nublado;7;1980,0;18;2943,9500000000003;9;36;1;90
42;ceu_aberto;10;1980,0;18;2620,3400000000006;36;32;1;90
43;parcialmente_nublado;5;1980,0;18;2509,7599999999998;10;36;1;90
44;ceu_aberto;7;1980,0;18;2796,27;36;36;1;90
45;nublado;6;1980,0;18;2576,12;2;22;1;90
46;nublado;5;1980,0;18;2506,1000000000004;7;35;1;90
47;nublado;7;1980,0;18;2744,77;8;35;1;90
48;parcialmente_nublado;5;1980,0;18;2551,44;24;35;1;90
49;nublado;4;1980,0;18;2752,4099999999994;7;35;1;90
50;ceu_aberto;5;1980,0;18;2794,3;36;36;1;90
