id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;nublado;11;2860,0;26;3507,5600000000004;25;35;1;130
2;parcialmente_nublado;8;2860,0;26;4536,9;35;35;1;130
3;nublado;10;2860,0;26;3845,87;8;35;1;130
4;nublado;9;2860,0;26;3855,1400000000003;18;36;1;130
5;ceu_aberto;5;2860,0;26;4176,58;35;35;1;130
6;ceu_aberto;8;2860,0;26;3923,99;35;35;1;130
7;ceu_aberto;10;2860,0;26;4096,34;34;35;1;130
8;parcialmente_nublado;8;2860,0;26;3818,3599999999997;35;35;1;130
9;nublado;7;2860,0;26;4248,96;5;35;1;130
10;ceu_aberto;10;2860,0;26;4071,8299999999995;35;35;1;130
11;parcialmente_nublado;9;2860,0;26;3935,4599999999996;28;35;1;130
12;parcialmente_nublado;6;2860,0;26;3761,33;36;35;1;130
13;parcialmente_nublado;8;2860,0;26;3986,96;34;36;1;130
14;parcialmente_nublado;6;2860,0;26;3816,8;35;35;1;130
15;ceu_aberto;8;2860,0;26;3945,1400000000003;35;35;1;130
16;ceu_aberto;12;2860,0;26;4179,18;34;35;1;130
17;nublado;10;2860,0;26;3724,34;33;35;1;130
18;ceu_aberto;8;2860,0;26;4364,2300000000005;35;35;1;130
19;parcialmente_nublado;8;2860,0;26;3500,45;33;35;1;130
20;parcialmente_nublado;7;2860,0;26;4019,61;33;35;1;130
21;parcialmente_nublado;7;2860,0;26;3713,6299999999997;34;36;1;130
22;nublado;11;2860,0;26;3998,62;33;35;1;130
23;ceu_aberto;9;2860,0;26;3388,69;34;36;1;130
24;parcialmente_nublado;9;2860,0;26;3548,2099999999996;7;35;1;130
25;parcialmente_nublado;7;2860,0;26;4317,66;34;35;1;130
26;nublado;8;2860,0;26;3849,9100000000003;33;35;1;130
27;parcialmente_nublado;10;2860,0;26;3876,51;34;35;1;130
28;parcialmente_nublado;7;2860,0;26;3678,29;11;35;1;130
29;parcialmente_nublado;10;2860,0;26;4067,3999999999996;16;35;1;130
30;nublado;11;2860,0;26;3719,0800000000004;34;35;1;130
31;nublado;8;2860,0;26;4126,59;34;35;1;130
32;ceu_aberto;6;2860,0;26;3877,92;35;35;1;130
33;nublado;8;2860,0;26;3820,8799999999997;7;35;1;130
34;ceu_aberto;6;2860,0;26;4020,67;34;35;1;130
35;parcialmente_nublado;10;2860,0;26;3833,7899999999995;33;35;1;130
36;ceu_aberto;10;2860,0;26;3749,5599999999995;34;35;1;130
37;ceu_aberto;8;2860,0;26;4216,7300000000005;35;35;1;130
38;parcialmente_nublado;8;2860,0;26;3293,44;34;36;1;130
39;ceu_aberto;12;2860,0;26;4557,6900000000005;35;35;1;130
40;ceu_aberto;7;2860,0;26;3869,6499999999996;34;36;1;130
41;nublado;7;2860,0;26;4008,4200000000005;34;35;1;130
42;parcialmente_nublado;6;2860,0;26;3757,04;36;35;1;130
43;ceu_aberto;11;2860,0;26;4016,39;35;35;1;130
44;ceu_aberto;7;2860,0;26;3941,74;35;35;1;130
45;nublado;5;2860,0;26;3958,41;29;35;1;130
46;nublado;12;2860,0;26;4468,33;10;35;1;130
47;nublado;11;2860,0;26;4152,85;34;35;1;130
48;nublado;6;2860,0;26;4123,7699999999995;7;35;1;130
49;nublado;11;2860,0;26;3622,79;8;36;1;130
50;parcialmente_nublado;10;2860,0;26;3740,4900000000007;35;35;1;130
