id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra860;860;232,58;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;159,59;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;213,15;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra848;848;223,12;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra890;890;232,96;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra860;860;63,22;247.29;BESS_fixo
1;ceu_aberto;Storage;BESS_barra840;840;77,62;199.62;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;77,85;237.24;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;74,96;186.95;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;77,83;176.31;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra860;860;195,9;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra840;840;196,06;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra844;844;251,54;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra848;848;178,05;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra890;890;239,85;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra860;860;86,75;331.78;BESS_fixo
2;ceu_aberto;Storage;BESS_barra840;840;71,31;244.82;BESS_fixo
2;ceu_aberto;Storage;BESS_barra844;844;73,25;279.96;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;67,74;150.11;BESS_fixo
2;ceu_aberto;Storage;BESS_barra890;890;72,45;242.57;BESS_fixo
3;ceu_aberto;PVSystem;PV_barra860;860;235,95;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra840;840;200,07;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra844;844;218,97;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra848;848;210,35;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra890;890;196,05;;PV_irr_real3
3;ceu_aberto;Storage;BESS_barra860;860;81,76;316.41;BESS_fixo
3;ceu_aberto;Storage;BESS_barra840;840;79,9;318.44;BESS_fixo
3;ceu_aberto;Storage;BESS_barra844;844;59,82;132.4;BESS_fixo
3;ceu_aberto;Storage;BESS_barra848;848;78,41;262.58;BESS_fixo
3;ceu_aberto;Storage;BESS_barra890;890;71,61;198.58;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra860;860;191,65;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra840;840;226,43;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra844;844;194,17;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra848;848;237,76;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra890;890;211,39;;PV_irr_real4
4;ceu_aberto;Storage;BESS_barra860;860;72,62;191.22;BESS_fixo
4;ceu_aberto;Storage;BESS_barra840;840;75,9;174.56;BESS_fixo
4;ceu_aberto;Storage;BESS_barra844;844;76,6;257.38;BESS_fixo
4;ceu_aberto;Storage;BESS_barra848;848;72,01;181.34;BESS_fixo
4;ceu_aberto;Storage;BESS_barra890;890;74,36;216.16;BESS_fixo
5;parcialmente_nublado;PVSystem;PV_barra860;860;207,43;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra840;840;221,77;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra844;844;201,5;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra848;848;225,8;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra890;890;204,89;;PV_irr_real5
5;parcialmente_nublado;Storage;BESS_barra860;860;64,94;181.47;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra840;840;72,53;154.08;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra844;844;78,24;224.81;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra848;848;80,25;249.17;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra890;890;75,54;152.36;BESS_fixo
6;parcialmente_nublado;PVSystem;PV_barra860;860;212,27;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra840;840;242,78;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra844;844;207,56;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra848;848;202,44;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra890;890;196,36;;PV_irr_real6
6;parcialmente_nublado;Storage;BESS_barra860;860;73,61;220.18;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra840;840;66,81;237.71;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra844;844;77,01;296.67;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra848;848;78,19;308.43;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra890;890;75,87;235.25;BESS_fixo
7;parcialmente_nublado;PVSystem;PV_barra860;860;208,2;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra840;840;202,03;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra844;844;229,32;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra848;848;226,0;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra890;890;195,85;;PV_irr_real7
7;parcialmente_nublado;Storage;BESS_barra860;860;74,49;159.33;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra840;840;77,38;264.12;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra844;844;68,39;166.6;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra848;848;74,67;183.11;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra890;890;76,55;199.53;BESS_fixo
8;nublado;PVSystem;PV_barra860;860;212,92;;PV_irr_real8
