id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra846;846;100,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra822;822;50,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra854;854;350,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra806;806;650,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra842;842;750,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra852;852;200,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra826;826;50,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra834;834;400,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra800;800;300,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra836;836;50,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra818;818;300,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra858;858;500,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra814;814;260,0;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra856;856;168,28;467.72;BESS_fixo
1;ceu_aberto;Storage;BESS_barra858;858;178,5;375.39;BESS_fixo
1;ceu_aberto;Storage;BESS_barra808;808;163,33;250.07;BESS_fixo
1;ceu_aberto;Storage;BESS_barra810;810;144,03;263.48;BESS_fixo
1;ceu_aberto;Storage;BESS_barra812;812;88,87;228.48;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;79,65;398.51;BESS_fixo
1;ceu_aberto;Storage;BESS_barra850;850;141,75;427.25;BESS_fixo
1;ceu_aberto;Storage;BESS_barra846;846;102,52;354.54;BESS_fixo
1;ceu_aberto;Storage;BESS_barra816;816;168,37;270.08;BESS_fixo
1;ceu_aberto;Storage;BESS_barra862;862;86,85;464.9;BESS_fixo
1;ceu_aberto;Storage;BESS_barra820;820;77,12;280.34;BESS_fixo
1;ceu_aberto;Storage;BESS_barra836;836;223,89;339.91;BESS_fixo
1;ceu_aberto;Storage;BESS_barra814;814;74,96;195.21;BESS_fixo
1;ceu_aberto;Storage;BESS_barra838;838;87,23;431.39;BESS_fixo
1;ceu_aberto;Storage;BESS_barra834;834;81,13;453.84;BESS_fixo
