id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;nublado;1;7;550,0
1;nublado;2;34;50,0
1;nublado;3;32;350,0
1;nublado;4;4;350,0
1;nublado;5;15;400,0
1;nublado;6;33;400,0
1;nublado;7;27;600,0
1;nublado;8;21;50,0
1;nublado;9;12;50,0
1;nublado;10;17;384,2
2;parcialmente_nublado;1;22;250,0
2;parcialmente_nublado;2;3;100,0
2;parcialmente_nublado;3;2;900,0
2;parcialmente_nublado;4;4;250,0
2;parcialmente_nublado;5;2;250,0
2;parcialmente_nublado;6;3;600,0
2;parcialmente_nublado;7;16;400,0
2;parcialmente_nublado;8;11;350,0
2;parcialmente_nublado;9;26;50,0
2;parcialmente_nublado;10;30;34,2
3;nublado;1;4;850,0
3;nublado;2;1;350,0
3;nublado;3;4;50,0
3;nublado;4;5;50,0
3;nublado;5;17;350,0
3;nublado;6;2;650,0
3;nublado;7;6;300,0
3;nublado;8;7;500,0
3;nublado;9;25;84,2
4;parcialmente_nublado;1;8;800,0
4;parcialmente_nublado;2;23;300,0
4;parcialmente_nublado;3;27;250,0
4;parcialmente_nublado;4;1;650,0
4;parcialmente_nublado;5;30;450,0
4;parcialmente_nublado;6;28;200,0
4;parcialmente_nublado;7;33;200,0
4;parcialmente_nublado;8;1;334,2
5;nublado;1;9;300,0
5;nublado;2;26;550,0
5;nublado;3;18;500,0
5;nublado;4;4;50,0
5;nublado;5;34;450,0
5;nublado;6;26;750,0
5;nublado;7;12;550,0
5;nublado;8;26;34,2
6;nublado;1;6;100,0
6;nublado;2;24;350,0
6;nublado;3;21;50,0
6;nublado;4;9;50,0
6;nublado;5;19;650,0
6;nublado;6;16;550,0
6;nublado;7;16;450,0
6;nublado;8;24;300,0
6;nublado;9;11;250,0
6;nublado;10;7;434,2
7;nublado;1;14;350,0
7;nublado;2;26;800,0
7;nublado;3;9;500,0
7;nublado;4;9;300,0
7;nublado;5;7;700,0
7;nublado;6;17;300,0
7;nublado;7;17;234,2
8;parcialmente_nublado;1;9;900,0
8;parcialmente_nublado;2;28;150,0
8;parcialmente_nublado;3;1;350,0
8;parcialmente_nublado;4;16;150,0
8;parcialmente_nublado;5;25;250,0
8;parcialmente_nublado;6;1;300,0
8;parcialmente_nublado;7;25;50,0
8;parcialmente_nublado;8;18;50,0
8;parcialmente_nublado;9;32;50,0
8;parcialmente_nublado;10;14;600,0
8;parcialmente_nublado;11;12;334,2
9;parcialmente_nublado;1;13;50,0
9;parcialmente_nublado;2;8;100,0
9;parcialmente_nublado;3;30;400,0
9;parcialmente_nublado;4;5;600,0
9;parcialmente_nublado;5;33;400,0
9;parcialmente_nublado;6;9;100,0
9;parcialmente_nublado;7;16;250,0
9;parcialmente_nublado;8;20;550,0
9;parcialmente_nublado;9;3;600,0
9;parcialmente_nublado;10;3;134,2
10;nublado;1;21;250,0
10;nublado;2;5;600,0
10;nublado;3;28;750,0
10;nublado;4;17;750,0
10;nublado;5;7;650,0
10;nublado;6;34;184,2
11;nublado;1;33;500,0
11;nublado;2;31;800,0
11;nublado;3;29;550,0
11;nublado;4;1;150,0
11;nublado;5;20;150,0
11;nublado;6;28;600,0
11;nublado;7;1;434,2
12;nublado;1;8;250,0
12;nublado;2;9;1000,0
12;nublado;3;8;600,0
12;nublado;4;24;300,0
12;nublado;5;12;700,0
12;nublado;6;6;150,0
12;nublado;7;4;184,2
13;ceu_aberto;1;27;300,0
13;ceu_aberto;2;34;400,0
13;ceu_aberto;3;13;800,0
13;ceu_aberto;4;13;250,0
13;ceu_aberto;5;19;100,0
13;ceu_aberto;6;11;350,0
13;ceu_aberto;7;34;50,0
13;ceu_aberto;8;18;400,0
13;ceu_aberto;9;30;50,0
13;ceu_aberto;10;23;150,0
13;ceu_aberto;11;19;334,2
14;nublado;1;10;150,0
14;nublado;2;21;500,0
14;nublado;3;6;200,0
14;nublado;4;26;850,0
14;nublado;5;25;700,0
14;nublado;6;29;450,0
14;nublado;7;15;334,2
15;nublado;1;19;650,0
15;nublado;2;21;100,0
15;nublado;3;25;500,0
15;nublado;4;30;250,0
15;nublado;5;27;100,0
15;nublado;6;25;200,0
15;nublado;7;3;350,0
15;nublado;8;6;200,0
15;nublado;9;6;700,0
15;nublado;10;28;50,0
15;nublado;11;13;84,2
16;parcialmente_nublado;1;12;700,0
16;parcialmente_nublado;2;25;100,0
16;parcialmente_nublado;3;25;850,0
16;parcialmente_nublado;4;18;100,0
16;parcialmente_nublado;5;4;500,0
16;parcialmente_nublado;6;11;50,0
16;parcialmente_nublado;7;23;150,0
16;parcialmente_nublado;8;1;450,0
16;parcialmente_nublado;9;8;284,2
17;ceu_aberto;1;14;100,0
17;ceu_aberto;2;26;750,0
17;ceu_aberto;3;28;350,0
17;ceu_aberto;4;26;700,0
17;ceu_aberto;5;32;500,0
17;ceu_aberto;6;32;500,0
17;ceu_aberto;7;26;284,2
18;nublado;1;34;100,0
18;nublado;2;32;50,0
18;nublado;3;8;400,0
18;nublado;4;21;200,0
18;nublado;5;25;200,0
18;nublado;6;19;900,0
18;nublado;7;31;150,0
18;nublado;8;25;450,0
18;nublado;9;18;100,0
18;nublado;10;23;250,0
18;nublado;11;34;384,2
19;ceu_aberto;1;12;250,0
19;ceu_aberto;2;2;700,0
19;ceu_aberto;3;16;400,0
19;ceu_aberto;4;5;700,0
19;ceu_aberto;5;23;50,0
19;ceu_aberto;6;30;150,0
19;ceu_aberto;7;27;600,0
19;ceu_aberto;8;5;300,0
19;ceu_aberto;9;1;34,2
20;parcialmente_nublado;1;25;150,0
20;parcialmente_nublado;2;24;150,0
20;parcialmente_nublado;3;7;450,0
20;parcialmente_nublado;4;31;450,0
20;parcialmente_nublado;5;13;600,0
20;parcialmente_nublado;6;9;1000,0
20;parcialmente_nublado;7;16;100,0
20;parcialmente_nublado;8;32;284,2
21;ceu_aberto;1;14;250,0
21;ceu_aberto;2;23;650,0
21;ceu_aberto;3;12;450,0
21;ceu_aberto;4;12;50,0
21;ceu_aberto;5;32;150,0
21;ceu_aberto;6;6;400,0
21;ceu_aberto;7;20;250,0
21;ceu_aberto;8;34;550,0
21;ceu_aberto;9;17;434,2
22;ceu_aberto;1;22;650,0
22;ceu_aberto;2;31;100,0
22;ceu_aberto;3;26;750,0
22;ceu_aberto;4;15;150,0
22;ceu_aberto;5;6;250,0
22;ceu_aberto;6;14;300,0
22;ceu_aberto;7;32;250,0
22;ceu_aberto;8;1;550,0
22;ceu_aberto;9;7;150,0
22;ceu_aberto;10;9;34,2
23;nublado;1;33;150,0
23;nublado;2;24;50,0
23;nublado;3;20;100,0
23;nublado;4;2;100,0
23;nublado;5;31;850,0
23;nublado;6;1;450,0
23;nublado;7;10;50,0
23;nublado;8;12;200,0
23;nublado;9;17;800,0
23;nublado;10;18;350,0
23;nublado;11;26;84,2
24;ceu_aberto;1;26;350,0
24;ceu_aberto;2;15;850,0
24;ceu_aberto;3;31;800,0
24;ceu_aberto;4;24;850,0
24;ceu_aberto;5;1;150,0
24;ceu_aberto;6;32;50,0
24;ceu_aberto;7;28;134,2
25;nublado;1;30;400,0
25;nublado;2;33;700,0
25;nublado;3;1;50,0
25;nublado;4;33;600,0
25;nublado;5;34;400,0
25;nublado;6;21;100,0
25;nublado;7;27;150,0
25;nublado;8;30;550,0
25;nublado;9;29;100,0
25;nublado;10;28;100,0
25;nublado;11;26;34,2
26;ceu_aberto;1;15;150,0
26;ceu_aberto;2;32;700,0
26;ceu_aberto;3;6;650,0
26;ceu_aberto;4;11;650,0
26;ceu_aberto;5;20;150,0
26;ceu_aberto;6;15;50,0
26;ceu_aberto;7;33;650,0
26;ceu_aberto;8;1;184,2
27;parcialmente_nublado;1;4;500,0
27;parcialmente_nublado;2;3;750,0
27;parcialmente_nublado;3;29;250,0
27;parcialmente_nublado;4;8;950,0
27;parcialmente_nublado;5;34;700,0
27;parcialmente_nublado;6;11;34,2
28;parcialmente_nublado;1;10;100,0
28;parcialmente_nublado;2;7;300,0
28;parcialmente_nublado;3;19;300,0
28;parcialmente_nublado;4;20;350,0
28;parcialmente_nublado;5;34;550,0
28;parcialmente_nublado;6;3;300,0
28;parcialmente_nublado;7;20;650,0
28;parcialmente_nublado;8;8;100,0
28;parcialmente_nublado;9;16;150,0
28;parcialmente_nublado;10;2;250,0
28;parcialmente_nublado;11;29;134,2
29;ceu_aberto;1;31;400,0
29;ceu_aberto;2;12;750,0
29;ceu_aberto;3;14;350,0
29;ceu_aberto;4;4;950,0
29;ceu_aberto;5;8;734,2
30;parcialmente_nublado;1;23;50,0
30;parcialmente_nublado;2;17;150,0
30;parcialmente_nublado;3;10;250,0
30;parcialmente_nublado;4;4;700,0
30;parcialmente_nublado;5;9;150,0
30;parcialmente_nublado;6;4;300,0
30;parcialmente_nublado;7;21;350,0
30;parcialmente_nublado;8;5;650,0
30;parcialmente_nublado;9;11;500,0
30;parcialmente_nublado;10;31;84,2
31;parcialmente_nublado;1;22;750,0
31;parcialmente_nublado;2;1;350,0
31;parcialmente_nublado;3;13;350,0
31;parcialmente_nublado;4;26;200,0
31;parcialmente_nublado;5;12;300,0
31;parcialmente_nublado;6;8;200,0
31;parcialmente_nublado;7;26;300,0
31;parcialmente_nublado;8;26;400,0
31;parcialmente_nublado;9;31;334,2
32;parcialmente_nublado;1;6;150,0
32;parcialmente_nublado;2;24;200,0
32;parcialmente_nublado;3;9;300,0
32;parcialmente_nublado;4;32;200,0
32;parcialmente_nublado;5;34;400,0
32;parcialmente_nublado;6;7;600,0
32;parcialmente_nublado;7;32;500,0
32;parcialmente_nublado;8;10;450,0
32;parcialmente_nublado;9;25;384,2
33;nublado;1;10;650,0
33;nublado;2;23;150,0
33;nublado;3;2;700,0
33;nublado;4;20;300,0
33;nublado;5;23;400,0
33;nublado;6;26;550,0
