id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0437;0,211;0,3874;0,7488;0,7384;1,0;1,0;0,8544;0,6569;0,4301;0,2524;0,0512;0,0018;0,0002;0,0;0,0;0,0;0,0001
2;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0036;0,0342;0,1817;0,4106;0,817;0,8422;0,995;0,9329;0,8794;0,8423;0,3989;0,2269;0,0476;0,0018;0,0002;0,0;0,0;0,0;0,0001
3;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0021;0,0481;0,208;0,3898;0,6239;1,0;0,8999;1,0;0,7911;0,6118;0,5163;0,2538;0,05;0,0021;0,0003;0,0;0,0;0,0;0,0001
4;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0107;0,0839;0,233;0,4408;0,5525;0,6689;0,6067;0,7334;0,562;0,4497;0,3151;0,195;0,0477;0,0038;0,0;0,0002;0,0017;0,0015;0,0022
5;parcialmente_nublado;0,0011;0,001;0,0012;0,0012;0,0007;0,0052;0,0487;0,1793;0,3802;0,4366;0,7081;0,8489;0,7692;0,686;0,6372;0,3472;0,2174;0,0513;0,005;0,0008;0,0007;0,0004;0,0004;0,0003
6;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0123;0,0807;0,238;0,4237;0,534;0,7246;0,6175;0,5423;0,5881;0,4254;0,2478;0,1429;0,0487;0,0045;0,0;0,0002;0,0017;0,0015;0,0015
7;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0104;0,0818;0,3015;0,4232;0,4924;0,5217;0,602;0,761;0,5283;0,4627;0,354;0,1897;0,0589;0,0047;0,0;0,0002;0,0016;0,0012;0,0014
8;parcialmente_nublado;0,001;0,0009;0,001;0,0013;0,0008;0,0037;0,0526;0,1751;0,4502;0,5503;0,8126;0,7835;0,8373;0,8696;0,6141;0,3019;0,1927;0,0579;0,0059;0,0009;0,0007;0,0004;0,0004;0,0004
9;parcialmente_nublado;0,0012;0,0008;0,001;0,0013;0,0007;0,0049;0,0523;0,1923;0,3924;0,5829;0,9545;0,9838;1,0;0,7902;0,4178;0,3941;0,202;0,0465;0,006;0,0008;0,0006;0,0004;0,0004;0,0004
10;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0488;0,1906;0,5585;0,6628;0,97;1,0;0,9202;0,9031;0,8881;0,4826;0,2366;0,0392;0,0018;0,0003;0,0;0,0;0,0;0,0001
11;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0036;0,0449;0,2207;0,5965;0,7182;0,7576;1,0;1,0;0,9094;0,6963;0,5484;0,2694;0,042;0,0022;0,0003;0,0;0,0;0,0;0,0001
12;nublado;0,0004;0,0;0,0;0,0001;0,0;0,013;0,1126;0,2272;0,4304;0,582;0,6199;0,6834;0,5685;0,5516;0,508;0,3133;0,1898;0,0565;0,0043;0,0;0,0002;0,002;0,0016;0,0021
13;parcialmente_nublado;0,0011;0,001;0,0012;0,0011;0,0009;0,0041;0,0569;0,1316;0,3954;0,6089;0,6516;0,9971;1,0;0,6139;0,5727;0,4366;0,2241;0,0559;0,0054;0,0008;0,0006;0,0004;0,0004;0,0004
14;parcialmente_nublado;0,0009;0,001;0,0011;0,0013;0,0009;0,0037;0,0508;0,1912;0,4733;0,5534;0,8536;0,8533;0,6169;0,8272;0,6525;0,3977;0,1435;0,0499;0,005;0,001;0,0007;0,0004;0,0003;0,0004
15;parcialmente_nublado;0,0009;0,0009;0,0011;0,0011;0,001;0,0035;0,0555;0,1891;0,3338;0,6282;0,7837;0,8501;1,0;0,6326;0,6193;0,3026;0,1783;0,0524;0,0054;0,0007;0,0006;0,0004;0,0004;0,0004
16;parcialmente_nublado;0,001;0,001;0,0009;0,0011;0,0009;0,0042;0,0512;0,187;0,36;0,6142;0,5281;0,8649;1,0;0,753;0,6107;0,4076;0,2016;0,0486;0,0048;0,0009;0,0007;0,0003;0,0004;0,0004
17;nublado;0,0003;0,0;0,0;0,0001;0,0;0,0101;0,1143;0,2906;0,3793;0,5268;0,7666;0,615;0,6517;0,5629;0,3746;0,3988;0,1679;0,0513;0,0044;0,0;0,0002;0,0017;0,0018;0,0019
18;parcialmente_nublado;0,001;0,0009;0,0012;0,0011;0,0007;0,0048;0,0443;0,2196;0,3728;0,5846;0,7554;0,9853;0,9689;0,7553;0,6339;0,3731;0,1696;0,0459;0,0054;0,0008;0,0005;0,0004;0,0004;0,0005
19;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0138;0,0658;0,2464;0,4455;0,5291;0,5806;0,5812;0,6875;0,4944;0,5038;0,3062;0,162;0,0551;0,0046;0,0;0,0002;0,0015;0,0017;0,0016
20;parcialmente_nublado;0,0011;0,0009;0,0009;0,0012;0,0009;0,0042;0,0615;0,2068;0,4138;0,6;0,8357;0,9863;0,8366;0,7864;0,5359;0,3999;0,1707;0,0568;0,0063;0,0006;0,0006;0,0003;0,0003;0,0004
21;parcialmente_nublado;0,0012;0,001;0,0013;0,0012;0,0008;0,0038;0,0437;0,2167;0,4029;0,6579;0,7823;0,8549;0,9685;0,7735;0,7215;0,4162;0,1457;0,0501;0,0057;0,0008;0,0007;0,0004;0,0004;0,0004
