id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;nublado;1;5;95,82;108,96;1,137
1;nublado;2;33;157,56;441,23;2,8
1;nublado;3;20;185,77;402,39;2,166
1;nublado;4;13;222,69;333,69;1,498
1;nublado;5;30;157,51;137,9;0,875
1;nublado;6;17;249,0;165,91;0,666
1;nublado;7;26;102,83;310,61;3,021
1;nublado;8;15;103,72;475,98;4,589
1;nublado;9;15;139,57;307,92;2,206
1;nublado;10;18;160,38;214,58;1,338
1;nublado;11;11;105,93;275,36;2,599
1;nublado;12;4;91,41;267,08;2,922
1;nublado;13;25;106,14;192,31;1,812
1;nublado;14;21;174,28;300,82;1,726
1;nublado;15;7;82,11;317,91;3,872
1;nublado;16;34;90,95;409,96;4,508
1;nublado;17;12;60,03;104,31;1,738
1;nublado;18;22;171,2;234,88;1,372
1;nublado;19;23;169,67;381,77;2,25
1;nublado;20;16;196,84;215,94;1,097
1;nublado;21;23;125,27;394,28;3,147
1;nublado;22;3;202,81;280,99;1,385
1;nublado;23;8;193,35;300,15;1,552
1;nublado;24;19;94,01;416,3;4,428
1;nublado;25;34;160,51;330,25;2,058
1;nublado;26;4;215,04;256,2;1,191
1;nublado;27;25;80,93;353,65;4,37
1;nublado;28;27;99,47;252,67;2,54
1;nublado;29;32;233,39;444,14;1,903
1;nublado;30;11;160,2;161,49;1,008
1;nublado;31;28;166,53;233,18;1,4
1;nublado;32;9;244,04;336,01;1,377
1;nublado;33;6;97,46;205,22;2,106
1;nublado;34;30;193,35;296,14;1,532
1;nublado;35;25;248,42;273,31;1,1
1;nublado;36;4;83,19;256,58;3,084
2;parcialmente_nublado;1;7;105,55;408,3;3,868
2;parcialmente_nublado;2;17;60,06;240,76;4,009
2;parcialmente_nublado;3;14;72,82;499,96;6,866
2;parcialmente_nublado;4;8;127,41;179,58;1,409
2;parcialmente_nublado;5;2;175,06;269,25;1,538
2;parcialmente_nublado;6;17;106,45;193,33;1,816
2;parcialmente_nublado;7;29;248,84;277,89;1,117
2;parcialmente_nublado;8;10;220,25;472,68;2,146
2;parcialmente_nublado;9;9;59,61;208,13;3,492
2;parcialmente_nublado;10;26;170,21;392,23;2,304
2;parcialmente_nublado;11;22;124,33;240,94;1,938
2;parcialmente_nublado;12;29;239,29;364,28;1,522
2;parcialmente_nublado;13;13;148,1;174,99;1,182
2;parcialmente_nublado;14;19;108,61;314,18;2,893
2;parcialmente_nublado;15;14;103,39;387,28;3,746
2;parcialmente_nublado;16;17;63,85;437,1;6,846
2;parcialmente_nublado;17;31;94,83;120,17;1,267
2;parcialmente_nublado;18;17;173,76;407,64;2,346
2;parcialmente_nublado;19;27;55,37;161,19;2,911
2;parcialmente_nublado;20;21;211,93;100,55;0,474
2;parcialmente_nublado;21;6;142,06;199,2;1,402
2;parcialmente_nublado;22;6;70,28;431,96;6,146
2;parcialmente_nublado;23;20;193,67;422,4;2,181
2;parcialmente_nublado;24;15;62,99;135,51;2,151
2;parcialmente_nublado;25;21;161,61;102,56;0,635
2;parcialmente_nublado;26;16;184,49;325,04;1,762
2;parcialmente_nublado;27;10;154,65;249,11;1,611
2;parcialmente_nublado;28;26;163,26;485,14;2,972
2;parcialmente_nublado;29;13;143,04;123,8;0,865
2;parcialmente_nublado;30;24;215,81;486,24;2,253
2;parcialmente_nublado;31;25;248,26;403,37;1,625
2;parcialmente_nublado;32;27;194,07;277,95;1,432
2;parcialmente_nublado;33;18;88,18;310,96;3,526
2;parcialmente_nublado;34;11;186,98;455,68;2,437
2;parcialmente_nublado;35;29;150,83;287,33;1,905
2;parcialmente_nublado;36;6;155,17;381,45;2,458
3;nublado;1;21;225,28;472,79;2,099
3;nublado;2;25;207,67;344,96;1,661
3;nublado;3;31;84,67;248,45;2,934
3;nublado;4;32;131,95;130,72;0,991
3;nublado;5;11;234,35;333,43;1,423
3;nublado;6;21;118,54;118,97;1,004
3;nublado;7;26;119,59;359,23;3,004
3;nublado;8;5;204,3;370,59;1,814
3;nublado;9;21;103,21;447,2;4,333
3;nublado;10;4;90,62;293,25;3,236
3;nublado;11;34;128,99;170,0;1,318
3;nublado;12;18;133,85;408,46;3,052
3;nublado;13;9;188,39;257,66;1,368
3;nublado;14;20;114,48;481,9;4,209
3;nublado;15;19;145,25;498,94;3,435
3;nublado;16;5;50,25;376,28;7,488
3;nublado;17;9;166,84;278,19;1,667
3;nublado;18;4;116,1;324,13;2,792
3;nublado;19;32;206,75;200,65;0,97
3;nublado;20;11;71,13;282,71;3,975
3;nublado;21;25;197,55;132,81;0,672
3;nublado;22;30;220,91;498,29;2,256
3;nublado;23;33;213,98;120,19;0,562
3;nublado;24;19;200,33;256,82;1,282
3;nublado;25;19;69,11;452,01;6,54
3;nublado;26;7;244,11;261,38;1,071
3;nublado;27;14;147,02;392,72;2,671
3;nublado;28;8;76,16;382,27;5,019
3;nublado;29;25;232,84;375,3;1,612
3;nublado;30;15;239,12;474,44;1,984
3;nublado;31;11;238,16;168,47;0,707
3;nublado;32;31;219,75;281,77;1,282
3;nublado;33;24;115,57;135,77;1,175
3;nublado;34;27;234,36;265,31;1,132
3;nublado;35;28;200,75;341,66;1,702
3;nublado;36;7;115,8;417,3;3,604
4;parcialmente_nublado;1;9;111,01;299,5;2,698
4;parcialmente_nublado;2;16;121,62;139,97;1,151
4;parcialmente_nublado;3;15;70,32;312,47;4,444
4;parcialmente_nublado;4;5;51,51;472,32;9,169
4;parcialmente_nublado;5;32;241,97;143,23;0,592
4;parcialmente_nublado;6;22;88,43;476,14;5,384
4;parcialmente_nublado;7;34;207,0;134,2;0,648
4;parcialmente_nublado;8;23;92,04;326,3;3,545
4;parcialmente_nublado;9;19;57,65;272,26;4,723
4;parcialmente_nublado;10;3;244,63;223,7;0,914
4;parcialmente_nublado;11;7;129,36;192,46;1,488
4;parcialmente_nublado;12;34;227,57;200,22;0,88
4;parcialmente_nublado;13;10;241,7;189,96;0,786
4;parcialmente_nublado;14;26;187,45;146,65;0,782
4;parcialmente_nublado;15;2;100,86;188,87;1,873
4;parcialmente_nublado;16;22;79,08;381,12;4,819
4;parcialmente_nublado;17;34;241,82;282,18;1,167
4;parcialmente_nublado;18;24;127,82;224,06;1,753
4;parcialmente_nublado;19;33;61,74;367,74;5,956
4;parcialmente_nublado;20;26;225,19;448,98;1,994
4;parcialmente_nublado;21;29;201,18;404,63;2,011
4;parcialmente_nublado;22;23;74,2;330,67;4,456
4;parcialmente_nublado;23;27;193,28;285,08;1,475
4;parcialmente_nublado;24;1;131,18;356,8;2,72
4;parcialmente_nublado;25;32;191,95;288,78;1,504
4;parcialmente_nublado;26;5;165,35;457,21;2,765
4;parcialmente_nublado;27;14;229,9;167,41;0,728
4;parcialmente_nublado;28;30;108,0;128,96;1,194
4;parcialmente_nublado;29;18;220,67;415,32;1,882
4;parcialmente_nublado;30;11;181,5;182,7;1,007
4;parcialmente_nublado;31;2;245,8;271,4;1,104
4;parcialmente_nublado;32;4;155,54;111,43;0,716
4;parcialmente_nublado;33;5;59,11;114,45;1,936
4;parcialmente_nublado;34;32;237,78;421,61;1,773
