id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;ceu_aberto;180,0;13;3960,0;32
2;ceu_aberto;180,0;13;3960,0;32
3;ceu_aberto;180,0;8;3960,0;32
4;nublado;180,0;13;3960,0;32
5;parcialmente_nublado;180,0;12;3960,0;32
6;nublado;180,0;8;3960,0;32
7;nublado;180,0;11;3960,0;32
8;parcialmente_nublado;180,0;9;3960,0;32
9;parcialmente_nublado;180,0;14;3960,0;32
10;ceu_aberto;180,0;10;3960,0;32
11;ceu_aberto;180,0;14;3960,0;32
12;nublado;180,0;11;3960,0;32
13;parcialmente_nublado;180,0;6;3960,0;32
14;parcialmente_nublado;180,0;9;3960,0;32
15;parcialmente_nublado;180,0;11;3960,0;32
16;parcialmente_nublado;180,0;11;3960,0;32
17;nublado;180,0;12;3960,0;32
18;parcialmente_nublado;180,0;11;3960,0;32
19;nublado;180,0;11;3960,0;32
20;parcialmente_nublado;180,0;13;3960,0;32
21;parcialmente_nublado;180,0;17;3960,0;32
22;parcialmente_nublado;180,0;10;3960,0;32
23;parcialmente_nublado;180,0;12;3960,0;32
24;nublado;180,0;12;3960,0;32
25;nublado;180,0;10;3960,0;32
26;nublado;180,0;10;3960,0;32
27;parcialmente_nublado;180,0;15;3960,0;32
28;ceu_aberto;180,0;11;3960,0;32
29;ceu_aberto;180,0;13;3960,0;32
30;ceu_aberto;180,0;14;3960,0;32
31;parcialmente_nublado;180,0;16;3960,0;32
32;nublado;180,0;9;3960,0;32
33;parcialmente_nublado;180,0;11;3960,0;32
34;parcialmente_nublado;180,0;10;3960,0;32
35;parcialmente_nublado;180,0;15;3960,0;32
36;nublado;180,0;13;3960,0;32
37;ceu_aberto;180,0;12;3960,0;32
38;nublado;180,0;7;3960,0;32
39;parcialmente_nublado;180,0;16;3960,0;32
40;parcialmente_nublado;180,0;9;3960,0;32
41;ceu_aberto;180,0;10;3960,0;32
42;ceu_aberto;180,0;7;3960,0;32
43;nublado;180,0;15;3960,0;32
44;parcialmente_nublado;180,0;7;3960,0;32
45;ceu_aberto;180,0;11;3960,0;32
46;nublado;180,0;8;3960,0;32
47;ceu_aberto;180,0;14;3960,0;32
48;nublado;180,0;11;3960,0;32
49;parcialmente_nublado;180,0;11;3960,0;32
50;ceu_aberto;180,0;12;3960,0;32
