id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;1;32;56,06;214,75;3,831
1;ceu_aberto;2;25;142,66;163,66;1,147
1;ceu_aberto;3;13;89,71;435,5;4,855
1;ceu_aberto;4;12;119,36;170,16;1,426
1;ceu_aberto;5;7;183,72;361,59;1,968
1;ceu_aberto;6;30;77,77;490,47;6,307
1;ceu_aberto;7;11;238,08;333,67;1,402
1;ceu_aberto;8;21;151,67;352,48;2,324
1;ceu_aberto;9;17;112,04;323,74;2,89
1;ceu_aberto;10;31;95,71;140,94;1,473
1;ceu_aberto;11;2;235,85;152,02;0,645
1;ceu_aberto;12;25;67,75;429,32;6,337
1;ceu_aberto;13;34;184,16;251,35;1,365
1;ceu_aberto;14;27;218,06;225,85;1,036
1;ceu_aberto;15;21;180,64;412,12;2,281
1;ceu_aberto;16;30;249,86;109,12;0,437
1;ceu_aberto;17;19;242,22;454,68;1,877
1;ceu_aberto;18;26;180,03;434,25;2,412
1;ceu_aberto;19;34;187,43;361,4;1,928
1;ceu_aberto;20;4;241,44;276,42;1,145
1;ceu_aberto;21;20;232,49;128,84;0,554
1;ceu_aberto;22;31;53,04;212,62;4,009
1;ceu_aberto;23;29;171,37;430,43;2,512
1;ceu_aberto;24;32;78,85;285,67;3,623
1;ceu_aberto;25;25;197,42;411,4;2,084
1;ceu_aberto;26;15;107,65;132,11;1,227
1;ceu_aberto;27;11;230,28;306,27;1,33
1;ceu_aberto;28;24;197,81;392,07;1,982
1;ceu_aberto;29;29;126,23;472,81;3,746
1;ceu_aberto;30;31;58,18;498,31;8,565
1;ceu_aberto;31;27;125,77;464,99;3,697
1;ceu_aberto;32;31;142,07;494,78;3,483
1;ceu_aberto;33;10;112,03;412,21;3,679
1;ceu_aberto;34;33;118,49;498,52;4,207
1;ceu_aberto;35;27;152,43;173,41;1,138
1;ceu_aberto;36;7;139,87;309,44;2,212
1;ceu_aberto;37;12;212,15;442,87;2,088
1;ceu_aberto;38;32;162,86;333,65;2,049
1;ceu_aberto;39;5;215,44;410,33;1,905
1;ceu_aberto;40;32;81,85;487,13;5,951
2;nublado;1;23;83,66;419,6;5,016
2;nublado;2;29;57,26;122,2;2,134
2;nublado;3;5;242,49;341,32;1,408
2;nublado;4;34;115,36;442,99;3,84
2;nublado;5;5;188,04;218,75;1,163
2;nublado;6;28;140,2;414,74;2,958
2;nublado;7;25;50,53;139,97;2,77
2;nublado;8;30;90,37;196,6;2,176
2;nublado;9;31;227,02;263,13;1,159
2;nublado;10;24;198,2;322,63;1,628
2;nublado;11;27;77,99;249,51;3,199
2;nublado;12;2;202,71;347,18;1,713
2;nublado;13;6;78,0;248,4;3,185
2;nublado;14;24;178,3;233,31;1,309
2;nublado;15;21;192,11;246,3;1,282
2;nublado;16;31;80,09;498,24;6,221
2;nublado;17;19;61,22;154,83;2,529
2;nublado;18;29;50,42;114,41;2,269
2;nublado;19;32;214,79;472,06;2,198
2;nublado;20;8;68,07;130,16;1,912
2;nublado;21;21;134,09;170,16;1,269
2;nublado;22;4;106,65;313,84;2,943
2;nublado;23;17;202,07;290,43;1,437
2;nublado;24;23;131,39;140,06;1,066
2;nublado;25;27;82,44;197,63;2,397
2;nublado;26;34;154,55;452,97;2,931
2;nublado;27;12;85,39;282,8;3,312
2;nublado;28;10;118,81;316,46;2,664
2;nublado;29;26;61,84;369,45;5,974
2;nublado;30;21;167,81;275,86;1,644
2;nublado;31;26;94,3;284,02;3,012
2;nublado;32;3;215,5;259,1;1,202
2;nublado;33;24;138,25;343,94;2,488
2;nublado;34;20;132,26;107,45;0,812
2;nublado;35;5;122,82;478,95;3,9
2;nublado;36;12;146,11;227,04;1,554
2;nublado;37;25;130,84;378,59;2,894
2;nublado;38;34;51,96;319,25;6,144
2;nublado;39;1;138,2;418,79;3,03
2;nublado;40;7;165,86;138,98;0,838
3;parcialmente_nublado;1;20;78,63;426,75;5,427
3;parcialmente_nublado;2;24;157,67;257,72;1,635
3;parcialmente_nublado;3;16;198,51;398,0;2,005
3;parcialmente_nublado;4;3;95,9;216,33;2,256
3;parcialmente_nublado;5;9;66,23;283,86;4,286
3;parcialmente_nublado;6;2;127,02;368,21;2,899
3;parcialmente_nublado;7;14;135,7;129,28;0,953
3;parcialmente_nublado;8;12;76,91;448,87;5,836
3;parcialmente_nublado;9;31;218,57;151,16;0,692
3;parcialmente_nublado;10;2;210,76;461,15;2,188
3;parcialmente_nublado;11;5;230,79;284,82;1,234
3;parcialmente_nublado;12;20;162,83;335,0;2,057
3;parcialmente_nublado;13;26;177,97;294,93;1,657
3;parcialmente_nublado;14;33;126,6;161,49;1,276
3;parcialmente_nublado;15;19;143,32;436,64;3,047
3;parcialmente_nublado;16;20;219,29;354,96;1,619
3;parcialmente_nublado;17;10;135,2;239,25;1,77
3;parcialmente_nublado;18;31;107,4;281,96;2,625
3;parcialmente_nublado;19;19;247,29;187,42;0,758
3;parcialmente_nublado;20;25;178,34;173,92;0,975
3;parcialmente_nublado;21;9;149,39;105,68;0,707
3;parcialmente_nublado;22;33;235,46;487,04;2,068
3;parcialmente_nublado;23;7;176,08;464,96;2,641
3;parcialmente_nublado;24;23;180,42;225,29;1,249
3;parcialmente_nublado;25;27;132,63;372,97;2,812
3;parcialmente_nublado;26;11;196,9;204,78;1,04
3;parcialmente_nublado;27;22;141,12;191,72;1,359
3;parcialmente_nublado;28;29;116,04;317,18;2,733
3;parcialmente_nublado;29;10;84,51;216,6;2,563
3;parcialmente_nublado;30;34;124,11;303,97;2,449
3;parcialmente_nublado;31;34;78,69;173,09;2,2
3;parcialmente_nublado;32;24;61,87;240,56;3,888
