id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;ceu_aberto;1;30;400,0
1;ceu_aberto;2;21;50,0
1;ceu_aberto;3;21;150,0
1;ceu_aberto;4;21;250,0
1;ceu_aberto;5;2;400,0
1;ceu_aberto;6;32;300,0
1;ceu_aberto;7;31;900,0
1;ceu_aberto;8;26;650,0
1;ceu_aberto;9;21;150,0
1;ceu_aberto;10;21;150,0
1;ceu_aberto;11;13;138,0
2;nublado;1;29;150,0
2;nublado;2;32;700,0
2;nublado;3;13;450,0
2;nublado;4;1;300,0
2;nublado;5;34;100,0
2;nublado;6;10;200,0
2;nublado;7;19;450,0
2;nublado;8;2;100,0
2;nublado;9;15;450,0
2;nublado;10;15;50,0
2;nublado;11;32;588,0
3;parcialmente_nublado;1;23;100,0
3;parcialmente_nublado;2;21;800,0
3;parcialmente_nublado;3;14;300,0
3;parcialmente_nublado;4;26;300,0
3;parcialmente_nublado;5;25;850,0
3;parcialmente_nublado;6;27;550,0
3;parcialmente_nublado;7;29;50,0
3;parcialmente_nublado;8;13;350,0
3;parcialmente_nublado;9;29;238,0
4;parcialmente_nublado;1;23;200,0
4;parcialmente_nublado;2;10;150,0
4;parcialmente_nublado;3;1;300,0
4;parcialmente_nublado;4;2;450,0
4;parcialmente_nublado;5;22;150,0
4;parcialmente_nublado;6;28;650,0
4;parcialmente_nublado;7;1;200,0
4;parcialmente_nublado;8;4;100,0
4;parcialmente_nublado;9;15;450,0
4;parcialmente_nublado;10;34;50,0
4;parcialmente_nublado;11;7;450,0
4;parcialmente_nublado;12;4;250,0
4;parcialmente_nublado;13;21;50,0
4;parcialmente_nublado;14;8;88,0
5;nublado;1;33;50,0
5;nublado;2;6;300,0
5;nublado;3;2;600,0
5;nublado;4;10;250,0
5;nublado;5;15;350,0
5;nublado;6;22;200,0
5;nublado;7;17;350,0
5;nublado;8;31;100,0
5;nublado;9;26;150,0
5;nublado;10;14;550,0
5;nublado;11;12;638,0
6;ceu_aberto;1;12;450,0
6;ceu_aberto;2;10;350,0
