id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra830;830;50,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra812;812;700,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra834;834;100,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra850;850;850,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra888;888;150,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra838;838;350,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra856;856;350,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra846;846;850,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra820;820;600,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra852;852;50,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra822;822;200,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra860;860;150,0;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra846;846;187,14;197.58;BESS_fixo
1;ceu_aberto;Storage;BESS_barra836;836;232,95;481.01;BESS_fixo
1;ceu_aberto;Storage;BESS_barra800;800;168,99;309.98;BESS_fixo
1;ceu_aberto;Storage;BESS_barra830;830;199,66;256.9;BESS_fixo
1;ceu_aberto;Storage;BESS_barra818;818;139,83;242.37;BESS_fixo
1;ceu_aberto;Storage;BESS_barra828;828;138,99;213.09;BESS_fixo
1;ceu_aberto;Storage;BESS_barra802;802;141,88;466.43;BESS_fixo
1;ceu_aberto;Storage;BESS_barra832;832;206,41;200.4;BESS_fixo
1;ceu_aberto;Storage;BESS_barra816;816;132,45;264.92;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;184,27;470.14;BESS_fixo
1;ceu_aberto;Storage;BESS_barra834;834;135,3;480.59;BESS_fixo
1;ceu_aberto;Storage;BESS_barra860;860;211,79;249.9;BESS_fixo
1;ceu_aberto;Storage;BESS_barra888;888;132,0;255.34;BESS_fixo
1;ceu_aberto;Storage;BESS_barra838;838;81,93;156.79;BESS_fixo
1;ceu_aberto;Storage;BESS_barra820;820;156,29;325.6;BESS_fixo
1;ceu_aberto;Storage;BESS_barra826;826;245,91;253.22;BESS_fixo
1;ceu_aberto;Storage;BESS_barra852;852;120,58;210.59;BESS_fixo
1;ceu_aberto;Storage;BESS_barra812;812;190,88;122.92;BESS_fixo
1;ceu_aberto;Storage;BESS_barra810;810;210,36;350.68;BESS_fixo
1;ceu_aberto;Storage;BESS_barra858;858;165,92;203.92;BESS_fixo
1;ceu_aberto;Storage;BESS_barra824;824;229,63;469.86;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;54,24;270.7;BESS_fixo
1;ceu_aberto;Storage;BESS_barra850;850;103,85;211.22;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;145,79;252.53;BESS_fixo
1;ceu_aberto;Storage;BESS_barra806;806;201,19;103.27;BESS_fixo
1;ceu_aberto;Storage;BESS_barra842;842;196,06;376.01;BESS_fixo
1;ceu_aberto;Storage;BESS_barra814;814;108,33;103.13;BESS_fixo
1;ceu_aberto;Storage;BESS_barra862;862;202,39;457.89;BESS_fixo
1;ceu_aberto;Storage;BESS_barra822;822;92,12;155.83;BESS_fixo
1;ceu_aberto;Storage;BESS_barra856;856;72,9;155.75;BESS_fixo
1;ceu_aberto;Storage;BESS_barra854;854;54,46;325.13;BESS_fixo
1;ceu_aberto;Storage;BESS_barra808;808;157,56;364.73;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra812;812;300,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra820;820;250,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra818;818;50,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra836;836;100,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra822;822;550,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra844;844;600,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra854;854;100,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra832;832;300,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra890;890;50,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra800;800;750,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra848;848;250,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra802;802;200,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra852;852;350,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra856;856;300,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra814;814;50,0;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra888;888;200,0;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra842;842;171,05;441.53;BESS_fixo
2;ceu_aberto;Storage;BESS_barra846;846;182,91;183.78;BESS_fixo
2;ceu_aberto;Storage;BESS_barra816;816;212,82;106.82;BESS_fixo
2;ceu_aberto;Storage;BESS_barra814;814;153,28;327.23;BESS_fixo
2;ceu_aberto;Storage;BESS_barra812;812;246,28;436.84;BESS_fixo
2;ceu_aberto;Storage;BESS_barra828;828;170,72;160.32;BESS_fixo
2;ceu_aberto;Storage;BESS_barra888;888;229,68;412.34;BESS_fixo
2;ceu_aberto;Storage;BESS_barra860;860;60,65;449.46;BESS_fixo
2;ceu_aberto;Storage;BESS_barra808;808;84,45;265.19;BESS_fixo
2;ceu_aberto;Storage;BESS_barra822;822;151,34;204.16;BESS_fixo
2;ceu_aberto;Storage;BESS_barra862;862;82,73;160.19;BESS_fixo
2;ceu_aberto;Storage;BESS_barra818;818;171,06;274.6;BESS_fixo
2;ceu_aberto;Storage;BESS_barra830;830;53,34;412.75;BESS_fixo
2;ceu_aberto;Storage;BESS_barra844;844;236,06;301.77;BESS_fixo
2;ceu_aberto;Storage;BESS_barra806;806;95,01;210.33;BESS_fixo
2;ceu_aberto;Storage;BESS_barra800;800;131,76;145.92;BESS_fixo
2;ceu_aberto;Storage;BESS_barra820;820;69,83;280.18;BESS_fixo
2;ceu_aberto;Storage;BESS_barra854;854;139,59;392.75;BESS_fixo
2;ceu_aberto;Storage;BESS_barra810;810;129,75;340.25;BESS_fixo
2;ceu_aberto;Storage;BESS_barra858;858;206,39;414.87;BESS_fixo
2;ceu_aberto;Storage;BESS_barra890;890;152,24;112.38;BESS_fixo
2;ceu_aberto;Storage;BESS_barra802;802;70,54;369.79;BESS_fixo
2;ceu_aberto;Storage;BESS_barra852;852;176,83;498.42;BESS_fixo
2;ceu_aberto;Storage;BESS_barra838;838;146,15;371.25;BESS_fixo
2;ceu_aberto;Storage;BESS_barra824;824;81,31;300.89;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;81,86;357.26;BESS_fixo
2;ceu_aberto;Storage;BESS_barra836;836;164,54;414.48;BESS_fixo
2;ceu_aberto;Storage;BESS_barra834;834;91,0;493.25;BESS_fixo
2;ceu_aberto;Storage;BESS_barra856;856;181,79;224.68;BESS_fixo
2;ceu_aberto;Storage;BESS_barra850;850;179,21;411.45;BESS_fixo
2;ceu_aberto;Storage;BESS_barra826;826;181,52;422.61;BESS_fixo
2;ceu_aberto;Storage;BESS_barra832;832;158,17;103.74;BESS_fixo
3;ceu_aberto;PVSystem;PV_barra810;810;350,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra850;850;150,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra860;860;900,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra806;806;400,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra802;802;200,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra834;834;500,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra814;814;350,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra828;828;50,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra862;862;550,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra836;836;50,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra890;890;50,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra830;830;350,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra848;848;100,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra820;820;400,0;;PV_irr_real3
3;ceu_aberto;Storage;BESS_barra838;838;180,8;262.49;BESS_fixo
3;ceu_aberto;Storage;BESS_barra848;848;135,42;419.83;BESS_fixo
3;ceu_aberto;Storage;BESS_barra830;830;240,66;129.07;BESS_fixo
3;ceu_aberto;Storage;BESS_barra846;846;98,52;425.65;BESS_fixo
3;ceu_aberto;Storage;BESS_barra810;810;85,44;141.76;BESS_fixo
3;ceu_aberto;Storage;BESS_barra852;852;59,37;126.36;BESS_fixo
3;ceu_aberto;Storage;BESS_barra814;814;66,41;115.21;BESS_fixo
3;ceu_aberto;Storage;BESS_barra820;820;162,41;248.38;BESS_fixo
3;ceu_aberto;Storage;BESS_barra860;860;146,83;458.05;BESS_fixo
3;ceu_aberto;Storage;BESS_barra834;834;65,65;147.24;BESS_fixo
3;ceu_aberto;Storage;BESS_barra824;824;68,66;495.09;BESS_fixo
3;ceu_aberto;Storage;BESS_barra822;822;100,12;284.47;BESS_fixo
3;ceu_aberto;Storage;BESS_barra858;858;107,78;218.71;BESS_fixo
3;ceu_aberto;Storage;BESS_barra826;826;66,4;178.59;BESS_fixo
3;ceu_aberto;Storage;BESS_barra862;862;224,28;141.79;BESS_fixo
3;ceu_aberto;Storage;BESS_barra888;888;158,91;390.28;BESS_fixo
3;ceu_aberto;Storage;BESS_barra808;808;163,94;434.4;BESS_fixo
3;ceu_aberto;Storage;BESS_barra836;836;61,02;471.52;BESS_fixo
3;ceu_aberto;Storage;BESS_barra856;856;179,58;320.05;BESS_fixo
3;ceu_aberto;Storage;BESS_barra802;802;122,56;495.61;BESS_fixo
3;ceu_aberto;Storage;BESS_barra842;842;110,32;473.97;BESS_fixo
3;ceu_aberto;Storage;BESS_barra812;812;211,99;270.18;BESS_fixo
3;ceu_aberto;Storage;BESS_barra806;806;66,42;155.06;BESS_fixo
3;ceu_aberto;Storage;BESS_barra818;818;86,72;221.64;BESS_fixo
3;ceu_aberto;Storage;BESS_barra890;890;179,05;487.78;BESS_fixo
3;ceu_aberto;Storage;BESS_barra816;816;221,22;357.96;BESS_fixo
3;ceu_aberto;Storage;BESS_barra844;844;226,83;263.91;BESS_fixo
3;ceu_aberto;Storage;BESS_barra850;850;136,07;467.3;BESS_fixo
3;ceu_aberto;Storage;BESS_barra832;832;219,45;280.67;BESS_fixo
3;ceu_aberto;Storage;BESS_barra800;800;114,76;140.07;BESS_fixo
3;ceu_aberto;Storage;BESS_barra828;828;167,16;365.33;BESS_fixo
3;ceu_aberto;Storage;BESS_barra854;854;243,53;273.43;BESS_fixo
