id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;nublado;13;3740,0;32;4742,74;34;35;1;170
2;ceu_aberto;7;3740,0;32;4205,53;35;35;1;170
3;nublado;12;3740,0;32;4683,99;34;35;1;170
4;ceu_aberto;6;3740,0;32;4591,07;35;35;1;170
5;nublado;17;3740,0;32;4936,6900000000005;34;35;1;170
6;parcialmente_nublado;10;3740,0;32;4746,790000000001;35;35;1;170
7;nublado;9;3740,0;32;5052,04;34;35;1;170
8;parcialmente_nublado;12;3740,0;32;5317,610000000001;34;35;1;170
9;ceu_aberto;10;3740,0;32;4411,05;35;35;1;170
10;ceu_aberto;14;3740,0;32;4841,27;35;35;1;170
11;nublado;12;3740,0;32;4848,35;34;35;1;170
12;parcialmente_nublado;7;3740,0;32;4123,82;34;35;1;170
13;ceu_aberto;8;3740,0;32;4883,93;35;35;1;170
14;ceu_aberto;6;3740,0;32;4546,1900000000005;35;35;1;170
15;nublado;11;3740,0;32;4777,669999999999;33;35;1;170
16;nublado;9;3740,0;32;5021,87;33;35;1;170
17;parcialmente_nublado;12;3740,0;32;4915,73;34;35;1;170
18;ceu_aberto;14;3740,0;32;5131,64;35;35;1;170
19;ceu_aberto;11;3740,0;32;4583,14;35;35;1;170
20;parcialmente_nublado;12;3740,0;32;4505,950000000001;35;35;1;170
21;nublado;15;3740,0;32;5058,33;34;35;1;170
22;parcialmente_nublado;10;3740,0;32;4568,17;35;35;1;170
23;ceu_aberto;8;3740,0;32;4953,06;35;35;1;170
24;ceu_aberto;10;3740,0;32;4849,74;35;35;1;170
25;ceu_aberto;8;3740,0;32;4892,52;35;35;1;170
26;parcialmente_nublado;10;3740,0;32;4853,53;34;35;1;170
27;nublado;10;3740,0;32;4322,51;34;35;1;170
28;nublado;10;3740,0;32;5178,12;34;35;1;170
29;ceu_aberto;12;3740,0;32;4684,17;34;35;1;170
30;parcialmente_nublado;7;3740,0;32;4834,08;35;35;1;170
31;nublado;11;3740,0;32;4609,030000000001;34;35;1;170
32;parcialmente_nublado;10;3740,0;32;5000,039999999999;34;35;1;170
33;parcialmente_nublado;10;3740,0;32;5117,35;35;35;1;170
34;ceu_aberto;9;3740,0;32;4517,2;34;35;1;170
35;ceu_aberto;12;3740,0;32;4702,3;35;35;1;170
36;nublado;9;3740,0;32;4381,3;35;35;1;170
37;ceu_aberto;13;3740,0;32;4236,5;35;35;1;170
38;nublado;15;3740,0;32;4896,65;34;35;1;170
39;ceu_aberto;13;3740,0;32;4822,01;35;35;1;170
40;ceu_aberto;10;3740,0;32;4557,71;34;35;1;170
41;nublado;11;3740,0;32;4821,969999999999;33;35;1;170
42;parcialmente_nublado;10;3740,0;32;5091,389999999999;34;35;1;170
43;parcialmente_nublado;8;3740,0;32;4741,83;35;35;1;170
44;nublado;9;3740,0;32;4395,07;33;35;1;170
45;ceu_aberto;10;3740,0;32;4825,84;34;35;1;170
46;parcialmente_nublado;15;3740,0;32;4658,280000000001;35;35;1;170
47;ceu_aberto;11;3740,0;32;4814,8099999999995;35;35;1;170
48;ceu_aberto;13;3740,0;32;5315,1;35;35;1;170
49;nublado;11;3740,0;32;5088,93;34;35;1;170
50;ceu_aberto;13;3740,0;32;4946,74;35;35;1;170
