id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;parcialmente_nublado;1;176,9;2;384,78;1;1;1;1;0;10
2;nublado;1;176,9;2;381,09000000000003;1;1;1;1;0;10
3;nublado;1;176,9;2;222,4;1;1;1;1;0;10
4;ceu_aberto;1;176,9;2;315,85;1;1;1;1;0;10
5;nublado;1;176,9;2;471,9;1;1;1;1;0;10
6;parcialmente_nublado;1;176,9;2;307,13;1;1;1;1;0;10
7;parcialmente_nublado;1;176,9;2;357,15999999999997;1;1;1;1;0;10
8;ceu_aberto;1;176,9;2;356,65999999999997;1;1;1;1;0;10
9;ceu_aberto;2;176,9;2;312,74;1;1;1;1;0;10
10;nublado;1;176,9;2;342,95000000000005;1;1;1;1;0;10
11;ceu_aberto;2;176,9;2;159,88;1;1;1;1;0;10
12;parcialmente_nublado;1;176,9;2;285,53;1;1;1;1;0;10
13;nublado;1;176,9;2;443,21000000000004;1;1;1;1;0;10
14;ceu_aberto;2;176,9;2;298,40999999999997;1;1;1;1;0;10
15;ceu_aberto;2;176,9;2;224,45;1;1;1;1;0;10
16;parcialmente_nublado;1;176,9;2;198,55;1;1;1;1;0;10
17;parcialmente_nublado;1;176,9;2;268,13;1;1;1;1;0;10
18;nublado;1;176,9;2;375,51;1;1;1;1;0;10
19;parcialmente_nublado;1;176,9;2;315,36;1;1;1;1;0;10
20;parcialmente_nublado;1;176,9;2;358,02;1;1;1;1;0;10
21;nublado;1;176,9;2;361,01;1;1;1;1;0;10
22;nublado;2;176,9;2;389,95;1;1;1;1;0;10
23;nublado;2;176,9;2;150,49;1;1;1;1;0;10
24;parcialmente_nublado;1;176,9;2;282,19;1;1;1;1;0;10
25;ceu_aberto;2;176,9;2;394,82;1;1;1;1;0;10
26;parcialmente_nublado;1;176,9;2;197,0;1;1;1;1;0;10
27;nublado;1;176,9;2;344,62;1;1;1;1;0;10
28;ceu_aberto;1;176,9;2;369,13;1;1;1;1;0;10
29;parcialmente_nublado;1;176,9;2;395,06;1;1;1;1;0;10
30;parcialmente_nublado;1;176,9;2;319,79;1;1;1;1;0;10
31;ceu_aberto;1;176,9;2;406,53999999999996;1;1;1;1;0;10
32;ceu_aberto;1;176,9;2;217,05;1;1;1;1;0;10
33;nublado;1;176,9;2;235,81;1;1;1;1;0;10
34;nublado;1;176,9;2;151,2;1;1;1;1;0;10
35;nublado;1;176,9;2;250,01;1;1;1;1;0;10
36;parcialmente_nublado;2;176,9;2;305,89;1;1;1;1;0;10
37;nublado;1;176,9;2;348,52;1;1;1;1;0;10
38;parcialmente_nublado;1;176,9;2;199,5;1;1;1;1;0;10
39;parcialmente_nublado;1;176,9;2;336,55;1;1;1;1;0;10
40;parcialmente_nublado;1;176,9;2;246,95999999999998;1;1;1;1;0;10
41;nublado;2;176,9;2;295,42;1;1;1;1;0;10
42;parcialmente_nublado;1;176,9;2;469,19;1;1;1;1;0;10
43;ceu_aberto;1;176,9;2;137,71;1;1;1;1;0;10
44;parcialmente_nublado;1;176,9;2;149,45999999999998;1;1;1;1;0;10
45;parcialmente_nublado;1;176,9;2;194,32999999999998;1;1;1;1;0;10
46;nublado;1;176,9;2;423,73;1;1;1;1;0;10
47;parcialmente_nublado;1;176,9;2;362,38;1;1;1;1;0;10
48;parcialmente_nublado;1;176,9;2;138,9;1;1;1;1;0;10
49;ceu_aberto;2;176,9;2;103,57;1;1;1;1;0;10
50;ceu_aberto;2;176,9;2;243,94;1;1;1;1;0;10
