id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;parcialmente_nublado;40,0;3;880,0;8
2;nublado;40,0;3;880,0;8
3;nublado;40,0;2;880,0;8
4;nublado;40,0;3;880,0;8
5;ceu_aberto;40,0;3;880,0;8
6;parcialmente_nublado;40,0;2;880,0;8
7;nublado;40,0;3;880,0;8
8;nublado;40,0;1;880,0;8
9;parcialmente_nublado;40,0;4;880,0;8
10;nublado;40,0;3;880,0;8
11;ceu_aberto;40,0;2;880,0;8
12;parcialmente_nublado;40,0;2;880,0;8
13;ceu_aberto;40,0;2;880,0;8
14;nublado;40,0;2;880,0;8
15;ceu_aberto;40,0;3;880,0;8
16;ceu_aberto;40,0;2;880,0;8
17;nublado;40,0;3;880,0;8
18;ceu_aberto;40,0;2;880,0;8
19;nublado;40,0;4;880,0;8
20;ceu_aberto;40,0;3;880,0;8
21;nublado;40,0;3;880,0;8
22;ceu_aberto;40,0;3;880,0;8
23;ceu_aberto;40,0;2;880,0;8
24;nublado;40,0;1;880,0;8
25;ceu_aberto;40,0;3;880,0;8
26;ceu_aberto;40,0;3;880,0;8
27;nublado;40,0;4;880,0;8
28;ceu_aberto;40,0;2;880,0;8
29;parcialmente_nublado;40,0;2;880,0;8
30;ceu_aberto;40,0;1;880,0;8
31;nublado;40,0;3;880,0;8
32;parcialmente_nublado;40,0;2;880,0;8
33;ceu_aberto;40,0;4;880,0;8
34;nublado;40,0;2;880,0;8
35;parcialmente_nublado;40,0;3;880,0;8
36;ceu_aberto;40,0;4;880,0;8
37;ceu_aberto;40,0;3;880,0;8
38;parcialmente_nublado;40,0;3;880,0;8
39;parcialmente_nublado;40,0;3;880,0;8
40;parcialmente_nublado;40,0;3;880,0;8
41;parcialmente_nublado;40,0;2;880,0;8
42;ceu_aberto;40,0;3;880,0;8
43;nublado;40,0;3;880,0;8
44;ceu_aberto;40,0;2;880,0;8
45;parcialmente_nublado;40,0;2;880,0;8
46;ceu_aberto;40,0;3;880,0;8
47;ceu_aberto;40,0;3;880,0;8
48;ceu_aberto;40,0;2;880,0;8
49;parcialmente_nublado;40,0;3;880,0;8
50;ceu_aberto;40,0;3;880,0;8
