id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;ceu_aberto;1;33;250,0
1;ceu_aberto;2;14;450,0
2;nublado;1;24;100,0
2;nublado;2;9;607,6
3;nublado;1;13;150,0
3;nublado;2;23;450,0
3;nublado;3;11;107,6
4;parcialmente_nublado;1;5;700,0
5;ceu_aberto;1;32;600,0
5;ceu_aberto;2;28;107,6
6;parcialmente_nublado;1;2;200,0
6;parcialmente_nublado;2;24;250,0
6;parcialmente_nublado;3;16;257,6
7;nublado;1;4;200,0
7;nublado;2;21;507,6
8;parcialmente_nublado;1;2;50,0
8;parcialmente_nublado;2;20;500,0
8;parcialmente_nublado;3;16;157,6
9;parcialmente_nublado;1;18;300,0
9;parcialmente_nublado;2;8;250,0
9;parcialmente_nublado;3;31;157,6
10;parcialmente_nublado;1;32;250,0
10;parcialmente_nublado;2;28;100,0
10;parcialmente_nublado;3;19;150,0
10;parcialmente_nublado;4;17;207,6
11;nublado;1;32;200,0
11;nublado;2;6;507,6
12;parcialmente_nublado;1;34;550,0
12;parcialmente_nublado;2;24;157,6
13;nublado;1;11;200,0
13;nublado;2;2;200,0
13;nublado;3;10;307,6
14;parcialmente_nublado;1;28;550,0
14;parcialmente_nublado;2;32;157,6
15;parcialmente_nublado;1;17;100,0
15;parcialmente_nublado;2;3;250,0
15;parcialmente_nublado;3;26;100,0
15;parcialmente_nublado;4;18;250,0
16;ceu_aberto;1;32;100,0
16;ceu_aberto;2;34;300,0
16;ceu_aberto;3;3;307,6
17;ceu_aberto;1;19;150,0
17;ceu_aberto;2;34;557,6
18;parcialmente_nublado;1;4;500,0
18;parcialmente_nublado;2;27;207,6
19;nublado;1;30;250,0
19;nublado;2;24;457,6
20;ceu_aberto;1;1;250,0
20;ceu_aberto;2;24;457,6
21;ceu_aberto;1;9;707,6
22;ceu_aberto;1;11;250,0
22;ceu_aberto;2;11;250,0
22;ceu_aberto;3;16;207,6
23;parcialmente_nublado;1;13;650,0
23;parcialmente_nublado;2;25;57,6
24;parcialmente_nublado;1;28;700,0
25;nublado;1;6;100,0
25;nublado;2;31;400,0
25;nublado;3;15;207,6
26;ceu_aberto;1;25;100,0
26;ceu_aberto;2;30;250,0
26;ceu_aberto;3;14;300,0
26;ceu_aberto;4;8;57,6
27;nublado;1;21;650,0
27;nublado;2;29;57,6
28;parcialmente_nublado;1;23;650,0
28;parcialmente_nublado;2;11;57,6
29;parcialmente_nublado;1;20;250,0
29;parcialmente_nublado;2;9;200,0
29;parcialmente_nublado;3;29;257,6
30;nublado;1;15;250,0
30;nublado;2;5;200,0
30;nublado;3;29;257,6
31;nublado;1;20;707,6
32;nublado;1;13;707,6
33;parcialmente_nublado;1;9;200,0
33;parcialmente_nublado;2;5;507,6
34;ceu_aberto;1;26;700,0
35;parcialmente_nublado;1;4;550,0
35;parcialmente_nublado;2;17;157,6
36;parcialmente_nublado;1;26;707,6
37;ceu_aberto;1;20;450,0
37;ceu_aberto;2;25;200,0
37;ceu_aberto;3;32;57,6
38;nublado;1;26;100,0
38;nublado;2;30;607,6
39;nublado;1;22;400,0
39;nublado;2;27;250,0
39;nublado;3;10;57,6
40;nublado;1;26;707,6
41;parcialmente_nublado;1;22;400,0
41;parcialmente_nublado;2;16;300,0
42;parcialmente_nublado;1;3;100,0
42;parcialmente_nublado;2;16;150,0
42;parcialmente_nublado;3;10;457,6
43;parcialmente_nublado;1;10;50,0
43;parcialmente_nublado;2;26;50,0
43;parcialmente_nublado;3;19;400,0
43;parcialmente_nublado;4;20;100,0
43;parcialmente_nublado;5;32;107,6
44;parcialmente_nublado;1;33;500,0
44;parcialmente_nublado;2;19;100,0
44;parcialmente_nublado;3;29;107,6
45;parcialmente_nublado;1;25;100,0
45;parcialmente_nublado;2;9;600,0
46;nublado;1;23;150,0
46;nublado;2;12;500,0
46;nublado;3;26;57,6
47;ceu_aberto;1;15;250,0
47;ceu_aberto;2;2;457,6
48;nublado;1;32;300,0
48;nublado;2;23;400,0
49;nublado;1;1;707,6
50;parcialmente_nublado;1;9;100,0
50;parcialmente_nublado;2;26;250,0
50;parcialmente_nublado;3;21;350,0
