id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;parcialmente_nublado;0,0009;0,0009;0,0007;0,001;0,0007;0,0044;0,057;0,2078;0,3802;0,5935;0,8533;1,0;0,902;0,747;0,657;0,3267;0,1647;0,053;0,0057;0,0008;0,0007;0,0005;0,0004;0,0004
2;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0102;0,0794;0,2671;0,3714;0,705;0,6377;0,7314;0,525;0,6571;0,4214;0,3368;0,2084;0,0506;0,0035;0,0;0,0002;0,0015;0,0016;0,0019
3;nublado;0,0005;0,0;0,0;0,0001;0,0;0,012;0,0725;0,2336;0,3855;0,4195;0,6955;0,6069;0,7378;0,6246;0,4204;0,2997;0,1587;0,0533;0,0039;0,0;0,0002;0,0016;0,0018;0,0017
4;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0132;0,0645;0,2601;0,3961;0,5416;0,599;0,6248;0,644;0,6644;0,5467;0,2923;0,195;0,0566;0,0038;0,0;0,0002;0,0015;0,0011;0,0021
5;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0402;0,2463;0,5123;0,6818;0,7483;0,8148;0,8967;1,0;0,74;0,4904;0,2449;0,0532;0,0022;0,0003;0,0;0,0;0,0;0,0001
6;parcialmente_nublado;0,001;0,0009;0,0011;0,0011;0,0008;0,0048;0,0469;0,1748;0,4562;0,5892;0,8751;0,852;0,873;0,758;0,5778;0,3925;0,1863;0,044;0,0048;0,0009;0,0006;0,0004;0,0004;0,0004
7;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0129;0,1017;0,2429;0,36;0,6037;0,6899;0,6535;0,7346;0,5362;0,5903;0,3213;0,203;0,0528;0,0041;0,0;0,0002;0,0015;0,0014;0,002
8;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0132;0,1042;0,2323;0,4522;0,4006;0,6746;0,5963;0,6891;0,5717;0,533;0,3252;0,1748;0,0543;0,0046;0,0;0,0002;0,0015;0,0017;0,0017
9;parcialmente_nublado;0,0009;0,001;0,001;0,0012;0,0007;0,0054;0,0563;0,2492;0,3999;0,6357;0,8142;0,7264;0,9915;0,8435;0,6966;0,381;0,1957;0,0523;0,006;0,0007;0,0005;0,0005;0,0004;0,0003
10;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0131;0,0864;0,2801;0,3683;0,558;0,5932;0,8006;0,7774;0,6546;0,4985;0,2753;0,2063;0,0603;0,0039;0,0;0,0002;0,002;0,0018;0,0019
11;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0027;0,0421;0,2336;0,5145;0,7523;0,8954;1,0;0,8398;0,8686;0,8221;0,4795;0,2146;0,0468;0,0015;0,0003;0,0;0,0;0,0;0,0001
12;parcialmente_nublado;0,0011;0,0008;0,0009;0,0008;0,0009;0,004;0,066;0,2439;0,3365;0,4755;0,8539;0,8001;0,7991;0,7494;0,5016;0,2568;0,1921;0,0471;0,0047;0,0007;0,0006;0,0004;0,0004;0,0004
