id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;parcialmente_nublado;PVSystem;PV_barra806;806;200,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra856;856;400,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra852;852;280,0;;PV_irr_real1
1;parcialmente_nublado;Storage;BESS_barra824;824;202,83;128.54;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra860;860;94,21;454.66;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra850;850;241,37;489.86;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra826;826;91,16;316.19;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra838;838;138,94;377.55;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra844;844;147,09;330.65;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra836;836;159,61;174.47;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra830;830;220,41;131.68;BESS_fixo
2;nublado;PVSystem;PV_barra854;854;150,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra832;832;200,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra844;844;530,0;;PV_irr_real2
2;nublado;Storage;BESS_barra848;848;56,98;301.85;BESS_fixo
2;nublado;Storage;BESS_barra830;830;115,11;368.47;BESS_fixo
2;nublado;Storage;BESS_barra806;806;176,14;453.76;BESS_fixo
2;nublado;Storage;BESS_barra850;850;169,65;238.43;BESS_fixo
2;nublado;Storage;BESS_barra842;842;144,17;345.07;BESS_fixo
2;nublado;Storage;BESS_barra808;808;92,75;438.29;BESS_fixo
2;nublado;Storage;BESS_barra816;816;110,98;127.52;BESS_fixo
2;nublado;Storage;BESS_barra810;810;147,21;168.68;BESS_fixo
3;nublado;PVSystem;PV_barra800;800;300,0;;PV_irr_real3
3;nublado;PVSystem;PV_barra854;854;580,0;;PV_irr_real3
3;nublado;Storage;BESS_barra824;824;68,23;385.57;BESS_fixo
3;nublado;Storage;BESS_barra836;836;249,37;225.74;BESS_fixo
3;nublado;Storage;BESS_barra846;846;135,27;308.39;BESS_fixo
3;nublado;Storage;BESS_barra842;842;141,73;147.23;BESS_fixo
3;nublado;Storage;BESS_barra822;822;164,91;303.14;BESS_fixo
3;nublado;Storage;BESS_barra810;810;166,69;313.27;BESS_fixo
