id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;razao_bess_pv
1;ceu_aberto;40,0;5;707,59;5;247,66;0,35
2;ceu_aberto;40,0;5;707,6;5;247,67;0,35
3;parcialmente_nublado;40,0;5;707,59;5;247,66;0,35
4;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
5;parcialmente_nublado;40,0;5;707,59;5;247,66;0,35
6;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
7;parcialmente_nublado;40,0;5;707,6;5;247,65;0,35
8;ceu_aberto;40,0;5;707,6;5;247,66;0,35
9;ceu_aberto;40,0;5;707,5999999999999;5;247,65;0,35
10;parcialmente_nublado;40,0;5;707,62;5;247,66;0,35
11;parcialmente_nublado;40,0;5;707,6;5;247,65;0,35
12;parcialmente_nublado;40,0;5;707,5999999999999;5;247,65;0,35
13;parcialmente_nublado;40,0;5;707,5999999999999;5;247,66;0,35
14;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
15;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
16;nublado;40,0;5;707,59;5;247,66;0,35
17;parcialmente_nublado;40,0;5;707,61;5;247,66;0,35
18;ceu_aberto;40,0;5;707,61;5;247,66;0,35
19;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
20;ceu_aberto;40,0;5;707,6;5;247,66;0,35
21;nublado;40,0;5;707,6;5;247,66;0,35
22;ceu_aberto;40,0;5;707,61;5;247,66;0,35
23;ceu_aberto;40,0;5;707,61;5;247,66;0,35
24;ceu_aberto;40,0;5;707,6;5;247,66;0,35
25;ceu_aberto;40,0;5;707,59;5;247,67;0,35
26;nublado;40,0;5;707,61;5;247,67;0,35
27;parcialmente_nublado;40,0;5;707,6;5;247,65;0,35
28;parcialmente_nublado;40,0;5;707,6;5;247,67;0,35
29;nublado;40,0;5;707,61;5;247,66;0,35
30;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
31;parcialmente_nublado;40,0;5;707,59;5;247,66;0,35
32;ceu_aberto;40,0;5;707,6;5;247,67;0,35
33;parcialmente_nublado;40,0;5;707,6;5;247,66;0,35
34;ceu_aberto;40,0;5;707,6;5;247,65;0,35
35;ceu_aberto;40,0;5;707,61;5;247,66;0,35
36;nublado;40,0;5;707,6;5;247,65;0,35
37;ceu_aberto;40,0;5;707,59;5;247,66;0,35
38;parcialmente_nublado;40,0;5;707,6;5;247,64;0,35
39;parcialmente_nublado;40,0;5;707,61;5;247,66;0,35
40;nublado;40,0;5;707,61;5;247,65;0,35
41;ceu_aberto;40,0;5;707,6;5;247,66;0,35
42;ceu_aberto;40,0;5;707,6;5;247,66;0,35
43;nublado;40,0;5;707,6;5;247,65;0,35
44;parcialmente_nublado;40,0;5;707,61;5;247,66;0,35
45;ceu_aberto;40,0;5;707,59;5;247,66;0,35
46;ceu_aberto;40,0;5;707,6;5;247,67;0,35
47;ceu_aberto;40,0;5;707,6;5;247,66;0,35
48;ceu_aberto;40,0;5;707,6;5;247,66;0,35
49;parcialmente_nublado;40,0;5;707,6;5;247,67;0,35
50;parcialmente_nublado;40,0;5;707,6;5;247,65;0,35
51;ceu_aberto;40,0;5;707,6;5;247,66;0,35
52;ceu_aberto;40,0;5;707,6;5;247,67;0,35
53;ceu_aberto;40,0;5;707,6;5;247,66;0,35
54;parcialmente_nublado;40,0;5;707,6;5;247,65;0,35
55;ceu_aberto;40,0;5;707,61;5;247,66;0,35
56;parcialmente_nublado;40,0;5;707,6;5;247,67;0,35
57;ceu_aberto;40,0;5;707,6;5;247,66;0,35
58;ceu_aberto;40,0;5;707,6;5;247,67;0,35
59;ceu_aberto;40,0;5;707,6;5;247,66;0,35
