id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;860;54,5;124,75;2,289
1;ceu_aberto;840;54,48;166,43;3,055
1;ceu_aberto;844;36,51;118,69;3,251
1;ceu_aberto;848;45,28;180,77;3,992
1;ceu_aberto;890;56,89;167,95;2,952
2;ceu_aberto;860;54,19;163,18;3,011
2;ceu_aberto;840;52,36;189,14;3,612
2;ceu_aberto;844;47,33;183,04;3,867
2;ceu_aberto;848;41,8;150,24;3,594
2;ceu_aberto;890;51,99;151,35;2,911
3;parcialmente_nublado;860;49,17;117,4;2,388
3;parcialmente_nublado;840;53,5;118,58;2,216
3;parcialmente_nublado;844;48,22;102,99;2,136
3;parcialmente_nublado;848;45,15;104,69;2,319
3;parcialmente_nublado;890;51,62;194,85;3,775
4;parcialmente_nublado;860;46,76;140,97;3,015
4;parcialmente_nublado;840;47,86;180,65;3,775
4;parcialmente_nublado;844;53,11;171,98;3,238
4;parcialmente_nublado;848;48,06;190,46;3,963
4;parcialmente_nublado;890;51,87;198,26;3,822
5;parcialmente_nublado;860;53,84;168,24;3,125
5;parcialmente_nublado;840;47,57;171,19;3,599
5;parcialmente_nublado;844;50,02;189,15;3,781
5;parcialmente_nublado;848;47,14;137,46;2,916
5;parcialmente_nublado;890;49,09;150,85;3,073
6;parcialmente_nublado;860;55,97;155,51;2,778
6;parcialmente_nublado;840;49,37;172,71;3,498
6;parcialmente_nublado;844;48,54;114,08;2,35
6;parcialmente_nublado;848;46,07;167,1;3,627
6;parcialmente_nublado;890;47,71;188,2;3,945
7;parcialmente_nublado;860;46,99;171,83;3,657
7;parcialmente_nublado;840;55,38;204,67;3,696
7;parcialmente_nublado;844;40,95;162,12;3,959
7;parcialmente_nublado;848;50,64;177,94;3,514
7;parcialmente_nublado;890;53,69;114,32;2,129
8;ceu_aberto;860;46,86;107,9;2,303
8;ceu_aberto;840;45,36;140,83;3,105
8;ceu_aberto;844;52,19;179,24;3,434
8;ceu_aberto;848;49,44;184,0;3,722
8;ceu_aberto;890;53,81;195,84;3,639
9;ceu_aberto;860;43,74;95,36;2,18
9;ceu_aberto;840;51,33;157,68;3,072
9;ceu_aberto;844;53,47;180,64;3,378
9;ceu_aberto;848;42,82;119,77;2,797
9;ceu_aberto;890;56,29;171,26;3,042
10;parcialmente_nublado;860;46,33;100,59;2,171
10;parcialmente_nublado;840;52,7;173,44;3,291
10;parcialmente_nublado;844;48,58;107,7;2,217
10;parcialmente_nublado;848;46,71;100,79;2,158
10;parcialmente_nublado;890;53,34;127,64;2,393
11;parcialmente_nublado;860;48,84;140,26;2,872
11;parcialmente_nublado;840;47,97;102,47;2,136
11;parcialmente_nublado;844;52,44;205,23;3,914
11;parcialmente_nublado;848;47,04;139,38;2,963
11;parcialmente_nublado;890;51,36;196,14;3,819
12;parcialmente_nublado;860;46,61;128,69;2,761
12;parcialmente_nublado;840;51,92;165,44;3,186
12;parcialmente_nublado;844;49,76;182,02;3,658
12;parcialmente_nublado;848;52,29;136,36;2,608
12;parcialmente_nublado;890;47,07;174,34;3,704
13;parcialmente_nublado;860;41,36;95,8;2,316
13;parcialmente_nublado;840;51,23;165,61;3,233
13;parcialmente_nublado;844;61,08;209,56;3,431
13;parcialmente_nublado;848;43,73;115,13;2,633
13;parcialmente_nublado;890;50,26;146,59;2,917
14;parcialmente_nublado;860;48,12;177,05;3,679
14;parcialmente_nublado;840;53,45;192,83;3,608
14;parcialmente_nublado;844;53,93;109,81;2,036
14;parcialmente_nublado;848;40,9;90,04;2,201
14;parcialmente_nublado;890;51,26;195,27;3,809
15;parcialmente_nublado;860;55,31;218,94;3,958
15;parcialmente_nublado;840;47,0;153,43;3,264
15;parcialmente_nublado;844;50,92;115,59;2,27
15;parcialmente_nublado;848;47,93;135,24;2,822
15;parcialmente_nublado;890;46,5;162,85;3,502
16;nublado;860;44,55;142,25;3,193
16;nublado;840;56,83;137,68;2,423
16;nublado;844;42,75;95,31;2,229
16;nublado;848;48,39;190,28;3,932
16;nublado;890;55,14;200,0;3,627
17;parcialmente_nublado;860;44,24;137,41;3,106
17;parcialmente_nublado;840;54,92;110,08;2,004
17;parcialmente_nublado;844;55,18;196,01;3,552
17;parcialmente_nublado;848;45,71;137,58;3,01
17;parcialmente_nublado;890;47,61;164,94;3,464
18;ceu_aberto;860;54,91;146,11;2,661
18;ceu_aberto;840;52,43;106,3;2,027
18;ceu_aberto;844;53,06;193,16;3,64
18;ceu_aberto;848;45,49;168,74;3,709
18;ceu_aberto;890;41,77;135,7;3,249
19;parcialmente_nublado;860;49,4;163,97;3,319
19;parcialmente_nublado;840;50,9;140,29;2,756
19;parcialmente_nublado;844;44,67;96,25;2,155
19;parcialmente_nublado;848;49,33;183,76;3,725
19;parcialmente_nublado;890;53,36;178,22;3,34
20;ceu_aberto;860;46,43;114,41;2,464
20;ceu_aberto;840;55,33;157,41;2,845
20;ceu_aberto;844;48,09;99,33;2,066
