id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra860;860;285,02;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;358,9;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;277,23;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra848;848;344,02;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra890;890;326,93;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra860;860;123,38;366.46;BESS_fixo
1;ceu_aberto;Storage;BESS_barra840;840;114,69;372.01;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;99,98;343.76;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;99,68;358.02;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;119,49;320.21;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra860;860;325,27;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra840;840;375,51;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra844;844;320,46;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra848;848;273,73;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra890;890;297,14;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra860;860;120,51;354.14;BESS_fixo
2;ceu_aberto;Storage;BESS_barra840;840;111,86;385.42;BESS_fixo
2;ceu_aberto;Storage;BESS_barra844;844;117,27;460.79;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;101,44;265.5;BESS_fixo
2;ceu_aberto;Storage;BESS_barra890;890;106,15;214.9;BESS_fixo
3;ceu_aberto;PVSystem;PV_barra860;860;299,35;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra840;840;281,08;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra844;844;332,75;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra848;848;349,76;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra890;890;329,15;;PV_irr_real3
3;ceu_aberto;Storage;BESS_barra860;860;127,08;461.59;BESS_fixo
3;ceu_aberto;Storage;BESS_barra840;840;104,67;360.59;BESS_fixo
3;ceu_aberto;Storage;BESS_barra844;844;101,7;397.94;BESS_fixo
3;ceu_aberto;Storage;BESS_barra848;848;104,92;231.87;BESS_fixo
3;ceu_aberto;Storage;BESS_barra890;890;118,86;367.76;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra860;860;280,99;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra840;840;378,86;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra844;844;335,24;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra848;848;282,07;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra890;890;314,94;;PV_irr_real4
4;ceu_aberto;Storage;BESS_barra860;860;108,37;312.39;BESS_fixo
4;ceu_aberto;Storage;BESS_barra840;840;119,3;318.03;BESS_fixo
4;ceu_aberto;Storage;BESS_barra844;844;120,9;423.41;BESS_fixo
4;ceu_aberto;Storage;BESS_barra848;848;118,32;429.73;BESS_fixo
4;ceu_aberto;Storage;BESS_barra890;890;90,35;287.13;BESS_fixo
5;nublado;PVSystem;PV_barra860;860;320,43;;PV_irr_real5
5;nublado;PVSystem;PV_barra840;840;285,76;;PV_irr_real5
5;nublado;PVSystem;PV_barra844;844;285,85;;PV_irr_real5
5;nublado;PVSystem;PV_barra848;848;345,87;;PV_irr_real5
5;nublado;PVSystem;PV_barra890;890;354,2;;PV_irr_real5
5;nublado;Storage;BESS_barra860;860;110,77;334.54;BESS_fixo
5;nublado;Storage;BESS_barra840;840;114,67;400.62;BESS_fixo
5;nublado;Storage;BESS_barra844;844;113,15;339.76;BESS_fixo
5;nublado;Storage;BESS_barra848;848;126,2;480.75;BESS_fixo
5;nublado;Storage;BESS_barra890;890;92,44;332.64;BESS_fixo
