id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;nublado;60,0;2;1320,0;12
2;ceu_aberto;60,0;3;1320,0;12
3;nublado;60,0;4;1320,0;12
4;ceu_aberto;60,0;4;1320,0;12
5;nublado;60,0;2;1320,0;12
6;nublado;60,0;4;1320,0;12
7;parcialmente_nublado;60,0;3;1320,0;12
8;parcialmente_nublado;60,0;3;1320,0;12
9;parcialmente_nublado;60,0;4;1320,0;12
10;parcialmente_nublado;60,0;4;1320,0;12
11;ceu_aberto;60,0;4;1320,0;12
12;ceu_aberto;60,0;6;1320,0;12
13;ceu_aberto;60,0;3;1320,0;12
14;parcialmente_nublado;60,0;4;1320,0;12
15;ceu_aberto;60,0;7;1320,0;12
16;ceu_aberto;60,0;5;1320,0;12
17;nublado;60,0;4;1320,0;12
18;nublado;60,0;6;1320,0;12
19;nublado;60,0;3;1320,0;12
20;nublado;60,0;4;1320,0;12
21;parcialmente_nublado;60,0;3;1320,0;12
22;nublado;60,0;5;1320,0;12
23;parcialmente_nublado;60,0;5;1320,0;12
24;ceu_aberto;60,0;7;1320,0;12
25;nublado;60,0;5;1320,0;12
26;parcialmente_nublado;60,0;4;1320,0;12
27;nublado;60,0;2;1320,0;12
28;ceu_aberto;60,0;4;1320,0;12
29;parcialmente_nublado;60,0;4;1320,0;12
30;ceu_aberto;60,0;3;1320,0;12
31;nublado;60,0;4;1320,0;12
32;nublado;60,0;5;1320,0;12
33;nublado;60,0;7;1320,0;12
34;ceu_aberto;60,0;3;1320,0;12
35;ceu_aberto;60,0;3;1320,0;12
36;parcialmente_nublado;60,0;3;1320,0;12
37;parcialmente_nublado;60,0;5;1320,0;12
38;ceu_aberto;60,0;5;1320,0;12
39;parcialmente_nublado;60,0;6;1320,0;12
40;nublado;60,0;5;1320,0;12
41;nublado;60,0;2;1320,0;12
42;ceu_aberto;60,0;5;1320,0;12
43;parcialmente_nublado;60,0;6;1320,0;12
44;ceu_aberto;60,0;5;1320,0;12
45;parcialmente_nublado;60,0;3;1320,0;12
46;nublado;60,0;7;1320,0;12
47;ceu_aberto;60,0;3;1320,0;12
48;nublado;60,0;5;1320,0;12
49;ceu_aberto;60,0;4;1320,0;12
50;parcialmente_nublado;60,0;4;1320,0;12
