id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;ceu_aberto;5;1200,0;5;708,01;8;7;1;1;0;160
2;ceu_aberto;5;2830,4;5;1041,3700000000001;32;32;5;1;0;160
3;parcialmente_nublado;5;2600,0;5;437,13;25;13;1;1;0;160
4;parcialmente_nublado;5;2500,0;5;931,08;26;21;5;1;0;160
5;parcialmente_nublado;5;1200,0;5;739,5699999999999;8;4;1;1;0;160
6;ceu_aberto;5;2100,0;5;737,88;31;26;1;1;0;160
7;ceu_aberto;5;1900,0;5;744,1899999999999;26;22;1;1;0;160
8;nublado;5;800,0;5;814,1;1;1;2;1;0;160
9;ceu_aberto;5;2000,0;5;651,42;8;25;1;1;0;160
10;ceu_aberto;5;1500,0;5;785,8;8;8;1;1;0;160
11;parcialmente_nublado;5;1500,0;5;742,67;2;1;1;1;0;160
12;nublado;5;2400,0;5;683,02;17;8;1;1;0;160
13;ceu_aberto;5;2150,0;5;951,0699999999999;22;20;2;1;0;160
14;ceu_aberto;5;2100,0;5;676,2199999999999;14;8;1;1;0;160
15;parcialmente_nublado;5;1550,0;5;657,5799999999999;8;7;1;1;0;160
16;ceu_aberto;5;900,0;5;861,97;2;1;2;1;0;160
17;nublado;5;1600,0;5;732,4100000000001;8;7;1;1;0;160
18;parcialmente_nublado;5;900,0;5;765,23;1;1;1;1;0;160
19;ceu_aberto;5;2550,0;5;882,9499999999999;26;27;2;1;0;160
20;nublado;5;950,0;5;885,54;1;1;2;1;0;160
21;ceu_aberto;5;2830,4;5;819,1;32;24;2;1;0;160
22;nublado;5;2400,0;5;420,78;22;8;1;1;0;160
23;ceu_aberto;5;2830,4;5;804,42;28;27;1;1;0;160
24;parcialmente_nublado;5;1100,0;5;685,3199999999999;2;1;1;1;0;160
25;nublado;5;2750,0;5;821,44;9;7;1;1;0;160
26;nublado;5;1250,0;5;625,96;7;1;1;1;0;160
27;ceu_aberto;5;1650,0;5;779,1;8;7;1;1;0;160
28;nublado;5;2750,0;5;624,6599999999999;21;8;1;1;0;160
29;nublado;5;2300,0;5;785,08;8;7;1;1;0;160
30;nublado;5;2700,0;5;550,39;9;8;1;1;0;160
31;parcialmente_nublado;5;2250,0;5;732,6199999999999;8;7;1;1;0;160
32;parcialmente_nublado;5;2650,0;5;824,33;32;28;1;1;0;160
33;nublado;5;2700,0;5;709,24;9;7;1;1;0;160
34;nublado;5;1950,0;5;671,25;9;7;1;1;0;160
35;ceu_aberto;5;2750,0;5;592,41;31;31;1;1;0;160
36;ceu_aberto;5;1550,0;5;736,57;7;7;1;1;0;160
37;nublado;5;1750,0;5;799,32;8;5;1;1;0;160
38;ceu_aberto;5;1950,0;5;716,63;22;20;1;1;0;160
39;parcialmente_nublado;5;2830,4;5;822,1800000000001;29;8;1;1;0;160
40;ceu_aberto;5;2150,0;5;845,5300000000001;25;22;1;1;0;160
41;nublado;5;2150,0;5;878,47;10;8;1;1;0;160
42;nublado;5;1750,0;5;547,12;8;7;1;1;0;160
43;nublado;5;1650,0;5;687,47;7;1;1;1;0;160
44;nublado;5;2000,0;5;767,54;8;7;1;1;0;160
45;ceu_aberto;5;1550,0;5;717,39;8;7;1;1;0;160
46;ceu_aberto;5;950,0;5;914,89;2;1;1;1;0;160
47;parcialmente_nublado;5;1450,0;5;584,6400000000001;8;7;1;1;0;160
48;nublado;5;2150,0;5;717,96;14;7;1;1;0;160
49;parcialmente_nublado;5;2550,0;5;1013,53;25;23;2;1;0;160
50;nublado;5;1250,0;5;641,11;7;1;1;1;0;160
