id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;parcialmente_nublado;1;7;250,0
1;parcialmente_nublado;2;6;50,0
1;parcialmente_nublado;3;22;900,0
1;parcialmente_nublado;4;29;569,0
2;nublado;1;27;400,0
2;nublado;2;7;750,0
2;nublado;3;29;550,0
2;nublado;4;3;69,0
3;parcialmente_nublado;1;4;450,0
3;parcialmente_nublado;2;23;400,0
3;parcialmente_nublado;3;15;250,0
3;parcialmente_nublado;4;12;200,0
3;parcialmente_nublado;5;18;200,0
3;parcialmente_nublado;6;29;250,0
3;parcialmente_nublado;7;15;19,0
4;parcialmente_nublado;1;12;250,0
4;parcialmente_nublado;2;19;200,0
4;parcialmente_nublado;3;5;400,0
4;parcialmente_nublado;4;3;550,0
4;parcialmente_nublado;5;21;250,0
4;parcialmente_nublado;6;33;119,0
5;nublado;1;24;500,0
5;nublado;2;20;150,0
5;nublado;3;3;50,0
5;nublado;4;27;400,0
5;nublado;5;4;200,0
5;nublado;6;30;350,0
5;nublado;7;27;119,0
6;nublado;1;6;150,0
6;nublado;2;21;50,0
6;nublado;3;21;250,0
6;nublado;4;3;550,0
6;nublado;5;34;500,0
6;nublado;6;25;269,0
7;ceu_aberto;1;29;500,0
7;ceu_aberto;2;33;750,0
7;ceu_aberto;3;7;50,0
7;ceu_aberto;4;24;250,0
7;ceu_aberto;5;14;219,0
8;nublado;1;7;150,0
8;nublado;2;32;900,0
8;nublado;3;32;550,0
8;nublado;4;12;169,0
9;ceu_aberto;1;32;550,0
9;ceu_aberto;2;15;800,0
9;ceu_aberto;3;28;150,0
9;ceu_aberto;4;12;150,0
9;ceu_aberto;5;34;119,0
10;parcialmente_nublado;1;11;300,0
10;parcialmente_nublado;2;30;300,0
10;parcialmente_nublado;3;18;400,0
10;parcialmente_nublado;4;27;350,0
10;parcialmente_nublado;5;5;200,0
10;parcialmente_nublado;6;15;50,0
10;parcialmente_nublado;7;28;169,0
11;nublado;1;14;300,0
11;nublado;2;20;750,0
11;nublado;3;32;200,0
11;nublado;4;26;200,0
11;nublado;5;9;319,0
12;parcialmente_nublado;1;31;600,0
12;parcialmente_nublado;2;14;700,0
12;parcialmente_nublado;3;29;50,0
12;parcialmente_nublado;4;16;419,0
13;nublado;1;15;50,0
13;nublado;2;26;550,0
13;nublado;3;29;400,0
13;nublado;4;8;50,0
13;nublado;5;25;300,0
13;nublado;6;21;50,0
13;nublado;7;6;150,0
13;nublado;8;34;219,0
14;nublado;1;21;150,0
14;nublado;2;21;350,0
14;nublado;3;4;250,0
14;nublado;4;15;700,0
14;nublado;5;11;150,0
14;nublado;6;20;100,0
14;nublado;7;17;69,0
15;nublado;1;15;350,0
15;nublado;2;13;500,0
15;nublado;3;23;400,0
15;nublado;4;4;450,0
15;nublado;5;23;69,0
16;nublado;1;1;350,0
16;nublado;2;9;350,0
16;nublado;3;10;50,0
16;nublado;4;1;550,0
16;nublado;5;13;400,0
16;nublado;6;29;69,0
17;ceu_aberto;1;21;50,0
17;ceu_aberto;2;24;450,0
17;ceu_aberto;3;18;100,0
17;ceu_aberto;4;28;400,0
17;ceu_aberto;5;6;769,0
18;ceu_aberto;1;12;100,0
18;ceu_aberto;2;30;550,0
18;ceu_aberto;3;14;50,0
18;ceu_aberto;4;31;600,0
18;ceu_aberto;5;16;150,0
18;ceu_aberto;6;13;50,0
18;ceu_aberto;7;14;200,0
18;ceu_aberto;8;15;69,0
19;ceu_aberto;1;6;100,0
19;ceu_aberto;2;18;400,0
19;ceu_aberto;3;15;50,0
19;ceu_aberto;4;14;350,0
19;ceu_aberto;5;6;100,0
19;ceu_aberto;6;17;769,0
20;nublado;1;19;200,0
20;nublado;2;22;200,0
20;nublado;3;2;300,0
20;nublado;4;28;150,0
20;nublado;5;29;200,0
20;nublado;6;4;50,0
20;nublado;7;18;50,0
20;nublado;8;16;50,0
