id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;1;6;110,51;118,02;1,068
1;parcialmente_nublado;2;24;167,49;409,1;2,443
1;parcialmente_nublado;3;12;110,85;488,45;4,406
1;parcialmente_nublado;4;25;202,02;399,75;1,979
1;parcialmente_nublado;5;25;138,05;409,46;2,966
1;parcialmente_nublado;6;3;220,91;319,29;1,445
1;parcialmente_nublado;7;7;148,33;157,78;1,064
1;parcialmente_nublado;8;24;221,58;473,0;2,135
1;parcialmente_nublado;9;11;235,16;211,59;0,9
1;parcialmente_nublado;10;12;213,64;135,02;0,632
1;parcialmente_nublado;11;17;125,85;313,58;2,492
1;parcialmente_nublado;12;32;159,84;263,53;1,649
1;parcialmente_nublado;13;34;174,33;317,97;1,824
1;parcialmente_nublado;14;30;90,13;429,57;4,766
1;parcialmente_nublado;15;3;222,0;124,38;0,56
1;parcialmente_nublado;16;31;151,01;180,35;1,194
1;parcialmente_nublado;17;34;112,64;183,24;1,627
1;parcialmente_nublado;18;18;207,46;472,78;2,279
1;parcialmente_nublado;19;9;210,58;480,52;2,282
1;parcialmente_nublado;20;32;134,66;424,24;3,15
2;nublado;1;3;206,09;198,77;0,964
2;nublado;2;11;178,75;196,91;1,102
2;nublado;3;32;155,96;369,96;2,372
2;nublado;4;15;86,22;420,96;4,882
2;nublado;5;21;244,22;496,25;2,032
2;nublado;6;20;215,09;331,51;1,541
2;nublado;7;29;151,15;244,72;1,619
2;nublado;8;14;192,1;176,85;0,921
2;nublado;9;8;237,49;268,13;1,129
2;nublado;10;14;154,01;475,95;3,09
2;nublado;11;4;202,67;249,82;1,233
2;nublado;12;13;235,17;470,2;1,999
2;nublado;13;9;116,46;137,98;1,185
2;nublado;14;31;198,36;206,78;1,042
2;nublado;15;3;155,98;430,28;2,759
2;nublado;16;1;190,76;216,03;1,132
2;nublado;17;6;226,28;388,7;1,718
2;nublado;18;5;130,45;253,48;1,943
2;nublado;19;21;200,49;120,72;0,602
2;nublado;20;17;107,32;127,46;1,188
3;parcialmente_nublado;1;30;62,75;400,0;6,375
3;parcialmente_nublado;2;23;167,75;425,48;2,536
3;parcialmente_nublado;3;31;210,58;433,86;2,06
3;parcialmente_nublado;4;32;147,4;376,26;2,553
3;parcialmente_nublado;5;1;104,7;413,49;3,949
3;parcialmente_nublado;6;21;249,59;493,44;1,977
3;parcialmente_nublado;7;3;90,09;371,83;4,127
3;parcialmente_nublado;8;11;50,69;498,23;9,829
3;parcialmente_nublado;9;25;128,16;407,85;3,182
3;parcialmente_nublado;10;26;135,23;270,35;1,999
3;parcialmente_nublado;11;23;154,44;208,72;1,351
3;parcialmente_nublado;12;27;245,77;137,73;0,56
3;parcialmente_nublado;13;34;127,75;165,06;1,292
3;parcialmente_nublado;14;21;212,24;464,68;2,189
3;parcialmente_nublado;15;7;101,71;138,97;1,366
3;parcialmente_nublado;16;6;236,59;315,84;1,335
3;parcialmente_nublado;17;11;104,15;372,68;3,578
3;parcialmente_nublado;18;5;215,23;298,92;1,389
3;parcialmente_nublado;19;24;107,11;473,56;4,421
3;parcialmente_nublado;20;12;145,83;478,65;3,282
4;parcialmente_nublado;1;6;67,45;138,43;2,052
4;parcialmente_nublado;2;12;223,26;299,07;1,34
4;parcialmente_nublado;3;27;208,18;243,42;1,169
4;parcialmente_nublado;4;15;103,31;119,9;1,161
4;parcialmente_nublado;5;24;216,49;203,93;0,942
4;parcialmente_nublado;6;27;83,12;324,98;3,91
4;parcialmente_nublado;7;11;59,98;253,56;4,227
4;parcialmente_nublado;8;32;159,13;141,26;0,888
4;parcialmente_nublado;9;21;189,45;429,98;2,27
4;parcialmente_nublado;10;9;111,49;200,79;1,801
4;parcialmente_nublado;11;8;72,9;422,75;5,799
4;parcialmente_nublado;12;30;192,3;289,96;1,508
4;parcialmente_nublado;13;17;208,41;451,88;2,168
4;parcialmente_nublado;14;16;111,18;182,12;1,638
4;parcialmente_nublado;15;3;228,32;436,17;1,91
4;parcialmente_nublado;16;15;206,4;127,6;0,618
4;parcialmente_nublado;17;18;161,21;360,62;2,237
4;parcialmente_nublado;18;9;103,02;415,37;4,032
4;parcialmente_nublado;19;20;104,93;123,26;1,175
4;parcialmente_nublado;20;22;173,58;449,03;2,587
5;nublado;1;22;75,74;398,85;5,266
5;nublado;2;15;175,61;209,94;1,195
5;nublado;3;25;138,86;492,08;3,544
5;nublado;4;15;206,49;489,39;2,37
5;nublado;5;2;161,63;146,31;0,905
5;nublado;6;12;207,59;480,59;2,315
5;nublado;7;20;59,52;375,54;6,309
5;nublado;8;2;166,55;102,22;0,614
5;nublado;9;1;125,43;107,54;0,857
5;nublado;10;8;96,72;318,11;3,289
5;nublado;11;27;55,7;399,13;7,166
5;nublado;12;31;230,3;147,61;0,641
5;nublado;13;20;209,68;184,78;0,881
5;nublado;14;14;234,34;151,86;0,648
5;nublado;15;16;63,61;170,37;2,678
5;nublado;16;15;130,28;435,39;3,342
5;nublado;17;3;232,38;303,45;1,306
5;nublado;18;6;231,48;323,77;1,399
5;nublado;19;23;209,63;284,12;1,355
5;nublado;20;12;192,2;187,48;0,975
6;nublado;1;6;52,03;200,1;3,846
6;nublado;2;29;165,59;496,61;2,999
6;nublado;3;11;148,73;168,47;1,133
6;nublado;4;22;137,14;331,39;2,416
6;nublado;5;18;130,17;277,28;2,13
6;nublado;6;26;135,43;402,96;2,975
6;nublado;7;8;238,21;136,35;0,572
6;nublado;8;16;200,46;226,62;1,13
6;nublado;9;2;93,55;480,52;5,137
6;nublado;10;12;158,29;293,98;1,857
6;nublado;11;32;164,62;379,18;2,303
6;nublado;12;31;118,41;399,18;3,371
6;nublado;13;6;168,86;233,83;1,385
6;nublado;14;32;158,81;326,68;2,057
6;nublado;15;13;90,01;252,88;2,809
6;nublado;16;30;72,24;208,44;2,885
6;nublado;17;9;86,46;284,53;3,291
6;nublado;18;31;224,85;272,6;1,212
6;nublado;19;23;130,69;290,43;2,222
6;nublado;20;19;216,36;105,0;0,485
7;ceu_aberto;1;10;122,31;240,01;1,962
7;ceu_aberto;2;23;165,09;132,71;0,804
7;ceu_aberto;3;26;76,98;390,06;5,067
7;ceu_aberto;4;16;89,95;176,2;1,959
7;ceu_aberto;5;9;224,42;352,25;1,57
7;ceu_aberto;6;18;106,9;159,8;1,495
7;ceu_aberto;7;30;82,11;354,18;4,313
7;ceu_aberto;8;23;90,13;167,41;1,857
7;ceu_aberto;9;3;86,09;181,31;2,106
7;ceu_aberto;10;8;244,81;282,09;1,152
7;ceu_aberto;11;32;55,99;463,67;8,281
7;ceu_aberto;12;5;205,12;418,72;2,041
7;ceu_aberto;13;34;102,99;424,68;4,124
7;ceu_aberto;14;18;201,87;149,11;0,739
7;ceu_aberto;15;32;71,71;378,94;5,284
7;ceu_aberto;16;10;135,82;474,41;3,493
7;ceu_aberto;17;4;150,71;123,77;0,821
7;ceu_aberto;18;8;73,08;493,14;6,748
7;ceu_aberto;19;16;60,27;290,58;4,821
7;ceu_aberto;20;3;83,19;408,25;4,907
8;nublado;1;1;177,8;492,9;2,772
8;nublado;2;23;245,72;282,32;1,149
8;nublado;3;30;95,1;415,39;4,368
8;nublado;4;6;209,59;336,89;1,607
8;nublado;5;28;142,85;316,21;2,214
8;nublado;6;9;178,07;478,07;2,685
8;nublado;7;9;206,82;178,47;0,863
8;nublado;8;12;218,62;430,39;1,969
8;nublado;9;26;142,06;438,85;3,089
8;nublado;10;30;214,32;368,99;1,722
8;nublado;11;10;56,32;481,7;8,553
8;nublado;12;1;78,45;251,79;3,21
8;nublado;13;20;161,07;439,38;2,728
8;nublado;14;9;110,38;260,45;2,36
8;nublado;15;11;235,61;142,65;0,605
8;nublado;16;23;240,3;106,21;0,442
8;nublado;17;27;219,19;251,7;1,148
8;nublado;18;34;217,96;417,56;1,916
8;nublado;19;6;177,97;397,31;2,232
8;nublado;20;30;125,82;119,28;0,948
9;ceu_aberto;1;34;62,96;468,73;7,445
9;ceu_aberto;2;7;178,85;468,46;2,619
9;ceu_aberto;3;33;187,9;284,69;1,515
9;ceu_aberto;4;2;195,29;397,87;2,037
9;ceu_aberto;5;15;214,01;406,2;1,898
9;ceu_aberto;6;34;160,18;289,79;1,809
9;ceu_aberto;7;9;181,66;438,9;2,416
9;ceu_aberto;8;20;121,81;482,18;3,958
9;ceu_aberto;9;10;158,77;161,43;1,017
9;ceu_aberto;10;21;178,81;164,38;0,919
9;ceu_aberto;11;30;241,2;424,08;1,758
9;ceu_aberto;12;9;103,08;327,46;3,177
9;ceu_aberto;13;14;143,75;359,88;2,504
9;ceu_aberto;14;16;62,23;333,11;5,353
9;ceu_aberto;15;32;171,62;451,15;2,629
9;ceu_aberto;16;23;95,96;121,78;1,269
9;ceu_aberto;17;31;237,0;372,45;1,572
9;ceu_aberto;18;21;235,24;133,85;0,569
9;ceu_aberto;19;3;161,42;236,61;1,466
9;ceu_aberto;20;29;208,07;300,23;1,443
10;parcialmente_nublado;1;16;127,22;262,87;2,066
10;parcialmente_nublado;2;4;70,58;123,06;1,744
10;parcialmente_nublado;3;20;219,19;498,56;2,275
10;parcialmente_nublado;4;27;224,98;212,27;0,944
10;parcialmente_nublado;5;27;198,76;158,21;0,796
10;parcialmente_nublado;6;21;71,52;396,93;5,55
10;parcialmente_nublado;7;6;63,13;272,41;4,315
10;parcialmente_nublado;8;26;190,69;295,87;1,552
10;parcialmente_nublado;9;8;113,39;363,72;3,208
10;parcialmente_nublado;10;26;91,78;473,48;5,159
10;parcialmente_nublado;11;28;215,12;224,64;1,044
10;parcialmente_nublado;12;21;161,05;477,42;2,964
10;parcialmente_nublado;13;5;111,0;402,11;3,623
10;parcialmente_nublado;14;34;190,55;333,39;1,75
10;parcialmente_nublado;15;14;204,05;156,83;0,769
10;parcialmente_nublado;16;29;144,87;334,56;2,309
10;parcialmente_nublado;17;9;54,94;232,9;4,239
10;parcialmente_nublado;18;19;198,01;145,4;0,734
10;parcialmente_nublado;19;17;119,99;256,28;2,136
10;parcialmente_nublado;20;5;55,11;260,31;4,723
11;nublado;1;22;102,92;250,91;2,438
11;nublado;2;13;132,53;416,09;3,14
11;nublado;3;12;231,34;119,78;0,518
11;nublado;4;14;98,28;281,06;2,86
11;nublado;5;16;238,76;261,45;1,095
11;nublado;6;30;113,32;131,93;1,164
11;nublado;7;32;55,3;324,92;5,876
11;nublado;8;2;191,38;467,24;2,441
11;nublado;9;25;51,61;182,3;3,532
11;nublado;10;21;122,27;253,4;2,072
11;nublado;11;18;192,05;329,3;1,715
11;nublado;12;16;85,68;459,33;5,361
11;nublado;13;14;195,96;439,45;2,243
11;nublado;14;31;173,93;239,59;1,378
11;nublado;15;19;143,05;476,49;3,331
11;nublado;16;2;181,23;449,41;2,48
11;nublado;17;6;77,97;123,03;1,578
11;nublado;18;5;159,92;406,12;2,54
11;nublado;19;1;201,68;342,93;1,7
11;nublado;20;16;146,36;415,84;2,841
12;parcialmente_nublado;1;1;107,14;302,78;2,826
12;parcialmente_nublado;2;13;122,42;316,25;2,583
12;parcialmente_nublado;3;4;63,29;267,31;4,224
12;parcialmente_nublado;4;4;222,33;427,17;1,921
12;parcialmente_nublado;5;25;115,72;287,95;2,488
12;parcialmente_nublado;6;25;78,59;300,51;3,824
12;parcialmente_nublado;7;5;156,08;263,59;1,689
12;parcialmente_nublado;8;32;213,53;387,04;1,813
12;parcialmente_nublado;9;6;244,44;253,25;1,036
12;parcialmente_nublado;10;31;51,75;418,13;8,08
12;parcialmente_nublado;11;20;170,84;498,91;2,92
12;parcialmente_nublado;12;20;244,5;434,74;1,778
12;parcialmente_nublado;13;8;95,08;206,21;2,169
12;parcialmente_nublado;14;21;130,64;253,65;1,942
12;parcialmente_nublado;15;26;68,16;368,83;5,411
12;parcialmente_nublado;16;30;135,73;132,8;0,978
12;parcialmente_nublado;17;16;83,56;443,33;5,306
12;parcialmente_nublado;18;7;135,91;167,18;1,23
12;parcialmente_nublado;19;10;170,25;174,49;1,025
12;parcialmente_nublado;20;2;211,67;460,13;2,174
13;nublado;1;17;81,6;486,71;5,965
13;nublado;2;4;220,88;132,31;0,599
13;nublado;3;17;176,62;486,23;2,753
13;nublado;4;10;139,03;197,47;1,42
13;nublado;5;26;55,31;164,33;2,971
13;nublado;6;22;51,79;248,67;4,802
13;nublado;7;11;63,19;444,06;7,027
13;nublado;8;11;249,3;478,06;1,918
13;nublado;9;20;246,24;417,07;1,694
13;nublado;10;24;54,9;269,13;4,902
13;nublado;11;27;231,69;393,62;1,699
13;nublado;12;28;205,88;452,75;2,199
13;nublado;13;6;50,06;237,36;4,742
13;nublado;14;23;110,99;390,68;3,52
13;nublado;15;8;130,11;457,41;3,516
13;nublado;16;31;219,45;344,92;1,572
13;nublado;17;13;241,67;349,56;1,446
13;nublado;18;13;237,28;154,75;0,652
13;nublado;19;27;185,84;244,58;1,316
13;nublado;20;21;245,89;105,75;0,43
14;nublado;1;27;142,96;244,64;1,711
14;nublado;2;17;245,02;438,86;1,791
14;nublado;3;23;123,0;440,38;3,58
14;nublado;4;9;215,03;214,17;0,996
14;nublado;5;23;131,81;118,71;0,901
14;nublado;6;11;218,51;483,11;2,211
14;nublado;7;34;72,41;448,4;6,193
14;nublado;8;6;120,87;343,16;2,839
14;nublado;9;21;228,73;100,51;0,439
14;nublado;10;28;79,44;354,58;4,463
14;nublado;11;25;232,98;480,76;2,064
14;nublado;12;12;75,04;284,89;3,797
14;nublado;13;31;143,3;123,51;0,862
14;nublado;14;12;213,2;353,92;1,66
14;nublado;15;1;226,59;186,84;0,825
14;nublado;16;24;242,58;255,11;1,052
14;nublado;17;21;50,2;438,61;8,737
14;nublado;18;5;119,46;277,87;2,326
14;nublado;19;15;82,2;314,66;3,828
14;nublado;20;13;60,3;113,51;1,882
15;nublado;1;7;155,49;210,66;1,355
15;nublado;2;26;238,41;305,41;1,281
15;nublado;3;15;66,59;345,44;5,188
15;nublado;4;25;137,35;315,16;2,295
15;nublado;5;9;203,61;270,39;1,328
15;nublado;6;30;215,88;347,23;1,608
15;nublado;7;11;80,68;390,42;4,839
15;nublado;8;20;115,42;185,18;1,604
15;nublado;9;16;75,29;178,51;2,371
15;nublado;10;4;122,2;127,59;1,044
15;nublado;11;10;190,58;333,75;1,751
15;nublado;12;19;168,51;290,49;1,724
15;nublado;13;32;95,58;167,13;1,749
15;nublado;14;27;154,88;321,2;2,074
15;nublado;15;7;247,85;407,55;1,644
15;nublado;16;11;213,48;141,03;0,661
15;nublado;17;19;179,26;452,14;2,522
15;nublado;18;2;111,6;294,24;2,637
15;nublado;19;26;191,26;245,62;1,284
15;nublado;20;30;129,37;241,99;1,871
16;nublado;1;24;163,78;168,96;1,032
16;nublado;2;22;154,3;203,37;1,318
16;nublado;3;20;136,98;214,78;1,568
16;nublado;4;9;206,46;381,59;1,848
16;nublado;5;14;182,19;132,66;0,728
16;nublado;6;6;91,37;192,02;2,102
16;nublado;7;29;192,16;417,13;2,171
16;nublado;8;24;96,75;201,19;2,079
16;nublado;9;32;65,43;425,32;6,5
16;nublado;10;26;167,51;179,76;1,073
16;nublado;11;33;137,02;375,89;2,743
16;nublado;12;18;84,03;103,85;1,236
16;nublado;13;20;149,5;277,36;1,855
16;nublado;14;29;162,73;178,73;1,098
16;nublado;15;23;125,21;187,24;1,495
16;nublado;16;17;61,44;465,96;7,584
16;nublado;17;31;207,51;476,54;2,296
16;nublado;18;27;173,56;203,32;1,171
16;nublado;19;24;219,14;344,45;1,572
16;nublado;20;16;247,93;144,62;0,583
17;ceu_aberto;1;18;84,13;255,98;3,043
17;ceu_aberto;2;2;157,78;460,14;2,916
17;ceu_aberto;3;16;64,51;328,94;5,099
17;ceu_aberto;4;31;54,29;483,75;8,91
17;ceu_aberto;5;15;103,18;165,05;1,6
17;ceu_aberto;6;10;150,73;153,78;1,02
17;ceu_aberto;7;14;184,12;448,27;2,435
17;ceu_aberto;8;15;84,84;463,44;5,463
17;ceu_aberto;9;18;114,83;340,58;2,966
17;ceu_aberto;10;14;157,98;251,39;1,591
17;ceu_aberto;11;30;192,33;289,37;1,505
17;ceu_aberto;12;23;91,45;249,22;2,725
17;ceu_aberto;13;15;218,19;231,58;1,061
17;ceu_aberto;14;13;236,95;326,7;1,379
17;ceu_aberto;15;10;173,99;225,79;1,298
17;ceu_aberto;16;34;188,17;118,51;0,63
17;ceu_aberto;17;31;101,13;237,85;2,352
17;ceu_aberto;18;14;116,52;139,07;1,194
17;ceu_aberto;19;10;55,12;299,31;5,43
17;ceu_aberto;20;14;186,33;108,9;0,584
18;ceu_aberto;1;9;204,7;241,28;1,179
18;ceu_aberto;2;14;106,55;145,1;1,362
18;ceu_aberto;3;20;148,73;450,59;3,03
18;ceu_aberto;4;2;228,32;312,08;1,367
