id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;836;214,39;101,43;0,473
1;ceu_aberto;852;162,17;473,92;2,922
1;ceu_aberto;830;166,25;186,53;1,122
1;ceu_aberto;846;51,4;136,1;2,648
1;ceu_aberto;850;159,26;368,73;2,315
1;ceu_aberto;814;151,81;414,45;2,73
1;ceu_aberto;806;71,65;242,23;3,381
1;ceu_aberto;822;150,83;192,17;1,274
1;ceu_aberto;816;241,28;240,91;0,998
1;ceu_aberto;826;142,57;240,82;1,689
1;ceu_aberto;832;171,11;172,75;1,01
1;ceu_aberto;858;82,09;412,28;5,022
1;ceu_aberto;856;200,13;115,51;0,577
1;ceu_aberto;844;89,96;455,94;5,068
1;ceu_aberto;848;190,07;160,34;0,844
1;ceu_aberto;808;201,4;239,56;1,189
1;ceu_aberto;800;235,62;192,54;0,817
1;ceu_aberto;838;83,8;199,3;2,378
1;ceu_aberto;828;150,74;106,77;0,708
1;ceu_aberto;854;125,42;480,74;3,833
2;parcialmente_nublado;802;70,39;141,72;2,013
2;parcialmente_nublado;810;68,43;433,91;6,341
2;parcialmente_nublado;830;237,45;402,46;1,695
2;parcialmente_nublado;824;149,6;235,52;1,574
2;parcialmente_nublado;856;115,66;179,87;1,555
2;parcialmente_nublado;862;87,62;332,6;3,796
2;parcialmente_nublado;828;195,72;288,57;1,474
2;parcialmente_nublado;814;159,95;290,85;1,818
2;parcialmente_nublado;842;239,71;496,11;2,07
2;parcialmente_nublado;848;172,38;122,56;0,711
2;parcialmente_nublado;836;76,33;377,75;4,949
2;parcialmente_nublado;826;183,82;450,79;2,452
2;parcialmente_nublado;812;185,95;437,1;2,351
2;parcialmente_nublado;850;213,83;493,14;2,306
2;parcialmente_nublado;822;237,33;139,2;0,587
2;parcialmente_nublado;890;137,33;398,84;2,904
2;parcialmente_nublado;888;61,31;464,73;7,58
2;parcialmente_nublado;834;124,19;348,49;2,806
2;parcialmente_nublado;838;97,96;360,38;3,679
2;parcialmente_nublado;846;103,18;336,32;3,26
3;parcialmente_nublado;854;178,74;437,29;2,447
3;parcialmente_nublado;814;178,87;296,42;1,657
3;parcialmente_nublado;850;125,54;316,17;2,518
3;parcialmente_nublado;860;88,61;419,26;4,732
3;parcialmente_nublado;802;180,96;423,65;2,341
3;parcialmente_nublado;838;84,63;490,75;5,799
3;parcialmente_nublado;808;80,88;297,05;3,673
3;parcialmente_nublado;822;186,64;435,07;2,331
3;parcialmente_nublado;862;150,8;443,93;2,944
3;parcialmente_nublado;830;190,3;372,68;1,958
3;parcialmente_nublado;816;118,67;328,53;2,768
3;parcialmente_nublado;820;155,2;436,75;2,814
3;parcialmente_nublado;858;125,55;163,64;1,303
3;parcialmente_nublado;888;200,71;382,37;1,905
3;parcialmente_nublado;832;122,79;285,13;2,322
3;parcialmente_nublado;800;143,22;221,73;1,548
3;parcialmente_nublado;836;205,98;277,91;1,349
3;parcialmente_nublado;844;241,77;281,6;1,165
3;parcialmente_nublado;818;205,95;252,47;1,226
3;parcialmente_nublado;842;196,72;417,4;2,122
4;nublado;850;176,18;475,19;2,697
4;nublado;808;170,32;120,45;0,707
4;nublado;848;116,13;122,25;1,053
4;nublado;858;182,45;112,03;0,614
4;nublado;810;101,04;274,6;2,718
4;nublado;888;236,71;142,88;0,604
4;nublado;816;97,98;497,3;5,076
4;nublado;834;113,33;163,71;1,445
4;nublado;852;90,0;111,61;1,24
4;nublado;862;109,2;164,41;1,506
4;nublado;838;184,68;304,1;1,647
4;nublado;860;99,18;162,16;1,635
4;nublado;844;91,3;114,1;1,25
4;nublado;806;71,41;331,26;4,639
4;nublado;812;231,83;284,93;1,229
4;nublado;836;89,73;307,46;3,427
4;nublado;842;190,5;345,16;1,812
4;nublado;830;54,07;412,1;7,622
4;nublado;818;213,69;340,51;1,593
4;nublado;822;244,11;422,09;1,729
5;ceu_aberto;860;76,66;220,97;2,882
5;ceu_aberto;816;165,34;119,69;0,724
5;ceu_aberto;812;96,8;438,19;4,527
5;ceu_aberto;846;209,61;131,9;0,629
5;ceu_aberto;856;153,17;182,68;1,193
5;ceu_aberto;822;58,55;471,64;8,055
5;ceu_aberto;818;143,72;301,57;2,098
5;ceu_aberto;848;114,83;188,57;1,642
5;ceu_aberto;858;62,82;130,53;2,078
5;ceu_aberto;800;149,52;164,25;1,099
5;ceu_aberto;850;58,14;459,93;7,911
5;ceu_aberto;836;148,17;159,99;1,08
5;ceu_aberto;888;116,52;141,05;1,211
5;ceu_aberto;890;98,42;218,8;2,223
5;ceu_aberto;844;176,03;230,38;1,309
5;ceu_aberto;820;193,63;272,95;1,41
5;ceu_aberto;832;132,62;187,44;1,413
5;ceu_aberto;824;133,09;152,08;1,143
5;ceu_aberto;810;233,09;184,64;0,792
5;ceu_aberto;842;63,18;219,53;3,475
6;parcialmente_nublado;852;154,2;169,94;1,102
6;parcialmente_nublado;832;149,62;412,14;2,755
6;parcialmente_nublado;890;69,14;326,95;4,729
6;parcialmente_nublado;850;80,38;384,77;4,787
6;parcialmente_nublado;822;73,09;450,58;6,165
6;parcialmente_nublado;830;116,95;102,68;0,878
6;parcialmente_nublado;820;239,46;179,86;0,751
6;parcialmente_nublado;814;238,15;235,12;0,987
6;parcialmente_nublado;818;196,16;445,18;2,269
6;parcialmente_nublado;860;218,74;320,7;1,466
6;parcialmente_nublado;826;69,02;230,33;3,337
6;parcialmente_nublado;828;189,36;318,59;1,682
6;parcialmente_nublado;854;159,23;276,17;1,734
6;parcialmente_nublado;848;51,64;433,28;8,39
6;parcialmente_nublado;842;150,94;405,39;2,686
6;parcialmente_nublado;888;92,03;410,07;4,456
6;parcialmente_nublado;802;245,83;348,4;1,417
6;parcialmente_nublado;834;154,95;181,74;1,173
6;parcialmente_nublado;846;198,48;458,64;2,311
6;parcialmente_nublado;810;184,28;344,95;1,872
7;nublado;838;174,66;469,83;2,69
7;nublado;856;180,85;171,45;0,948
7;nublado;890;123,03;461,41;3,75
7;nublado;816;181,87;492,11;2,706
7;nublado;814;107,68;492,61;4,575
7;nublado;834;239,14;417,8;1,747
7;nublado;830;229,98;447,57;1,946
7;nublado;800;122,23;452,41;3,701
7;nublado;852;88,62;326,86;3,688
7;nublado;820;166,31;315,76;1,899
7;nublado;836;232,27;218,72;0,942
7;nublado;844;78,14;211,41;2,706
7;nublado;826;248,65;176,25;0,709
7;nublado;848;246,36;127,12;0,516
7;nublado;806;141,01;159,85;1,134
7;nublado;862;141,68;186,94;1,319
7;nublado;810;53,13;214,16;4,031
7;nublado;812;105,97;412,69;3,894
7;nublado;808;233,95;283,96;1,214
7;nublado;802;134,92;228,38;1,693
8;nublado;836;103,86;343,46;3,307
8;nublado;856;194,62;485,01;2,492
8;nublado;834;171,26;293,6;1,714
8;nublado;814;97,05;422,27;4,351
