id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0025;0,0517;0,2419;0,4839;0,7539;0,9247;0,9093;0,8445;0,9095;0,7034;0,5788;0,2603;0,0392;0,0026;0,0003;0,0;0,0;0,0;0,0001
2;parcialmente_nublado;0,0009;0,0009;0,0012;0,0012;0,0008;0,0041;0,0504;0,1795;0,331;0,5466;0,8337;0,9213;1,0;0,7802;0,5017;0,3816;0,1814;0,0453;0,0046;0,0007;0,0004;0,0004;0,0004;0,0004
3;parcialmente_nublado;0,001;0,0009;0,001;0,0013;0,0007;0,0043;0,0569;0,1665;0,302;0,5936;0,7609;0,7584;0,8972;0,8472;0,5471;0,4082;0,1864;0,0559;0,0038;0,0009;0,0006;0,0005;0,0004;0,0005
4;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0132;0,0916;0,2166;0,48;0,4656;0,7263;0,7317;0,669;0,6479;0,4531;0,3615;0,2045;0,0527;0,0042;0,0;0,0002;0,0017;0,0018;0,0015
5;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0421;0,2035;0,5392;0,6013;0,98;1,0;1,0;1,0;0,8067;0,5674;0,2704;0,0415;0,0021;0,0003;0,0;0,0;0,0;0,0001
6;parcialmente_nublado;0,001;0,001;0,0011;0,0011;0,0008;0,0042;0,0607;0,1996;0,3483;0,6318;0,7009;0,842;0,8793;0,9293;0,4262;0,4362;0,1944;0,055;0,0055;0,0006;0,0006;0,0004;0,0004;0,0005
7;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0106;0,0891;0,2738;0,4272;0,6227;0,6535;0,7644;0,6251;0,7239;0,4525;0,3216;0,1987;0,0479;0,0045;0,0;0,0002;0,0014;0,0013;0,0019
8;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0103;0,0739;0,2611;0,4192;0,5349;0,6916;0,5976;0,7176;0,672;0,3503;0,2876;0,1685;0,0442;0,004;0,0;0,0002;0,0019;0,0015;0,0016
9;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0358;0,2112;0,3994;0,7709;1,0;0,736;1,0;1,0;0,688;0,5214;0,2469;0,056;0,0018;0,0003;0,0;0,0;0,0;0,0001
10;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0499;0,2164;0,4394;0,633;0,9843;1,0;0,9363;0,7759;0,8927;0,5067;0,2442;0,0542;0,0021;0,0003;0,0;0,0;0,0;0,0001
