id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;860;160,76;323,07;2,01
1;parcialmente_nublado;840;186,32;510,15;2,738
1;parcialmente_nublado;844;170,57;360,17;2,112
1;parcialmente_nublado;848;187,8;633,89;3,375
1;parcialmente_nublado;890;161,35;334,98;2,076
2;ceu_aberto;860;147,15;357,48;2,429
2;ceu_aberto;840;179,14;437,51;2,442
2;ceu_aberto;844;187,1;588,63;3,146
2;ceu_aberto;848;182,64;710,65;3,891
2;ceu_aberto;890;170,78;397,58;2,328
3;parcialmente_nublado;860;191,22;538,14;2,814
3;parcialmente_nublado;840;177,28;367,12;2,071
3;parcialmente_nublado;844;154,72;363,6;2,35
3;parcialmente_nublado;848;184,23;606,02;3,289
3;parcialmente_nublado;890;159,37;524,72;3,292
4;ceu_aberto;860;149,98;458,9;3,06
4;ceu_aberto;840;187,57;563,21;3,003
4;ceu_aberto;844;163,1;380,6;2,334
4;ceu_aberto;848;203,47;650,71;3,198
4;ceu_aberto;890;162,7;457,92;2,815
5;parcialmente_nublado;860;178,71;384,47;2,151
5;parcialmente_nublado;840;156,82;573,68;3,658
5;parcialmente_nublado;844;182,71;693,46;3,795
5;parcialmente_nublado;848;177,82;441,93;2,485
5;parcialmente_nublado;890;170,75;450,7;2,64
6;parcialmente_nublado;860;171,09;382,93;2,238
6;parcialmente_nublado;840;196,9;488,46;2,481
6;parcialmente_nublado;844;174,47;532,5;3,052
6;parcialmente_nublado;848;169,11;598,25;3,538
6;parcialmente_nublado;890;155,24;459,45;2,96
7;ceu_aberto;860;183,19;565,42;3,087
7;ceu_aberto;840;177,87;459,73;2,585
7;ceu_aberto;844;137,74;371,16;2,695
7;ceu_aberto;848;183,62;731,9;3,986
7;ceu_aberto;890;184,39;423,6;2,297
8;parcialmente_nublado;860;186,36;532,42;2,857
8;parcialmente_nublado;840;165,45;483,15;2,92
8;parcialmente_nublado;844;192,06;534,86;2,785
8;parcialmente_nublado;848;162,4;444,72;2,738
8;parcialmente_nublado;890;160,55;338,89;2,111
9;nublado;860;160,57;391,72;2,44
9;nublado;840;156,04;530,25;3,398
9;nublado;844;176,09;538,54;3,058
9;nublado;848;188,14;517,03;2,748
9;nublado;890;185,97;548,38;2,949
10;nublado;860;198,21;455,15;2,296
10;nublado;840;170,17;547,47;3,217
10;nublado;844;167,94;545,39;3,248
10;nublado;848;158,52;515,16;3,25
10;nublado;890;171,97;527,2;3,066
11;ceu_aberto;860;198,28;538,37;2,715
11;ceu_aberto;840;186,61;678,22;3,634
11;ceu_aberto;844;161,65;385,2;2,383
11;ceu_aberto;848;182,48;728,27;3,991
11;ceu_aberto;890;137,79;437,73;3,177
12;ceu_aberto;860;181,24;695,91;3,84
12;ceu_aberto;840;171,46;667,0;3,89
12;ceu_aberto;844;180,16;477,28;2,649
12;ceu_aberto;848;180,66;636,82;3,525
12;ceu_aberto;890;153,29;423,71;2,764
13;parcialmente_nublado;860;180,26;678,57;3,764
13;parcialmente_nublado;840;159,41;454,28;2,85
13;parcialmente_nublado;844;160,99;329,77;2,048
13;parcialmente_nublado;848;158,98;387,83;2,439
13;parcialmente_nublado;890;207,16;642,07;3,099
14;parcialmente_nublado;860;139,12;555,55;3,993
14;parcialmente_nublado;840;186,39;399,48;2,143
14;parcialmente_nublado;844;182,58;580,7;3,181
14;parcialmente_nublado;848;174,89;628,28;3,592
14;parcialmente_nublado;890;183,84;390,05;2,122
15;parcialmente_nublado;860;175,18;699,26;3,992
15;parcialmente_nublado;840;151,62;568,35;3,749
15;parcialmente_nublado;844;160,62;618,17;3,849
15;parcialmente_nublado;848;181,6;605,4;3,334
15;parcialmente_nublado;890;197,78;711,34;3,597
16;parcialmente_nublado;860;197,44;627,01;3,176
16;parcialmente_nublado;840;175,55;554,45;3,158
16;parcialmente_nublado;844;170,28;454,65;2,67
16;parcialmente_nublado;848;172,5;558,84;3,24
16;parcialmente_nublado;890;151,03;387,58;2,566
17;parcialmente_nublado;860;179,4;358,95;2,001
17;parcialmente_nublado;840;159,64;353,91;2,217
17;parcialmente_nublado;844;180,82;465,72;2,576
17;parcialmente_nublado;848;189,59;516,41;2,724
17;parcialmente_nublado;890;157,37;470,81;2,992
18;nublado;860;160,83;463,11;2,88
18;nublado;840;192,31;661,88;3,442
18;nublado;844;165,35;420,61;2,544
18;nublado;848;179,19;612,88;3,42
18;nublado;890;169,12;478,96;2,832
19;ceu_aberto;860;154,57;458,91;2,969
19;ceu_aberto;840;168,64;571,62;3,39
19;ceu_aberto;844;168,63;459,75;2,726
19;ceu_aberto;848;197,19;538,19;2,729
19;ceu_aberto;890;177,78;479,43;2,697
20;parcialmente_nublado;860;138,56;310,26;2,239
20;parcialmente_nublado;840;212,47;428,88;2,019
