id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;nublado;5;1400,0;5;497,8;7;2;1;1;0;180
2;nublado;5;2200,0;5;749,0600000000001;8;7;1;1;0;180
3;nublado;5;1600,0;5;799,14;8;1;1;1;0;180
4;ceu_aberto;5;1850,0;5;839,6500000000001;22;8;1;1;0;180
5;parcialmente_nublado;5;1450,0;5;743,14;8;7;1;1;0;180
6;ceu_aberto;5;1350,0;5;745,38;7;7;1;1;0;180
7;parcialmente_nublado;5;1100,0;5;651,27;7;2;1;1;0;180
8;nublado;5;1600,0;5;892,13;7;1;5;1;0;180
9;ceu_aberto;5;2350,0;5;804,91;21;11;1;1;0;180
10;parcialmente_nublado;5;2300,0;5;798,01;27;24;1;1;0;180
11;ceu_aberto;5;2300,0;5;891,3;22;23;2;1;0;180
12;ceu_aberto;5;1800,0;5;870,73;23;8;1;1;0;180
13;parcialmente_nublado;5;2000,0;5;658,9100000000001;8;20;1;1;0;180
14;ceu_aberto;5;2000,0;5;783,48;27;25;1;1;0;180
15;ceu_aberto;5;1200,0;5;856,49;8;7;2;1;0;180
16;nublado;5;1700,0;5;722,87;8;2;1;1;0;180
17;ceu_aberto;5;2100,0;5;566,79;20;8;1;1;0;180
18;ceu_aberto;5;1550,0;5;719,0699999999999;8;13;1;1;0;180
19;nublado;5;2700,0;5;822,69;9;7;1;1;0;180
20;parcialmente_nublado;5;1500,0;5;744,48;8;7;1;1;0;180
21;ceu_aberto;5;2050,0;5;655,8199999999999;20;17;1;1;0;180
22;ceu_aberto;5;1900,0;5;630,92;8;8;1;1;0;180
23;ceu_aberto;5;2000,0;5;716,85;26;8;1;1;0;180
24;ceu_aberto;5;2300,0;5;539,6199999999999;28;31;1;1;0;180
25;nublado;5;1700,0;5;783,69;7;1;1;1;0;180
26;parcialmente_nublado;5;1300,0;5;694,94;6;2;1;1;0;180
27;nublado;5;2100,0;5;653,33;9;18;1;1;0;180
28;parcialmente_nublado;5;2250,0;5;880,3100000000001;15;20;2;1;0;180
29;parcialmente_nublado;5;1900,0;5;731,75;8;2;1;1;0;180
30;parcialmente_nublado;5;1600,0;5;784,75;8;8;1;1;0;180
31;parcialmente_nublado;5;1250,0;5;865,68;8;7;2;1;0;180
32;parcialmente_nublado;5;1900,0;5;679,3199999999999;20;8;1;1;0;180
33;ceu_aberto;5;1750,0;5;893,0799999999999;8;7;2;1;0;180
34;nublado;5;1200,0;5;655,36;1;1;1;1;0;180
35;ceu_aberto;5;1250,0;5;618,0699999999999;7;7;1;1;0;180
36;ceu_aberto;5;2450,0;5;761,9300000000001;31;27;1;1;0;180
37;nublado;5;2200,0;5;898,64;8;7;3;1;0;180
38;parcialmente_nublado;5;2450,0;5;589,12;27;25;1;1;0;180
39;nublado;5;1800,0;5;567,5899999999999;8;7;1;1;0;180
40;parcialmente_nublado;5;2100,0;5;917,7399999999999;10;8;2;1;0;180
41;ceu_aberto;5;1300,0;5;699,41;8;7;1;1;0;180
42;ceu_aberto;5;1450,0;5;617,88;8;7;1;1;0;180
43;parcialmente_nublado;5;2300,0;5;844,0;8;8;2;1;0;180
44;parcialmente_nublado;5;1300,0;5;745,62;8;7;1;1;0;180
45;ceu_aberto;5;1700,0;5;700,1199999999999;25;25;1;1;0;180
46;nublado;5;2850,0;5;824,15;27;18;2;1;0;180
47;parcialmente_nublado;5;1100,0;5;793,86;7;2;1;1;0;180
48;ceu_aberto;5;2000,0;5;810,85;31;24;1;1;0;180
49;parcialmente_nublado;5;1500,0;5;1020,8599999999999;8;2;4;1;0;180
50;parcialmente_nublado;5;3184,2;5;531,09;32;28;1;1;0;180
