id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;parcialmente_nublado;PVSystem;PV_barra860;860;650,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra848;848;750,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra890;890;100,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra840;840;950,0;;PV_irr_real1
1;parcialmente_nublado;PVSystem;PV_barra844;844;250,0;;PV_irr_real1
1;parcialmente_nublado;Storage;BESS_barra860;860;237,96;207.24;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra840;840;179,71;478.13;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra844;844;184,9;499.01;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra848;848;88,75;274.96;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra890;890;161,44;321.21;BESS_fixo
2;nublado;PVSystem;PV_barra848;848;650,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra840;840;200,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra890;890;300,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra860;860;550,0;;PV_irr_real2
2;nublado;PVSystem;PV_barra844;844;800,0;;PV_irr_real2
2;nublado;Storage;BESS_barra848;848;108,38;373.16;BESS_fixo
2;nublado;Storage;BESS_barra844;844;113,39;284.43;BESS_fixo
2;nublado;Storage;BESS_barra890;890;138,61;104.48;BESS_fixo
2;nublado;Storage;BESS_barra840;840;239,44;286.25;BESS_fixo
2;nublado;Storage;BESS_barra860;860;161,2;340.54;BESS_fixo
3;ceu_aberto;PVSystem;PV_barra860;860;400,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra840;840;1000,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra844;844;600,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra848;848;350,0;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra890;890;400,0;;PV_irr_real3
3;ceu_aberto;Storage;BESS_barra840;840;73,66;102.77;BESS_fixo
3;ceu_aberto;Storage;BESS_barra860;860;174,65;168.75;BESS_fixo
3;ceu_aberto;Storage;BESS_barra890;890;101,95;323.28;BESS_fixo
3;ceu_aberto;Storage;BESS_barra844;844;212,78;318.52;BESS_fixo
3;ceu_aberto;Storage;BESS_barra848;848;154,58;305.74;BESS_fixo
4;parcialmente_nublado;PVSystem;PV_barra860;860;300,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra848;848;50,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra840;840;550,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra890;890;250,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra844;844;100,0;;PV_irr_real4
4;parcialmente_nublado;Storage;BESS_barra848;848;93,41;376.08;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra860;860;215,01;489.76;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra890;890;137,82;419.65;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra840;840;232,46;210.32;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra844;844;153,68;106.59;BESS_fixo
5;parcialmente_nublado;PVSystem;PV_barra840;840;50,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra860;860;50,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra890;890;50,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra844;844;750,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra848;848;350,0;;PV_irr_real5
5;parcialmente_nublado;Storage;BESS_barra844;844;236,72;215.51;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra890;890;66,19;480.37;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra848;848;59,08;329.26;BESS_fixo
