id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;parcialmente_nublado;160,0;5;2700,0;5
2;nublado;160,0;5;2500,0;5
3;ceu_aberto;160,0;5;2750,0;5
4;parcialmente_nublado;160,0;5;1250,0;5
5;parcialmente_nublado;160,0;5;1250,0;5
6;ceu_aberto;160,0;5;1500,0;5
7;parcialmente_nublado;160,0;5;1100,0;5
8;nublado;160,0;5;2150,0;5
9;parcialmente_nublado;160,0;5;1300,0;5
10;ceu_aberto;160,0;5;1650,0;5
11;nublado;160,0;5;1250,0;5
12;ceu_aberto;160,0;5;1550,0;5
13;parcialmente_nublado;160,0;5;2830,4;5
14;parcialmente_nublado;160,0;5;2450,0;5
15;nublado;160,0;5;2050,0;5
16;parcialmente_nublado;160,0;5;2000,0;5
17;ceu_aberto;160,0;5;1500,0;5
18;parcialmente_nublado;160,0;5;2100,0;5
19;ceu_aberto;160,0;5;1500,0;5
20;parcialmente_nublado;160,0;5;1850,0;5
21;parcialmente_nublado;160,0;5;1900,0;5
22;ceu_aberto;160,0;5;1800,0;5
23;parcialmente_nublado;160,0;5;1000,0;5
24;nublado;160,0;5;1600,0;5
25;nublado;160,0;5;2830,4;5
26;nublado;160,0;5;2050,0;5
27;ceu_aberto;160,0;5;1500,0;5
28;ceu_aberto;160,0;5;1400,0;5
29;parcialmente_nublado;160,0;5;1500,0;5
30;ceu_aberto;160,0;5;1500,0;5
31;parcialmente_nublado;160,0;5;1250,0;5
32;parcialmente_nublado;160,0;5;1750,0;5
33;nublado;160,0;5;2250,0;5
34;nublado;160,0;5;2200,0;5
35;ceu_aberto;160,0;5;1250,0;5
36;nublado;160,0;5;1150,0;5
37;parcialmente_nublado;160,0;5;1350,0;5
38;parcialmente_nublado;160,0;5;2150,0;5
39;nublado;160,0;5;450,0;5
40;parcialmente_nublado;160,0;5;2350,0;5
41;parcialmente_nublado;160,0;5;2700,0;5
42;parcialmente_nublado;160,0;5;1600,0;5
43;nublado;160,0;5;1500,0;5
44;parcialmente_nublado;160,0;5;2000,0;5
45;ceu_aberto;160,0;5;2600,0;5
46;nublado;160,0;5;1800,0;5
47;parcialmente_nublado;160,0;5;1200,0;5
48;parcialmente_nublado;160,0;5;2100,0;5
49;nublado;160,0;5;1550,0;5
50;ceu_aberto;160,0;5;2550,0;5
51;nublado;160,0;5;2000,0;5
52;nublado;160,0;5;1150,0;5
53;nublado;160,0;5;1650,0;5
54;parcialmente_nublado;160,0;5;2500,0;5
55;ceu_aberto;160,0;5;2400,0;5
56;parcialmente_nublado;160,0;5;1250,0;5
57;nublado;160,0;5;2550,0;5
58;parcialmente_nublado;160,0;5;2650,0;5
59;nublado;160,0;5;1900,0;5
60;nublado;160,0;5;1800,0;5
61;ceu_aberto;160,0;5;1700,0;5
62;nublado;160,0;5;2150,0;5
63;nublado;160,0;5;1950,0;5
64;parcialmente_nublado;160,0;5;1450,0;5
65;nublado;160,0;5;2300,0;5
66;ceu_aberto;160,0;5;2500,0;5
67;parcialmente_nublado;160,0;5;1050,0;5
68;parcialmente_nublado;160,0;5;1800,0;5
69;nublado;160,0;5;1250,0;5
70;nublado;160,0;5;1150,0;5
71;parcialmente_nublado;160,0;5;2350,0;5
72;ceu_aberto;160,0;5;2650,0;5
73;parcialmente_nublado;160,0;5;2750,0;5
