id_realizacao;tipo_dia;barra;potencia_kw
1;ceu_aberto;860;37,93
1;ceu_aberto;840;33,15
1;ceu_aberto;844;31,18
1;ceu_aberto;848;37,2
1;ceu_aberto;890;37,44
2;ceu_aberto;860;29,23
2;ceu_aberto;840;34,84
2;ceu_aberto;844;40,44
2;ceu_aberto;848;36,9
2;ceu_aberto;890;35,49
3;ceu_aberto;860;36,24
3;ceu_aberto;840;36,7
3;ceu_aberto;844;26,66
3;ceu_aberto;848;36,8
3;ceu_aberto;890;40,5
4;ceu_aberto;860;34,29
4;ceu_aberto;840;34,75
4;ceu_aberto;844;36,52
4;ceu_aberto;848;32,05
4;ceu_aberto;890;39,29
5;parcialmente_nublado;860;38,6
5;parcialmente_nublado;840;35,81
5;parcialmente_nublado;844;33,78
5;parcialmente_nublado;848;40,13
5;parcialmente_nublado;890;28,59
6;ceu_aberto;860;32,99
6;ceu_aberto;840;36,04
6;ceu_aberto;844;37,06
6;ceu_aberto;848;31,96
6;ceu_aberto;890;38,85
7;ceu_aberto;860;38,04
7;ceu_aberto;840;42,26
7;ceu_aberto;844;34,25
7;ceu_aberto;848;29,16
7;ceu_aberto;890;33,19
8;parcialmente_nublado;860;34,81
8;parcialmente_nublado;840;33,81
8;parcialmente_nublado;844;37,77
8;parcialmente_nublado;848;31,67
8;parcialmente_nublado;890;38,84
9;parcialmente_nublado;860;32,21
9;parcialmente_nublado;840;37,22
9;parcialmente_nublado;844;32,77
9;parcialmente_nublado;848;43,72
9;parcialmente_nublado;890;30,98
10;ceu_aberto;860;35,34
10;ceu_aberto;840;33,98
10;ceu_aberto;844;33,36
10;ceu_aberto;848;38,26
10;ceu_aberto;890;35,96
11;ceu_aberto;860;34,45
11;ceu_aberto;840;36,05
11;ceu_aberto;844;30,04
11;ceu_aberto;848;34,59
11;ceu_aberto;890;41,77
12;nublado;860;32,64
12;nublado;840;34,14
12;nublado;844;37,38
12;nublado;848;32,82
12;nublado;890;39,92
13;parcialmente_nublado;860;34,02
13;parcialmente_nublado;840;33,65
13;parcialmente_nublado;844;38,07
13;parcialmente_nublado;848;35,98
13;parcialmente_nublado;890;35,18
14;ceu_aberto;860;33,89
14;ceu_aberto;840;35,0
14;ceu_aberto;844;34,21
14;ceu_aberto;848;37,75
14;ceu_aberto;890;36,05
15;nublado;860;33,01
15;nublado;840;42,16
15;nublado;844;34,28
15;nublado;848;32,38
15;nublado;890;35,08
16;ceu_aberto;860;32,28
16;ceu_aberto;840;36,58
16;ceu_aberto;844;32,26
16;ceu_aberto;848;32,29
16;ceu_aberto;890;43,5
17;parcialmente_nublado;860;41,27
17;parcialmente_nublado;840;29,49
17;parcialmente_nublado;844;36,32
17;parcialmente_nublado;848;39,75
17;parcialmente_nublado;890;30,06
18;nublado;860;34,99
18;nublado;840;30,72
18;nublado;844;40,42
18;nublado;848;33,87
18;nublado;890;36,9
19;ceu_aberto;860;38,93
19;ceu_aberto;840;37,43
19;ceu_aberto;844;39,27
19;ceu_aberto;848;29,92
19;ceu_aberto;890;31,36
20;parcialmente_nublado;860;34,54
20;parcialmente_nublado;840;35,56
20;parcialmente_nublado;844;37,67
20;parcialmente_nublado;848;39,97
20;parcialmente_nublado;890;29,16
21;parcialmente_nublado;860;32,8
21;parcialmente_nublado;840;36,59
21;parcialmente_nublado;844;36,83
21;parcialmente_nublado;848;38,53
21;parcialmente_nublado;890;32,15
22;ceu_aberto;860;34,94
22;ceu_aberto;840;33,03
22;ceu_aberto;844;35,22
22;ceu_aberto;848;36,9
22;ceu_aberto;890;36,81
23;ceu_aberto;860;39,84
23;ceu_aberto;840;36,91
23;ceu_aberto;844;32,29
23;ceu_aberto;848;36,67
23;ceu_aberto;890;31,19
24;ceu_aberto;860;38,73
24;ceu_aberto;840;40,06
24;ceu_aberto;844;29,93
24;ceu_aberto;848;36,31
24;ceu_aberto;890;31,87
25;ceu_aberto;860;37,08
25;ceu_aberto;840;40,22
25;ceu_aberto;844;37,11
25;ceu_aberto;848;33,23
25;ceu_aberto;890;29,26
26;parcialmente_nublado;860;34,1
26;parcialmente_nublado;840;32,85
26;parcialmente_nublado;844;31,47
26;parcialmente_nublado;848;41,63
26;parcialmente_nublado;890;36,85
27;ceu_aberto;860;40,56
27;ceu_aberto;840;35,89
27;ceu_aberto;844;30,88
27;ceu_aberto;848;34,71
27;ceu_aberto;890;34,87
28;parcialmente_nublado;860;30,66
28;parcialmente_nublado;840;35,31
28;parcialmente_nublado;844;35,27
28;parcialmente_nublado;848;41,42
28;parcialmente_nublado;890;34,24
29;parcialmente_nublado;860;31,62
29;parcialmente_nublado;840;38,52
29;parcialmente_nublado;844;36,91
29;parcialmente_nublado;848;34,98
29;parcialmente_nublado;890;34,87
30;parcialmente_nublado;860;34,53
30;parcialmente_nublado;840;34,63
30;parcialmente_nublado;844;40,82
30;parcialmente_nublado;848;35,93
30;parcialmente_nublado;890;30,98
31;parcialmente_nublado;860;42,58
31;parcialmente_nublado;840;31,1
31;parcialmente_nublado;844;33,57
31;parcialmente_nublado;848;31,13
31;parcialmente_nublado;890;38,52
32;parcialmente_nublado;860;37,23
32;parcialmente_nublado;840;41,07
32;parcialmente_nublado;844;34,34
32;parcialmente_nublado;848;32,38
32;parcialmente_nublado;890;31,88
33;nublado;860;38,07
33;nublado;840;34,49
33;nublado;844;33,51
33;nublado;848;36,3
33;nublado;890;34,52
34;parcialmente_nublado;860;33,71
34;parcialmente_nublado;840;34,67
34;parcialmente_nublado;844;34,03
34;parcialmente_nublado;848;41,02
34;parcialmente_nublado;890;33,46
35;parcialmente_nublado;860;30,41
35;parcialmente_nublado;840;40,78
35;parcialmente_nublado;844;32,16
35;parcialmente_nublado;848;37,2
35;parcialmente_nublado;890;36,35
36;parcialmente_nublado;860;33,86
36;parcialmente_nublado;840;41,5
36;parcialmente_nublado;844;35,16
36;parcialmente_nublado;848;30,3
36;parcialmente_nublado;890;36,09
37;nublado;860;36,41
37;nublado;840;35,71
37;nublado;844;35,1
37;nublado;848;37,22
37;nublado;890;32,46
38;ceu_aberto;860;30,27
38;ceu_aberto;840;34,95
38;ceu_aberto;844;37,09
38;ceu_aberto;848;40,92
38;ceu_aberto;890;33,67
39;nublado;860;29,45
39;nublado;840;39,49
39;nublado;844;30,16
39;nublado;848;37,51
39;nublado;890;40,29
40;ceu_aberto;860;36,65
40;ceu_aberto;840;35,64
40;ceu_aberto;844;32,03
40;ceu_aberto;848;36,67
40;ceu_aberto;890;35,91
41;ceu_aberto;860;40,02
41;ceu_aberto;840;35,1
41;ceu_aberto;844;36,89
41;ceu_aberto;848;31,44
41;ceu_aberto;890;33,44
42;parcialmente_nublado;860;38,68
42;parcialmente_nublado;840;36,62
42;parcialmente_nublado;844;34,7
42;parcialmente_nublado;848;29,72
42;parcialmente_nublado;890;37,18
43;ceu_aberto;860;32,53
43;ceu_aberto;840;33,65
43;ceu_aberto;844;34,31
43;ceu_aberto;848;38,11
43;ceu_aberto;890;38,3
44;parcialmente_nublado;860;33,07
44;parcialmente_nublado;840;32,4
44;parcialmente_nublado;844;33,91
44;parcialmente_nublado;848;35,78
44;parcialmente_nublado;890;41,75
45;ceu_aberto;860;39,51
45;ceu_aberto;840;34,09
45;ceu_aberto;844;30,7
45;ceu_aberto;848;35,18
45;ceu_aberto;890;37,42
46;ceu_aberto;860;36,15
46;ceu_aberto;840;31,52
46;ceu_aberto;844;38,91
46;ceu_aberto;848;35,62
46;ceu_aberto;890;34,71
47;parcialmente_nublado;860;39,93
47;parcialmente_nublado;840;38,32
47;parcialmente_nublado;844;36,05
47;parcialmente_nublado;848;29,14
47;parcialmente_nublado;890;33,45
48;nublado;860;38,62
48;nublado;840;31,67
48;nublado;844;33,99
48;nublado;848;39,28
48;nublado;890;33,35
49;ceu_aberto;860;30,25
49;ceu_aberto;840;39,41
49;ceu_aberto;844;34,63
49;ceu_aberto;848;39,82
49;ceu_aberto;890;32,79
50;ceu_aberto;860;32,32
50;ceu_aberto;840;34,98
50;ceu_aberto;844;40,68
50;ceu_aberto;848;32,29
50;ceu_aberto;890;36,63
51;nublado;860;31,85
51;nublado;840;40,97
51;nublado;844;31,16
51;nublado;848;36,58
51;nublado;890;36,35
52;ceu_aberto;860;39,58
52;ceu_aberto;840;35,7
52;ceu_aberto;844;33,99
52;ceu_aberto;848;36,95
52;ceu_aberto;890;30,68
53;parcialmente_nublado;860;39,55
53;parcialmente_nublado;840;32,28
53;parcialmente_nublado;844;39,28
53;parcialmente_nublado;848;29,77
53;parcialmente_nublado;890;36,02
54;ceu_aberto;860;30,65
54;ceu_aberto;840;34,34
54;ceu_aberto;844;34,81
54;ceu_aberto;848;38,37
54;ceu_aberto;890;38,74
55;ceu_aberto;860;32,79
55;ceu_aberto;840;38,84
55;ceu_aberto;844;35,05
55;ceu_aberto;848;37,58
55;ceu_aberto;890;32,65
56;parcialmente_nublado;860;38,63
56;parcialmente_nublado;840;31,17
56;parcialmente_nublado;844;32,81
56;parcialmente_nublado;848;37,19
56;parcialmente_nublado;890;37,1
57;ceu_aberto;860;37,28
57;ceu_aberto;840;37,6
57;ceu_aberto;844;37,0
57;ceu_aberto;848;29,55
57;ceu_aberto;890;35,48
58;nublado;860;37,46
58;nublado;840;32,29
58;nublado;844;37,14
58;nublado;848;32,21
58;nublado;890;37,79
59;nublado;860;43,91
59;nublado;840;27,74
59;nublado;844;33,21
59;nublado;848;39,92
59;nublado;890;32,12
60;parcialmente_nublado;860;34,24
60;parcialmente_nublado;840;37,2
60;parcialmente_nublado;844;31,38
60;parcialmente_nublado;848;34,6
60;parcialmente_nublado;890;39,49
61;ceu_aberto;860;31,87
61;ceu_aberto;840;34,36
61;ceu_aberto;844;36,05
61;ceu_aberto;848;41,58
61;ceu_aberto;890;33,05
62;nublado;860;37,08
62;nublado;840;30,49
62;nublado;844;40,54
62;nublado;848;34,18
62;nublado;890;34,62
63;parcialmente_nublado;860;30,94
63;parcialmente_nublado;840;37,79
63;parcialmente_nublado;844;35,22
63;parcialmente_nublado;848;38,74
63;parcialmente_nublado;890;34,2
64;parcialmente_nublado;860;37,22
64;parcialmente_nublado;840;36,79
64;parcialmente_nublado;844;35,41
64;parcialmente_nublado;848;35,31
64;parcialmente_nublado;890;32,16
65;parcialmente_nublado;860;42,41
65;parcialmente_nublado;840;37,93
65;parcialmente_nublado;844;36,09
65;parcialmente_nublado;848;28,83
65;parcialmente_nublado;890;31,65
66;parcialmente_nublado;860;33,26
66;parcialmente_nublado;840;38,62
66;parcialmente_nublado;844;37,81
66;parcialmente_nublado;848;32,54
66;parcialmente_nublado;890;34,67
67;nublado;860;33,44
67;nublado;840;36,71
67;nublado;844;36,65
67;nublado;848;34,97
67;nublado;890;35,13
68;ceu_aberto;860;33,63
68;ceu_aberto;840;30,79
68;ceu_aberto;844;36,62
68;ceu_aberto;848;37,52
