id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra860;860;37,93;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;33,15;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;31,18;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra848;848;37,2;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra890;890;37,44;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra860;860;14,05;29.08;BESS_fixo
1;ceu_aberto;Storage;BESS_barra840;840;12,31;43.88;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;13,74;33.33;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;9,91;31.71;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;11,92;34.96;BESS_fixo
2;ceu_aberto;PVSystem;PV_barra860;860;29,23;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra840;840;34,84;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra844;844;40,44;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra848;848;36,9;;PV_irr_real2
2;ceu_aberto;PVSystem;PV_barra890;890;35,49;;PV_irr_real2
2;ceu_aberto;Storage;BESS_barra860;860;14,58;54.98;BESS_fixo
2;ceu_aberto;Storage;BESS_barra840;840;11,64;29.2;BESS_fixo
2;ceu_aberto;Storage;BESS_barra844;844;10,89;31.91;BESS_fixo
2;ceu_aberto;Storage;BESS_barra848;848;9,8;19.74;BESS_fixo
2;ceu_aberto;Storage;BESS_barra890;890;15,01;49.57;BESS_fixo
3;ceu_aberto;PVSystem;PV_barra860;860;36,24;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra840;840;36,7;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra844;844;26,66;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra848;848;36,8;;PV_irr_real3
3;ceu_aberto;PVSystem;PV_barra890;890;40,5;;PV_irr_real3
3;ceu_aberto;Storage;BESS_barra860;860;11,52;35.95;BESS_fixo
3;ceu_aberto;Storage;BESS_barra840;840;13,32;40.73;BESS_fixo
3;ceu_aberto;Storage;BESS_barra844;844;11,4;39.08;BESS_fixo
3;ceu_aberto;Storage;BESS_barra848;848;13,81;29.44;BESS_fixo
3;ceu_aberto;Storage;BESS_barra890;890;11,86;26.86;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra860;860;34,29;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra840;840;34,75;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra844;844;36,52;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra848;848;32,05;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra890;890;39,29;;PV_irr_real4
