id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
<<<<<<< HEAD
1;ceu_aberto;180,0;5;1300,0;5
2;parcialmente_nublado;180,0;5;1500,0;5
3;ceu_aberto;180,0;5;2650,0;5
4;nublado;180,0;5;1550,0;5
5;parcialmente_nublado;180,0;5;2050,0;5
6;nublado;180,0;5;1250,0;5
7;ceu_aberto;180,0;5;3150,0;5
8;ceu_aberto;180,0;5;1900,0;5
9;ceu_aberto;180,0;5;2550,0;5
10;parcialmente_nublado;180,0;5;1450,0;5
11;parcialmente_nublado;180,0;5;2800,0;5
12;nublado;180,0;5;2200,0;5
13;ceu_aberto;180,0;5;1400,0;5
14;ceu_aberto;180,0;5;2150,0;5
15;parcialmente_nublado;180,0;5;2200,0;5
16;ceu_aberto;180,0;5;1600,0;5
17;parcialmente_nublado;180,0;5;1650,0;5
18;nublado;180,0;5;2450,0;5
19;ceu_aberto;180,0;5;2100,0;5
20;ceu_aberto;180,0;5;2200,0;5
21;parcialmente_nublado;180,0;5;1950,0;5
22;parcialmente_nublado;180,0;5;3000,0;5
23;nublado;180,0;5;1850,0;5
24;ceu_aberto;180,0;5;1350,0;5
25;ceu_aberto;180,0;5;1650,0;5
26;parcialmente_nublado;180,0;5;1550,0;5
27;parcialmente_nublado;180,0;5;2400,0;5
28;ceu_aberto;180,0;5;2100,0;5
29;parcialmente_nublado;180,0;5;2600,0;5
30;ceu_aberto;180,0;5;1400,0;5
31;parcialmente_nublado;180,0;5;2300,0;5
32;nublado;180,0;5;2200,0;5
33;ceu_aberto;180,0;5;2350,0;5
34;parcialmente_nublado;180,0;5;2500,0;5
35;parcialmente_nublado;180,0;5;1900,0;5
36;parcialmente_nublado;180,0;5;2350,0;5
37;parcialmente_nublado;180,0;5;2050,0;5
38;ceu_aberto;180,0;5;2150,0;5
39;nublado;180,0;5;1450,0;5
40;nublado;180,0;5;1500,0;5
41;ceu_aberto;180,0;5;2700,0;5
42;ceu_aberto;180,0;5;1500,0;5
43;parcialmente_nublado;180,0;5;2000,0;5
44;nublado;180,0;5;2250,0;5
45;ceu_aberto;180,0;5;1500,0;5
46;nublado;180,0;5;1650,0;5
47;nublado;180,0;5;1050,0;5
48;parcialmente_nublado;180,0;5;2300,0;5
49;parcialmente_nublado;180,0;5;1850,0;5
50;nublado;180,0;5;2100,0;5
51;nublado;180,0;5;1700,0;5
52;ceu_aberto;180,0;5;850,0;5
