id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0438;0,1814;0,5427;0,662;0,832;1,0;0,9686;0,9675;0,6282;0,4859;0,2257;0,0455;0,0019;0,0003;0,0;0,0;0,0;0,0001
2;parcialmente_nublado;0,0011;0,0007;0,0013;0,001;0,001;0,0047;0,0566;0,1709;0,3321;0,5825;0,8353;0,9248;0,8912;0,7241;0,4965;0,4349;0,2006;0,0514;0,005;0,0007;0,0006;0,0004;0,0005;0,0004
3;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0405;0,2385;0,4561;0,6044;0,7777;0,7966;1,0;0,7754;0,7861;0,4954;0,259;0,053;0,0019;0,0003;0,0;0,0;0,0;0,0001
4;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0121;0,0927;0,2727;0,4987;0,5698;0,6297;0,5328;0,8027;0,5613;0,4239;0,4096;0,1642;0,0552;0,0039;0,0;0,0002;0,0015;0,0017;0,0018
5;parcialmente_nublado;0,001;0,0008;0,0012;0,0011;0,0009;0,0046;0,0476;0,2041;0,4018;0,5616;0,649;0,6792;0,9717;0,7803;0,5618;0,3624;0,2059;0,0641;0,0057;0,0007;0,0006;0,0004;0,0004;0,0004
6;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0103;0,0961;0,2249;0,4773;0,3765;0,5663;0,9256;0,6208;0,4437;0,5668;0,3865;0,1489;0,0599;0,0036;0,0;0,0002;0,0017;0,0016;0,002
7;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,0361;0,1853;0,4489;0,7385;1,0;0,7994;1,0;0,8688;0,5186;0,4527;0,2835;0,052;0,002;0,0003;0,0;0,0;0,0;0,0001
8;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0403;0,199;0,4738;0,6235;0,8976;1,0;0,9752;0,9684;0,6419;0,404;0,2087;0,04;0,0016;0,0003;0,0;0,0;0,0;0,0001
9;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0029;0,0421;0,1542;0,3731;0,7392;0,8449;1,0;1,0;1,0;0,8168;0,4579;0,2273;0,0539;0,0019;0,0003;0,0;0,0;0,0;0,0001
10;parcialmente_nublado;0,0011;0,0009;0,0011;0,001;0,0008;0,0038;0,0516;0,1893;0,4202;0,6214;0,7979;0,9045;0,8697;0,7629;0,7946;0,4181;0,1722;0,0514;0,0047;0,0007;0,0006;0,0004;0,0004;0,0004
11;parcialmente_nublado;0,0009;0,0008;0,0011;0,0011;0,0008;0,0051;0,0568;0,2068;0,3565;0,6293;0,6207;0,8344;1,0;0,855;0,5544;0,3993;0,1413;0,0514;0,0042;0,0007;0,0007;0,0004;0,0004;0,0004
12;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0131;0,0796;0,274;0,387;0,4872;0,6046;0,604;0,6089;0,6716;0,316;0,3625;0,1625;0,0417;0,0042;0,0;0,0002;0,0019;0,0017;0,0018
13;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0396;0,212;0,3968;0,6133;0,9022;0,8747;1,0;0,8992;0,7126;0,3726;0,2515;0,048;0,0021;0,0003;0,0;0,0;0,0;0,0001
14;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0408;0,1745;0,5327;0,7039;0,9414;1,0;0,8478;0,9007;0,7049;0,4568;0,2602;0,0525;0,002;0,0003;0,0;0,0;0,0;0,0001
15;parcialmente_nublado;0,0012;0,001;0,0011;0,0011;0,0007;0,0042;0,0411;0,1921;0,3307;0,7863;0,8822;0,9146;0,8189;0,8418;0,4144;0,3513;0,1724;0,0485;0,0059;0,0008;0,0007;0,0004;0,0003;0,0004
