id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;nublado;3;884,5;5;625,97;1;1;1;1;0;50
2;nublado;3;884,5;5;852,07;1;1;1;1;0;50
3;nublado;2;884,5;5;747,1400000000001;2;1;1;1;0;50
4;nublado;4;884,5;5;670,57;2;1;1;1;0;50
5;nublado;2;884,5;5;865,1500000000001;2;1;1;1;0;50
6;parcialmente_nublado;2;884,5;5;666,77;1;1;1;1;0;50
7;nublado;3;884,5;5;932,13;1;1;2;1;0;50
8;parcialmente_nublado;2;884,5;5;828,8499999999999;2;1;1;1;0;50
9;nublado;4;884,5;5;648,44;1;1;1;1;0;50
10;nublado;3;884,5;5;641,79;2;1;1;1;0;50
11;nublado;5;600,0;5;913,85;1;1;1;1;0;50
12;nublado;2;884,5;5;628,58;2;1;1;1;0;50
13;parcialmente_nublado;3;884,5;5;590,94;1;1;1;1;0;50
14;ceu_aberto;3;884,5;5;970,6400000000001;8;1;2;1;0;50
15;ceu_aberto;3;884,5;5;869,09;2;1;1;1;0;50
16;nublado;4;884,5;5;553,22;1;1;1;1;0;50
17;nublado;4;884,5;5;734,78;2;1;1;1;0;50
18;nublado;3;884,5;5;673,04;2;1;1;1;0;50
19;nublado;5;884,5;5;759,6299999999999;1;1;2;1;0;50
20;nublado;2;884,5;5;746,8600000000001;2;1;1;1;0;50
21;nublado;3;884,5;5;544,08;2;1;1;1;0;50
22;ceu_aberto;1;884,5;5;824,0899999999999;7;7;1;1;0;50
23;ceu_aberto;3;884,5;5;792,24;7;7;1;1;0;50
24;parcialmente_nublado;4;884,5;5;639,51;5;1;1;1;0;50
25;nublado;2;884,5;5;816,1400000000001;1;1;2;1;0;50
26;ceu_aberto;3;884,5;5;543,98;1;1;1;1;0;50
27;parcialmente_nublado;2;884,5;5;572,69;1;1;1;1;0;50
28;ceu_aberto;2;884,5;5;838,81;8;2;2;1;0;50
29;ceu_aberto;5;884,5;5;875,91;2;1;2;1;0;50
30;parcialmente_nublado;3;884,5;5;623,6400000000001;1;1;1;1;0;50
31;nublado;2;884,5;5;917,5299999999999;1;1;2;1;0;50
32;nublado;4;884,5;5;913,52;1;1;5;1;0;50
33;parcialmente_nublado;5;884,5;5;695,38;1;1;1;1;0;50
34;ceu_aberto;2;884,5;5;730,3;7;2;1;1;0;50
35;parcialmente_nublado;3;884,5;5;825,25;7;1;1;1;0;50
36;parcialmente_nublado;3;884,5;5;860,4899999999999;1;1;2;1;0;50
37;parcialmente_nublado;2;884,5;5;670,33;7;1;1;1;0;50
38;parcialmente_nublado;3;884,5;5;744,0699999999999;1;1;1;1;0;50
39;ceu_aberto;2;884,5;5;747,12;1;1;1;1;0;50
40;ceu_aberto;3;884,5;5;750,75;1;1;1;1;0;50
41;parcialmente_nublado;5;884,5;5;1056,74;5;1;7;1;0;50
42;parcialmente_nublado;2;884,5;5;636,5999999999999;4;2;1;1;0;50
43;parcialmente_nublado;5;884,5;5;827,3399999999999;1;1;2;1;0;50
44;parcialmente_nublado;4;884,5;5;649,1700000000001;2;1;1;1;0;50
45;nublado;5;884,5;5;856,96;1;1;2;1;0;50
46;parcialmente_nublado;3;884,5;5;621,79;1;1;1;1;0;50
47;nublado;3;884,5;5;607,13;2;1;1;1;0;50
48;nublado;4;884,5;5;926,7900000000001;1;1;6;1;0;50
49;ceu_aberto;2;884,5;5;948,58;6;1;2;1;0;50
50;nublado;2;884,5;5;730,9300000000001;1;1;1;1;0;50
