id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;nublado;1;530,7;5;762,11;1;1;1;1;0;30
2;parcialmente_nublado;1;530,7;5;873,3499999999999;1;1;2;1;0;30
3;ceu_aberto;4;530,7;5;572,87;2;1;1;1;0;30
4;parcialmente_nublado;1;530,7;5;619,46;1;1;1;1;0;30
5;ceu_aberto;2;530,7;5;871,23;1;1;1;1;0;30
6;nublado;4;530,7;5;683,12;1;1;1;1;0;30
7;ceu_aberto;2;530,7;5;916,0099999999999;2;1;1;1;0;30
8;nublado;3;530,7;5;933,79;1;1;2;1;0;30
9;parcialmente_nublado;2;530,7;5;653,78;1;1;1;1;0;30
10;ceu_aberto;1;530,7;5;713,73;1;1;1;1;0;30
11;nublado;2;530,7;5;639,65;1;1;1;1;0;30
12;nublado;1;530,7;5;857,82;1;1;1;1;0;30
13;nublado;1;530,7;5;929,8;1;1;2;1;0;30
14;parcialmente_nublado;3;530,7;5;1093,07;1;1;7;1;0;30
15;parcialmente_nublado;4;530,7;5;865,2099999999999;1;1;2;1;0;30
16;parcialmente_nublado;3;530,7;5;686,5200000000001;1;1;1;1;0;30
17;ceu_aberto;3;530,7;5;531,15;1;1;1;1;0;30
18;nublado;2;530,7;5;742,97;1;1;1;1;0;30
19;parcialmente_nublado;1;530,7;5;562,51;1;1;1;1;0;30
20;nublado;3;530,7;5;906,2800000000001;1;1;5;1;0;30
21;ceu_aberto;2;530,7;5;710,46;1;1;1;1;0;30
22;ceu_aberto;3;530,7;5;784,54;1;1;1;1;0;30
23;nublado;2;530,7;5;749,77;1;1;1;1;0;30
24;nublado;1;530,7;5;798,17;1;1;1;1;0;30
25;nublado;3;530,7;5;1096,52;1;1;7;1;0;30
26;nublado;2;530,7;5;642,8299999999999;1;1;1;1;0;30
27;parcialmente_nublado;1;530,7;5;634,25;1;1;1;1;0;30
28;nublado;2;530,7;5;873,1200000000001;1;1;1;1;0;30
29;parcialmente_nublado;2;530,7;5;595,53;1;1;1;1;0;30
30;ceu_aberto;2;530,7;5;768,3000000000001;1;1;1;1;0;30
31;ceu_aberto;2;530,7;5;917,05;2;1;2;1;0;30
32;nublado;3;530,7;5;679,16;1;1;1;1;0;30
33;ceu_aberto;2;530,7;5;591,34;1;1;1;1;0;30
34;nublado;4;530,7;5;634,24;1;1;1;1;0;30
35;parcialmente_nublado;1;530,7;5;871,0799999999999;1;1;1;1;0;30
36;ceu_aberto;3;530,7;5;771,6;1;1;1;1;0;30
37;parcialmente_nublado;4;530,7;5;774,97;1;1;1;1;0;30
38;parcialmente_nublado;3;530,7;5;807,0999999999999;1;1;1;1;0;30
39;parcialmente_nublado;3;530,7;5;629,66;1;1;1;1;0;30
40;nublado;1;530,7;5;842,94;1;1;1;1;0;30
41;nublado;1;530,7;5;898,6299999999999;1;1;2;1;0;30
42;nublado;3;530,7;5;631,27;1;1;1;1;0;30
43;nublado;1;530,7;5;731,6600000000001;1;1;1;1;0;30
44;parcialmente_nublado;3;530,7;5;687,78;1;1;1;1;0;30
45;nublado;1;530,7;5;856,63;1;1;1;1;0;30
46;parcialmente_nublado;2;530,7;5;814,38;1;1;1;1;0;30
47;parcialmente_nublado;1;530,7;5;930,07;1;1;2;1;0;30
48;nublado;3;530,7;5;752,48;1;1;1;1;0;30
49;ceu_aberto;3;530,7;5;907,09;1;1;2;1;0;30
50;nublado;3;530,7;5;748,65;1;1;1;1;0;30
